№ строки	Название	Адрес	Административный округ	Руководитель	Телефон	Факс	Доп. информация
214	Государственное бюджетное  учреждение здравоохранения города Москвы «Городская поликлиника № 199 Департамента здравоохранения города Москвы»	121601, Москва, Филевский Бульвар, д.18		Маер Руслан Юрьевич	(499) 145-1074	(499) 145-0986	с 15.09.2012г. присоединяется к «ГП № 195»
215	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 200 Департамента здравоохранения   города Москвы»	Москва, ул. Родионовская, дом 10, к.2		Павлов Сергей Валерьевич	(499) 401-7040		с 15.09.2012г. присоединяется к «ГП № 219»
216	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 201  Департамента здравоохранения города Москвы»	124575, г. Зеленоград, корпус 911, стр.1		Михайличенко Павел Николаевич	 (499) 731-1383	(499) 732-2636	
217	Государственное бюджетное учреждение здравоохранения города Москвы Городская поликлиника № 202 Департамента здравоохранения города Москвы»	119992, Москва, Ленинские горы, дом 1, стр.53	ЗАО	и.о. Осипова Александра Федоровна	939-2072	939-0030	
218	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 203  Департамента здравоохранения города Москвы»	117513, Москва, ул. академика Бакулева, д.18		Волков Дмитрий Владимирович	438-4070	438-4070	с 15.09.2012г. присоединяется к «КДЦ № 1»
219	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 204  Департамента здравоохранения   города Москвы»	115582,Москва, ул. Домодедовская, д.29, к.1		Костиков Юрий Николаевич	391-9135	392-4195	с 15.09.2012г. присоединяется к «ГП № 166»
220	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 205 Департамента здравоохранения  города Москвы»	117647, Москва, ул. Профсоюзная, д.111а		Камалов Марат Тимерханович	420-3133	420-0611	с 15.09.2012г. присоединяется к «КДЦ № 1»
221	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 206  Департамента здравоохранения города Москвы»	111672, Москва, ул. Новокосинская, д.42		Добуляк Лилия Михайловна.	702-32-31	702-3231	с 15.09.2012г. присоединяется к «ГП № 66»
222	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 207  Департамента здравоохранения города Москвы»	117042, Москва, ул. ак. Семенова, д.13,к.1		Фоменко Геннадий Васильевич	715-3701		с 15.09.2012г. присоединяется к «КДП № 121»
223	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 208  Департамента здравоохранения города Москвы»	113648, Москва, Северное Чертаново, кор.805		и.о. Захаров Виталий Владиславович	310-9388	3109388	с 15.09.2012г. присоединяется к «Кардиологическому диспансеру № 2»
224	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 209  Департамента здравоохранения города Москвы»	119607, Москва, ул. Раменки, д.29		Мочалов Владимир Иванович	931-6000	932-1122	
225	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 210  Департамента здравоохранения  города Москвы»	115211, Москва, Каширское шоссе, д.57, к.1		Винокуров Владимир Геннадьевич	344-6568	344-6571	
226	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 211 Департамента здравоохранения города Москвы»	113519, Москва, Варшавское шоссе, д.148,к.1		Бульбас Ольга Ивановна	388-1618	388-1618	с 15.09.2012г. присоединяется к « ГП № 170»
227	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 212  Департамента здравоохранения  города Москвы»	119620, Москва, Солнцевский проспект, д.11а		Пиддэ Ольга Васильевна	934-2355	934-2311	
228	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 213  Департамента здравоохранения города Москвы»	115409, Москва, ул. Кошкина, д.21		Баринов Василий Владимирович	320-3022	320-2112	с 15.09.2012г. присоединяется к «ГП № 210»
229	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 214  Департамента здравоохранения  города Москвы»	115583, Москва, ул. Елецкая, д.14		Кудрявцев Вячеслав Александрович	397-0237	397-8201	
230	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 215  Департамента здравоохранения   города Москвы»	129347, Москва, ул. Ротерта, д.12		Алексеева Татьяна Ивановна	(499) 188-1444	(499) 188-1444	с 15.09.2012г. присоединяется к «ГП № 218»
231	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 217  Департамента здравоохранения города Москвы»	119027, Москва, ул. Насосная, д.1а		 Абраамян Буден Анушаванович	436-7538	436-7538	с 15.09.2012г. присоединяется к «ГП № 212»
232	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 218  Департамента здравоохранения  города Москвы»	127642, Москва, проезд Шокальского, д.8		Дьякова Элеонора Николаевна	(495) 479-7261	(495) 478-4518	
233	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 219  Департамента здравоохранения  города Москвы»	125373, Москва, бул. Яна Райниса, д.47		Тедтоев Таймураз Асламбекович	948-3200	948-2500	
234	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 220 Департамента здравоохранения города Москвы»	123022, Москва, ул. Заморенова, д.27	ЦАО	 Шастина Вера Ростиславовна	8-499-255-1937	8-499-255-0819	
235	Государственное бюджетное  учреждение здравоохранения города Москвы «Городская поликлиника № 221  Департамента здравоохранения города Москвы»	117628, Москва, ул. Ратная, д.8в		Ульянов Валентин Юрьевич	711-1572	711-0445	с 15.09.2012г. присоединяется к «КДП № 121»
236	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 222  Департамента здравоохранения города Москвы»	104421, Москва, ул. Амурская, д.36		Коровкина Наталья Александровна	462-0202	462-0202	с 15.09.2012г. присоединяется к ГП № 191»
237	Государственное бюджетное учреждение здравоохранения города Москвы «Городская психотерапевтическая поликлиника № 223 Департамента здравоохранения города Москвы»	Москва, Б.Златоустинский пер., д. 6/6, стр.2	ЦАО	Кыров Николай Евгеньевич	 680-1607	680-1607	
238	Государственное  бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 224  Департамента здравоохранения города Москвы»	109145, Москва, Жулебинский бульвар, д.8		Евдаков Валерьян Алексеевич	705-2800	7051881	с 15.09.2012г. присоединяется к ГП № 23»
239	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 225  Департамента здравоохранения города Москвы»	109202, Москва, 3-я Карачаровская ул., д.11		Камалова Фярзяня Абдулхановна	8-499-170-0247	8-499-170-4410	с 15.09.2012г. присоединяется к ГП № 36»
240	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 226  Департамента здравоохранения города Москвы»	125430, Москва, Пятницкое шоссе, д.29, к.3		Новичкова Валентина Михайловна	751-2572	751-2572	с 15.09.2012г. присоединяется к «ГП № 180»
241	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 229  Департамента здравоохранения города Москвы»	125222, Москва, ул. Дубравная, д.41		Борисенко Евгений Федорович	753-3111	753-3111	с 15.09.2012г. присоединяется к «ГП № 180»
242	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 230  Департамента здравоохранения  города Москвы»	124617, г. Зеленоград, корпус 1460		Кадникова Наталья Григорьевна	8-499-717-0255	8-499-738-7010	с 15.09.2012г. присоединяется к «ГП № 201»
243	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника восстановительного лечения № 1 Департамента здравоохранения города Москвы»	109263, Москва, 7-я ул. Текстильщиков, д.4а		и.о. Гайдамак Олег Игоревич	8-499-179-6008	8-499-178-7725	с 01.09.2012г. присоединяется к МНПЦ мед. реабилитации, восстановительной и спортивной медицины
244	Государственное  бюджетное учреждение здравоохранения города Москвы «Поликлиника восстановительного лечения № 2 Департамента здравоохранения города Москвы»	123007, Москва, Хорошевское шоссе, д.1		Павлов Никита Владимирович	941-2148	941-2923	
245	МСЧ № 67 - структурное подразделение Государственного бюджетного учреждения здравоохранения города Москвы «Городская поликлиника № 165  Департамента здравоохранения  города Москвы»	127490, Москва, ул. Декабристов, стр.51		Зрелова Татьяна Васильевна	404-8784	404-8783	 с 15.09.2012г. присоединяется к «ГП № 107»
246	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 166 Департамента здравоохранения  города Москвы»	115551, Москва, ул. Домодедовская, д.9		Артемова Тамара Михайловна	343-3540	343-3539	
247	Государственное  бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 167  Департамента здравоохранения города Москвы»	109456, Москва, ул. Вострухина, д.5		Синопальников Владимир Игоревич	371-9608	371-0720	с 15.09.2012г. присоединяется к «ГП № 23»
248	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 168  Департамента здравоохранения  города Москвы»	121596, Москва, ул. маршала Неделина, д.2		Приходько Михаил Николаевич	448-0515	448-0515	с 15.09.2012г. присоединяется к «ГП № 195»
249	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 169  Департамента здравоохранения города Москвы»	127549, Москва, ул. Мурановская. д.10а		и.о. Ломовцева Валентина Николаевна	(499) 205-4781	(499) 206-6283	с 15.09.2012г. присоединяется к «ДЦ № 5 с поликлиническим отделением»
250	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 170  Департамента здравоохранения города Москвы»	113545, ул. Подольских курсантов, д.2, кор.2		Полунина Ирина Станиславовна	381-9934		
251	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 171  Департамента здравоохранения  города Москвы»	119034,Москва, 1-й Зачатьевский пер., д.1/15		Попова Эмма Семеновна	(499) 766-9242	(499) 766-9242	с 15.09.2012г. присоединяется к «ГП № 68»
252	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 172  Департамента здравоохранения города Москвы»	105203, Москва Измайловский проспект, д.91а		Шавлохова Светлана Хасакоевна	465-5585	465-1498	с 15.09.2012г. присоединяется к «ГП № 175»
253	Государственное бюджетное учреждение здравоохранения города Москвы «Городская поликлиника № 173  Департамента здравоохранения города Москвы»	123060, Москва, ул. маршала Бирюзова, д.30		Касьянов Виталий Григорьевич	8-499-194-0794	8-499-194-2344	с 15.09.2012г. присоединяется к «ГП № 115»
254	Государственное  бюджетное учреждение здравоохранения города Москвы «Медико-санитарная часть № 23  Департамента здравоохранения  города Москвы»	129301, Москва, ул. Касаткина, д.20		и.о. Бабаянц Виктор Дмитриевич	(495) 683-9651	(495) 683-9651	
255	Государственное  бюджетное учреждение здравоохранения города Москвы «Медико-санитарная часть № 26  Департамента здравоохранения  города Москвы»	105118, Москва, проспект Буденного, д.18-а		Белялова Людмила Исмаиловна	(499) 785-8715	(499) 785-8715	
256	Государственное бюджетное учреждение здравоохранения города Москвы «Медико-санитарная часть № 32 Департамента здравоохранения  города Москвы»	115054, Москва, ул. Татарская, д.20	ЦАО	Хрупалов Андрей Александрович	951-1422	951-1422	
257	Государственное бюджетное учреждение здравоохранения города Москвы «Медико-санитарная часть № 33 Департамента здравоохранения  города Москвы»	129128, Москва, ул. Малахитовая, д.16	СВАО	Пожитков Анатолий Фёдорович	(499) 181-1812	(499) 187-1088	
258	Государственное бюджетное  учреждение здравоохранения города Москвы «Медико-санитарная часть № 34  Департамента здравоохранения города Москвы»	115280, Москва, 2-й Автозаводской проезд, д.3		Аверин Сергей Валерьевич	675-0831	675-7616	с 15.09.2012г. присоединяется к «ГП № 67»
259	Государственное бюджетное учреждение здравоохранения города Москвы «Медико-санитарная часть № 42  Департамента здравоохранения города Москвы»	11123, Москва, шоссе Энтузиастов, д.31		Белякова Ирина Михайловна	 672-1727	672-1727	с 01.09.2012г. присоединяется к ГБУЗ «МСЧ № 26»
260	Государственное бюджетное учреждение здравоохранения города Москвы «Медико-санитарная часть № 51 Департамента здравоохранения города Москвы	125171, Москва, 5-й Войковский проезд, д. 12	 САО	Шевченко Владимир Александрович	8-499-159-6330	8-499-150-3391	
261	Государственное бюджетное учреждение здравоохранения города Москвы «Медико-санитарная часть № 60  Департамента здравоохранения города Москвы»	125424, Москва, Сходненский  тупик, д.6		Ершов Александр Алексеевич	491-7172	491-1545	 с 01.11.2012г. присоединяется к «ГКБ № 67 им.Л.А.Ворохобова»
262	Государственное бюджетное учреждение здравоохранения города Москвы «Медико-санитарная часть № 63  Департамента здравоохранения  города Москвы»	107120, Москва, ул. Нижняя Сыромятническая, д. 11		Яцушко Светлана Анатольевна	(499) 916-0767	(499) 916-0767	 с 15.09.2012г. присоединяется к «ГП № 46»
263	Государственное бюджетное учреждение здравоохранения города Москвы «Медико-санитарная часть № 68  Департамента здравоохранения города Москвы»	105275, Москва, шоссе Энтузиастов, д.29/53		Брычкина Ираида Генриховна	673-4112		 с 01.09.2012г. присоединяется к ГБУЗ «МСЧ № 26»
264	Государственное бюджетное  учреждение здравоохранения города Москвы «Городская поликлиника № 83  Департамента здравоохранения города Москвы»	121500, Москва, ул. Советская, д.2, стр.1		Красненкова Инна Вадимовна	(499) 727-1228	(499) 727-1228	С 15.09.2012г. присоединяется к «ГП № 195»
265	Государственное бюджетное учреждение здравоохранения города Москвы «Поликлиника восстановительного лечения № 7  Департамента здравоохранения  города Москвы»	105005, Москва, ул. Бауманская, д.70		 Костенко Елена Владимировна	(499) 261-8183		с 01.09.2012г. присоединяется к МНПЦ мед. реабилитации, восстановительной и спортивной медицины
