№ строки	Название объекта	Адрес	Организационно-правовая форма	Тип учреждения	Вид учреждения	Номер телефона секретаря	Сайт
376	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1032	107553, г. Москва,  ул. 2-я Пугачевская  д.7	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 964-35-93	http://sch1032.ru/
377	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1077	107589, г.Москва, ул.Хабаровская, дом 18А, строение1	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 466-20-10; (495) 467-75-10; (495) 466-57-94; (495) 467-87-29	http://www.sсh1077.mskobr.ru
378	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1688	107065, г.Москва, ул. Камчатская, д.6	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 467-44-65	http://www.s1688.ru
379	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1924	111673, г. Москва,  улица  Новокосинская,  дом 13 Б	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 702-66-20; (495) 702-80-00	http://school1924.ucoz.ru
380	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 819	125362, г. Москва, ул. Свободы, д.26	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	497-03-00	http://sch819.mskobr.ru
381	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 882	125367, г. Москва, Врачебный проезд, д. 12	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 193-15-51	http://sch882sz.mskobr.ru/
382	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1155	123458, г.Москва, ул.Таллинская, д.16, корп.4	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	756-62-90	http://sch1155.mskobr.ru
383	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1743	125464, г. Москва, Новотушинский пр., д. 8	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 751-05-49	http://www.dskvp2190.mskobr.ru
384	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1916	117042, г. Москва, Чечёрский проезд, дом 6	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	716-51-63	http://school1916.mosuzedu.ru
385	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1970	117042, г.Москва, Чечёрский проезд, дом 22, корпус 1	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	716-03-00	http://школа1970.рф
386	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 317	107241, г. Москва, ул. Амурская, д.25А	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 462-26-87; (495) 462-26-91	http://sch317.mskobr.ru
387	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 376	107392, г. Москва, Халтуринская улица, дом 16	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 162-02-28	http://www.sch376.1class.ru
388	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 407	111395, г. Москва, ул. Снайперская,  д. 4 А	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	374-24-07	http://schv407.mskobr.ru/
389	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 428	107241, г.Москва, ул. Амурская, д. 60	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 462-03-75	http://school428.ru
390	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 718	124460, г. Москва, Зеленоград, корп. 1214	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 731-43-23	http://s718.zouo.ru/
391	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 853	124460, г. Москва, Зеленоград, корп. 913А	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	531-13-95	http://s853.zouo.ru/
392	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 854	124489, г. Москва, Зеленоград, корп.603А	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 762-49-86; (499) 736-75-15; (499) 734-01-25; (499) 735-44-50; (499) 734-10-59; (499) 736-81-94	http://s854.zouo.ru/
393	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 634	111402, г.Москва, ул. Кетчерская,  д.10 А	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 375-94-83	http://school634.ru
394	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1150	124365, г. Москва, Зеленоград, корп. 1609	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 717-91-10	http://s1150.ucoz.ru
395	Государственное бюджетное образовательное учреждение города Москвы  средняя общеобразовательная школа № 55	119501 г.Москва, ул Веерная, д. 38, к.2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 441-74-11; (495) 442-90-58; (495) 441-71-22	http://sch55.mskzapad.ru
396	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 844	119361 г. Москва, ул. Большая Очаковская, д.18	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	430-71-20	http:// sch844.mskzapad.ru
397	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1117	119361 г.Москва, ул.Озерная, д. 27, корпус 2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	430-74-06	http://sch1117.mskzapad.ru
398	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 781	111402, г. Москва, ул. Вешняковская, д.2А	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	375-67-84	http://school781.edusite.ru
399	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 917	107241, г. Москва, Щелковское ш., д. 29, стр.1	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 462-40-48	http://sch917.ru
400	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №922	111555, г. Москва, улица  Молостовых, дом 6 А	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	307-99-10	http://s408.ru
401	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1167	107065, г. Москва,  ул. Камчатская,  д. 8	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 466-11-78	http://site-1167.narod.ru/
402	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2032	111674, г.Москва, ул.Дмитриевского, д.5	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 721-35-15	http://shkola2032.ru
403	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1995	117198, г.Москва, улица Саморы Машела, дом 6, корпус 3	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	438-95-68	http://school-1995.ru
404	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1740	124683, г. Москва, Зеленоград, корп.1530	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 717-03-67	http://s1740.zouo.ru/
405	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1913	124365, г. Москва, Зеленоград, корп. 1632	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 738-55-41; (499) 738-55-39; (499) 738-55-38; (499) 717-14-29; (499) 738-58-88; (499) 738-00-22; (499) 738-55-40; (499) 738-51-10; (499) 738-55-11	http://s1913.zouo.ru
406	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 199	117036 г. Москва, ул. Дм. Ульянова, д. 15	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	126-09-80	http://school199.ucoz.ru/
407	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1314	109377 г. Москва, ул. 1-я Новокузьминская, д. 20, к. 4	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	709-77-78	http://1314.ru/
408	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1161	117624, г. Москва, улица Изюмская, дом 35А	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 793-93-09	http://school-1161.ru
409	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 769	125481, г. Москва, ул. Планерная, д. 12, корп. 2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	495-44-30	http://gou769.ucoz.ru/
410	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1056	125363, г. Москва, ул. Штурвальная, д. 7, кор. 2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	491-96-10	http://sch1056.ru
411	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1057	125373, г. Москва, ул. Героев Панфиловцев, д.45, кор. 3	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	496-87-82	http://shkola1057.narod.ru
412	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 267	127566 г. Москва, ул. Бестужевых, д.23	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	404-15-09	http.//sch267svao.mskobr.ru
413	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2044	127495 г. Москва, Дмитровское шоссе, дом 165Е, корп. 8	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 761-01-34	http://www.sch2044.svao.mskobr.ru
414	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 806	121351 г.Москва, ул. Полоцкая, д. 21	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	417-92-20	http://sch806.mskzapad.ru
415	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 496	115142 г.Москва,Коломенская наб. д.8	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 615-62-02	http://sch496.ru/
416	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 575	115582 г. Москва, ул. Домодедовская д.44,к.2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 391-69-22; (495) 391-69-00	http://sch575.edusite.ru
417	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 657	117545 Москва, ул. Подольских Курсантов д.16 а	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 381-72-38; (495) 381-72-29	http://sch657.edusite.ru
418	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 933	117546 г. Москва, Медынская ул. д.9а	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 383-43-92; (495) 384-18-00	http://dou964.ru
419	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 980	115580 г. Москва, ул. Кустанайская, 10 корп.2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	396-83-63	http://sch980.edusite.ru/
420	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1750	115407 г. Москва, Нагатинская наб.д.56	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 616-05-00	http://sch1750.edusite.ru/
421	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1929	115211 г. Москва, Борисовские пруды д.12,к.2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	341-59-96	http://sch1929.edusite.ru/
422	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1640	115477 г. Москва, ул. Бехтерева д.17а	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 325-29-06; (495) 325-17-15; (495) 325-05-82; (495) 322-42-24; (495) 325-09-68	http://sch1640.edusite.ru/
423	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 71	121433 г.Москва, ул. Б.Филевская, д. 39	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	144-48-07	http://71.school.ru/
424	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 73	121108 г.Москва, ул. Кастанаевская, д.43	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 144-07-79	http://sch73.mskzapad.ru
425	Государственное бюджетное образовательное учреждение города Москвы  средняя общеобразовательная школа № 800	121596 г.Москва, ул. Толбухина, д. 7, к.3	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 446-50-00	http:// sch800.mskzapad.ru
426	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2049	117624, г. Москва, ул. Изюмская, д. 61 к.2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 232-83-18	http://school-2049.narod.ru
427	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1014	119633 Москва, ул.Новопеределкинская, дом 13, к.1	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	733-54-70	http://sch1014.mskzapad.ru
428	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 460	109559, г. Москва, Белореченская ул., д.11	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 358-03-12; (495) 358-06-10; (495) 358-06-47	http://www.school460.ru/
429	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 468	109457, г. Москва, ул. Федора Полетаева, д. 2, корп. 8	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	175-84-32	http://sch468.ucoz.ru/
430	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 475	109390, г. Москва, ул. Люблинская, д. 45	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 178-60-88	http://schuv475.mskobr.ru
431	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 479 имени дважды Героя Советского Союза Маршала В.И. Чуйкова	109443, г. Москва, ул. Юных Ленинцев, д. 68, корп. 2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 172-77-24	http://sch479.uvuo.ru/
432	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 733	111020, г. Москва, ул. Лонгиновская, д. 6	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	360-05-61	http://school-n-733.narod.ru/
433	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 778	109439, г. Москва, ул. Академика Скрябина, д. 36, корп. 3	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 379-27-35	http://schuv778.mskobr.ru
434	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 846	109388, г. Москва, ул. Полбина, д. 44	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	354-28-07	http://school846.3dn.ru/
435	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 918	109383, г. Москва, ул. Полбина, д. 68	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 354-07-10	http://school918.edusite.ru/
436	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 26	119296, г.Москва, Университетский проспект, дом 3	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	930-50-70	http://www.the26.ru
437	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1147	109144, г. Москва, Батайский пр., д. 45	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	357-45-30	http://sch1147.uvuo.ru/
438	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 104	117292, г.Москва, улица Ивана Бабушкина, дом 15, корпус 5	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 125-37-20	https://sites.google.com/site/schoolnews104/home
439	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 120	119296, г. Москва, Ломоносовский проспект, дом 4, корпус 3	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	938-00-46	http://sch120.mosuzedu.ru
440	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 187	119261, г. Москва, Ломоносовский проспект, дом 3 А	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	138-48-81	http://187.3dn.ru
441	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 191	117218, г.Москва, ул. Профсоюзная, д. 15 А	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	125-63-55	http://sch191.ru
442	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 192	119334, г.Москва, Ленинский проспект, д. 34А	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	137-72-85	http://sch192.ru
443	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 517	117186, город Москва, Нахимовский проспект, дом 10	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	121-92-33	http://school517.ucoz.ru/
444	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 765	117588, г. Москва, Литовский бульвар, дом 10, корпус 2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	426-64-11	http://www.school765.ru
445	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1922	109153, г. Москва, ул. Привольная, д. 45	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	705-81-22	http://www.school1922.edusite.ru
446	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1020	117574, г.Москва, улица Вильнюсская, дом 12	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	421-62-56	http://www.sosh1020.ru
447	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №1064	117624, г. Москва, улица Скобелевская, дом 30	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	716-67-45	http://school-1064.mosuzedu.ru
448	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2011 имени И.Н.Кожедуба	109559, г. Москва, ул. Марьинский парк, д. 37	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	658-49-95	http://sch2011.uvuo.ru/
449	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 899	109377, город Москва, улица Зеленодольская, дом 7, корпус 4	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 919-43-43; (495) 919-20-51; (495) 657-74-09	http://www.sch899.edusite.ru
450	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 333	109462, г. Москва, Волгоградский проспект, д. 74, корп. 4	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	172-47-46	http://sch333.uvuo.ru/
451	Государственное  бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 398	109542, Москва, ул. Хлобыстова, д. 14, корп. 3	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	371-09-81	http://sch398.uvao.mskobr.ru/
452	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 436	109444, г. Москва, ул. Ферганская, д. 7	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	371-78-61	http://sch921.ru
453	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 461	109443, г. Москва, ул. Зеленодольская, д. 41, корп. 3	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 172-68-43	http://school461.edusite.ru
454	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 489	109518, г. Москва, Волжский бульвар, д. 6, корпус 3	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	177-56-92	http//:school489.ucoz.ru
455	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 5	117638, г. Москва, улица Сивашская, дом 2, корпус 1	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(499) 317-90-81	http://shkola5.ucoz.org
456	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 17	117279, г. Москва, ул. Введенского, д.28	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	420-98-11	http://www.scl17.ru
457	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 176	117485, г.Москва, ул.Профсоюзная, д.98А	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	336-17-44	http://sch176.edusite.ru
458	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 522	117447, г.Москва, Севастопольский проспект, д.20А	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	129-39-88	http://story522.mosuzedu.ru
459	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 524	117303, г.Москва, Балаклавский проспект, д. 32А	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	318-99-07	http://school524.msk.ru
460	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 791	117342, г. Москва, ул. Бутлерова, д. 38а	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	334-80-21	http://www.school791.ru
461	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1738 имени авиаконструктора М.Л. Миля	109153, г. Москва, ул. Лермонтовский проспект, дом 14, корпус 2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	705-61-96	http://sch1738.uvao.mskobr.ru
462	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1904	109652, г. Москва, ул. Люблинская, д. 167	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	658-57-75	http://sch1904.uvuo.ru
463	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1909	109153, город Москва, ул. Маршала Полубоярова, дом 12	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	704-40-51	http://sch1909.ru/
464	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 865	117321, г. Москва, улица Профсоюзная, дом 142, корпус 5	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	338-34-55	http://www.school865.ru
465	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 930	117321, г. Москва, ул. Островитянова, дом 18, к. 5	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	338-98-88	http://sch-930.narod.ru
466	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1108	117593, г.Москва, Соловьиный проезд, дом 16, корп. 2	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	426-96-04	http://www.sh1108.yasenevo.org
467	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 86 имени М.Е. Катукова	123592, г. Москва, ул. Маршала Катукова, д. 12, к. 3	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 750-00-47	http://schsz86.mskobr.ru/
468	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 411	111558, г. Москва, ул. Сталеваров, д. 20 А	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	303-23-89	http://www.school411.ru
469	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 842	124482, г.Москва, Зеленоград, корп. 142	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	534-14-76	http://s842.zouo.ru/
470	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 672	111141, г.Москва, Зеленый проспект, д.14	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	306-54-20	http://sch672.narod.ru/
471	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1050	124460, г. Москва, Зеленоград, корп. 1128	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	532-25-43	http://schzg1050.mskobr.ru
472	Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 688	105275, г.Москва, Соколиной горы 8-я ул., д.5 А	Бюджетное	Общеобразовательное учреждение	Средняя общеобразовательная школа	(495) 365-17-81; (495) 365-16-81; (495) 365-49-76	http://school-688.ru
