№ строки	Название	Адрес	Организационно-правовая форма	Тип учреждения	Вид учреждения	Номер телефона секретаря	Сайт
199	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 891	127486, г. Москва, Дмитровское шоссе, дом 93, к.3	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 489-15-65; (499) 487-06-10	http://www.vshkole.info
200	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1965	127411, г. Москва, улица Учинская дом 4	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 778-17-95; (495) 972-16-71	http://www.ds1965.mskobr.ru
201	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 632	127247, г. Москва, Дмитровское шоссе, дом 88	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 488-20-95	http:// www.dskv632.mskobr.ru
202	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1351	127253, г.Москва, ул. Псковская, д.10, к.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 209-31-92	http://www.dskv1351.mskobr.ru
203	Государственное бюджетное образовательное учреждение города Москвы детский сад № 642	127474, г. Москва, улица Дубнинская, дом 51	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 487-30-23; (495) 488-00-85	http://souo-mos.ru/dskv642.mskobr.ru
204	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 690	125502, г. Москва, ул. Фестивальная, дом 61 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	455-74-19	http://dskv690.mskobr.ru/
205	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1446	127322, г. Москва, ул. Яблочкова, дом 41, корпус 4	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	610-29-71	http://www.dskv1446.mskobr.ru
206	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1848	129347, город Москва, улица Палехская, дом 135	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 182-13-47	http://www.dskvp1848.mskobr.ru
207	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 582	119501, г.Москвы, ул. Веерная, д. 34, корп. 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	441-10-61	http://dskv582.mskzapad.ru
208	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 675	119571, г.Москва, ул. 26 Бакинских комиссаров, д. 3, корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	433-87-01	http://dskv675.mskzapad.ru
209	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 227	105318, г. Москва, ул. Мироновская, д. 9	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 369-32-02	http://www.dskv227vao.mskobr.ru
210	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 527	111397,Москва,ул. Утренняя, д.5	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 368-51-24	http://527ds.wmsite.ru/
211	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 585	105523, г. Москва, Щелковское шоссе, д. 90Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 748-84-96; (499) 748-84-98; (499) 781-89-91	http://dsvk585.mskobr.ru
212	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1157	107497, г. Москва, ул. Чусовская, д.6	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 468-81-65; (495) 468-95-79	http://www.1157.caduk.ru
213	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №1290	111396, Москва, улица Фрязевская, д.11 а	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	302-34-74	http://www.dskv1290.mskobr.ru
214	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1324	107589, г. Москва, ул.Алтайская, д.34 а	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 469-13-21	http://www.dskv1324.mskobr.ru
215	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1747	107065, Москва, ул.Уссурийская, д.8 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 469-27-03; (495) 469-36-01	http://dskv1747.mskobr.ru
216	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1761	111531, г. Москва, шоссе Энтузиастов,  д. 96 Б, стр. 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	300-12-77	http://www.dskv1761.mskobr.ru
217	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1812	107392, г. Москва, Зельев переулок, д.3 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 162-00-87	http://dskvp1812.mskobr.ru
218	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1957	107143,Москва, Открытое шоссе, д. 31 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	167-64-00	http://www.dskv1957.mskobr.ru
219	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2250	105484, г.Москва, Сиреневый бул., д.69А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 468-82-20; (495) 468-00-16	http://www.detsad2250.ru
220	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2565	105122, г. Москва, ул.3-я Парковая , д.61А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 748-27-10	http://www.ds55.mskobr.ru
221	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1500	123007, г. Москва, Хорошевское шоссе, дом 54	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	941-45-69	http://souo-mos.ru
222	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1598	125130, г. Москва, улица Зои и Александра Космодемьянских, дом 18, корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 156-42-35	http://dskv1598.mskobr.ru
223	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1806	125499, г. Москва, Кронштадтский бульвар, дом 43б	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	454-24-11	http://dskv1806/mskobr/ru
224	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1985	125319, г. Москва, ул. Академика Ильюшина, д. 16	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 152-08-62; (499) 152-04-55	
225	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 997	129347, г. Москва, ул. Холмогорская, д. 5, стр. 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	182-19-47	http://detsad997@mail.ru
226	Государственное  бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 452	105094 г.Москва, Госпитальный вал, д.3, к.1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 360-53-14	http://www.gou452.ru
227	Государственное бюджетное образовательное учреждение города Москвы  детский сад комбинированного вида № 1880	119620 г.Москва, ул. Щорса, д. 4, корп. 4	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 439-30-94	http://dskv1880.umihost.info
228	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1192	127473 Москва, Самотечная улица, дом 17а	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 684-40-54; (495) 681-33-41	http://www.dskv1192.mskobr.ru
229	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2104	127591, г. Москва, ул. 800-летия Москвы, дом 28, корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	900-02-09	http://dskv2104.mskobr.ru
230	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1497	127006 Москва, ул. Фадеева, дом 2, строение 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 973-56-82	http://www.ds1497.mskobr.ru
231	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида  № 1982	105064 г. Москва, Малый Демидовский пер., дом 3 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 265-21-01	http://www.ds1982.mskobr.ru
232	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 669	119121 г.Москва, 7-ой Ростовский пер.,д.16	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	248-17-75	http://www.dskvp669.mskobr.ru
233	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 233	117393, г. Москва, улица Гарибальди, д. 28 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	128-69-33	http://detsad233.ru
234	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2421	117041, г.Москва, ул. Бартеневская, дом 57, корп.3	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	714-06-90	http://ds2421.ru
235	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2483	117342, г.Москва, улица Островитянова, дом 53, корпус 5	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	420-90-01	http://ds2483.msk.ru
236	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 558	105215, г. Москва, ул. 11-я Парковая, дом 48 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	464-18-72	http://www.dskv558.mskobr.ru
237	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1402	107497, г. Москва, Щелковское шоссе, д. 91	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	469-85-85	http://www.dskv1402.mskobr.ru
238	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1808	107392, г. Москва,  Большая  Черкизовская ул.,  д. 11, корп. 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 161-12-63	http://1808ds.ru
239	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 283	105484,г. Москва, 13-я Парковая ул.,д.30	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 468-70-16; (495) 468-54-28	http://dskv283mskobr.ru
240	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1430	119607, г.Москва, ул. Удальцова, д. 87	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	932-43-00	http://www.dskv1430.mskzapad.ru
241	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 105	123154, г. Москва, ул. Маршала Тухачевского, д. 39, к.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 199-47-15	http://www.dskv67.mskobr.ru
242	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 848	125481, г. Москва, ул. Фомичевой, д. 12, корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	497-58-98	http://www.dskv848.mskobr.ru
243	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2264	125430, г. Москва, Пятницкое шоссе, дом 29, корпус 4	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	751-73-41	http://www.dskv2264.mskobr.ru
244	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2510	125466, г. Москва, Новокуркинское шоссе, д. 51	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 501-27-28; (499) 501-27-37	http://www.dskv2510.mskobr.ru
245	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 44	127591, г. Москва, улица Дубнинская, дом 34, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	485-98-35	http://souo-mos.ru
246	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 287	127434, г. Москва, Дмитровское шоссе, дом 15, корп. 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	977-16-10	http://souo-mos.ru/
247	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 311	125040, г. Москва, ул. Верхняя, д. 10	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 257-00-18	http://dssk311.mskobr.ru
248	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 5	127322, город Москва, улица Фонвизина, дом  14 корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 610-13-85; (495) 610-19-28	http://www.ds5.mskobr.ru
249	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 122	129323, г. Москва, проезд Русанова, дом 9, корус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 180-55-35	http://www.dskv227.mskobr.ru
250	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 187	125167, г. Москва, улица Степана Супруна, дом 12. корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 612-62-72	http://souo-mos.ru/
251	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 832	127322, г.Москва, ул. Милашенкова, д.10 Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 639-11-00; (495) 639-13-33; (495) 639-76-74	http://www.dskv832.mskobr.ru
252	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1120	129327, город Москва, улица Менжинского, дом 21, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	471-26-04	http://www.dskv1120.mskobr.ru
253	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1132	129075, город Москва, улица Аргуновская, дом 12, корпус 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 615-64-24	http://www.dskv1132.mskobr.ru
254	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1698	119620, г.Москва, ул. Волынская, д. 6	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 934-86-22	http://www.http://dskv1698.mskzapad.ru/.ru
255	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1178	127572, город Москва, Алтуфьевское шоссе, дом 95, корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	400-69-49	http://www.dskv1178.mskobr.ru
256	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1193	127549, г.Москва, Алтуфьевское шоссе, д.64 Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 902-40-00; (499) 902-46-88	http://www.dskv1193.mskobr.ru
257	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1782	127549, г.Москва, Алтуфьевское шоссе, д.60 Г	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	901-52-10	http://www.dskv1782.mskobr.ru
258	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1867	127081 город Москва Ясный проезд дом 10, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	477-43-62	http://dskv1867.mskobr.ru
259	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 253	127486, г. Москва, улица Дегунинская, дом 24	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	905-82-77	http://souo-mos.ru/
260	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №1989	127282 город Москва, улица Тихомирова, дом 13 корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 478-11-09; (499) 476-25-89	http://www.dskv1989.mskobr.ru
261	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2035	129224 город Москва, проезд Дежнёва, дом 25, корпус 5	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	186-54-44	http://www.dskv2035.mskobr.ru
262	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2379	129346, г.Москва, ул. Норильская, д. 6, корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	474-29-04	http://www.dskv2379.mskobr.ru
263	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2532	127253, город Москва, улица Псковская, дом 7, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	501-13-03	http://www.dskv2532.mskobr.ru
264	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 58	129337, город Москва, Ярославское шоссе, дом 8, корпус 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 183-08-92	http://dskvp58.mskobr.ru/users
265	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1321	127576, город Москва, Новгородская улица, дом 9	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 200-05-52	http://dskvp1321.mskobr.ru
266	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 966	127550, г. Москва, Дмитровское шоссе, дом 37А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	976-58-49	http://souo-mos.ru/
267	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 635	111555, г.Москва, Напольный проезд, дом 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 305-87-03; (495) 305-86-98	http://www.dskv635.mskobr.ru
268	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №1224	107241, г.Москва, ул.Амурская, дом 64 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 462-45-46	http://www.dskv1224.mskobr.ru
269	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1337	107014, Москва, ул.Русаковская, д.18/20	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 264-13-04; (499) 264-05-87	http://dskv1337.mskobr.ru/
270	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1654	107589, Москва, Байкальская ул., д.49 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 467-62-73	http://www.dskvp1654.mskobr.ru
271	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2052	111673, Москва, ул. Суздальская, д.18А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	702-01-11	http://www.dskv2052.mskobr.ru
272	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида №2198	107113, г. Москва, Поперечный просек д. 1А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 269-89-82; (499) 264-01-21	http://dskv2198.mskobr.ru
273	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2229	111531,г. Москва, улица Саянская, д.13 а	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	300-47-01	http://www.dskv2229.mskobr.ru
274	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 810	121552 г. Москва, ул. Ельнинская, д. 7, корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 141-72-23	http://dskv810.mskzapad.ru
275	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2299	105064, г. Москва, Хомутовский тупик, д. 6, стр. 5	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 608-31-10; (495) 607-12-23	http://ds2299.mskobr.ru/
276	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1565	119607 г. Москва, ул. Раменки, д.13, корп.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 931-04-12; (495) 932-04-44; (495) 931-16-85; (495) 932-71-11; (495) 932-67-00; (495) 932-84-85	http://www.dskv1565.mskzapad.ru
277	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 290	127276, город Москва, улица Академика Комарова, дом 3,корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 619-84-94; (495) 618-26-76; (495) 618-26-79; (495) 618-19-68	http://www.dskv290.umihost.info
278	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 610	127204, город Москва, улица 3-я Северная линия, дом 15	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 767-86-45; (499) 767-86-44	http://www.dskv610.mskobr.ru
279	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 965	127490, город .Москва, улица Декабристов, дом 35 б	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	403-08-09	http://www.dskv965.mskobr.ru
280	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1001	127349, город Москва, улица Лескова, дом  5 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	407-20-88	http://www.dskv1001.mskobr.ru
281	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2495	109559, Москва, ул. Новороссийская, д.30, корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	359-33-23	http://dskuv2495.mskobr.ru
282	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1746	109387, Москва, проспект 40 лет Октября, дом 4, корп.3	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 350-55-55; (495) 350-56-43	
283	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1524	127562, г. Москва, Алтуфьевское ш., д. 24 Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 201-39-00; (499) 745-50-94; (499) 201-80-48	http://www.dskv1524.mskobr.ru
284	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 935	115569 г.Москва, ул.Шипиловская, д.10, к.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	391-06-00	http://dou935.edusit.ru/
285	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1663	115408 г. Москва, ул. Братеевская, д.35, к.1	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 341-95-38; (495) 342-22-54	http://dou1663.edusite.ru
286	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1672	115432 г. Москва. Кожуховский 2-й пр. д.15,к.4	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	679-55-91	http://dou1672.edusite.ru
287	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 2372	117535 г.Москва, ул.Дорожная, д.22б	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 382-24-04	http://vshkole.info/school / list/ 88
288	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 513	124527, г. Москва, Зеленоград, корп.827	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 710-03-10	http://d513.zouo.ru
289	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 428	115580 г. Москва ул. Шипиловская,58,к.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 396-34-09	http://sad1174.ru
290	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 741	117543 г.Москва,ул. Дорожная,д.26,к.3	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(495) 382-73-54; (495) 381-19-18	http://mydou.ru
291	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 1551	111396,г.Москва, улица Союзный проспект, д.7	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	301-70-37	http://www.dskvp1551.mskobr.ru
292	Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида № 510	115114 г. Москва, 3-й Павелецкий пр.,7А	Бюджетное	Дошкольное образовательное учреждение	Детский сад комбинированного вида	(499) 235-82-71; (499) 235-82-71; (499) 235-46-24	http://www.dou510.edusite.ru/
