"0_UIDNFTN";"1_Название";"0_LABEL";"1_Адрес";"0_X";"0_Y";"0_BUI_NO_BTI";"0_CAD_NO";"0_STREET_BTI";"0_HOUSE_BTI";"0_HADD_BTI";"1_Ведомство";"1_Телефон";"1_Сайт";"1_Электронная почта";"1_Административный округ";"1_Район";"0_TIP_ZONY"
"15201";"Дворовая площадка";"Дворовая площадка";"улица Свободы, дом 1, корпус 3";"-3047,61079999991";"17453,0728999991";"22850";;;;;"Муниципалитет";"(495) 490-68-59";"pkstr.ru";;"СЗАО";"Покровское-Стрешнево";"дворовые спортивные площадки"
"15202";"Дворовая площадка";"Дворовая площадка";"улица Свободы, дом 40, корпус 1";"-2585,24179999996";"19888,3926999997";"22886";;;;;"Муниципалитет";"(495) 949-48-09";"u-tushino.ru";;"СЗАО";"Южное Тушино";"дворовые спортивные площадки"
"15203";"Дворовая площадка";"Дворовая площадка";"улица Свободы, дом 51, корпус 1";"-2954,55310000014";"20249,2929999996";"22897";;;;;"Муниципалитет";"(495) 949-48-09";"u-tushino.ru";;"СЗАО";"Южное Тушино";"дворовые спортивные площадки"
"15204";"Дворовая площадка";"Дворовая площадка";"улица Свободы, дом 61, корпус 2";"-3010,40950000007";"20857,4658000004";"22901";;;;;"Муниципалитет";"(495) 949-75-49";"severnoetushino.ru";"mst_moskva@mail.ru";"СЗАО";"Северное Тушино";"открытые ледовые катки на месте спортивных площадок (сезонные)"
"15205";"Дворовая площадка";"Дворовая площадка";"улица Свободы, дом 67, корпус 4";"-3231,62409999967";"21060,6026000008";"22908";;;;;"Муниципалитет";"(495) 949-75-49";"severnoetushino.ru";"mst_moskva@mail.ru";"СЗАО";"Северное Тушино";"дворовые спортивные площадки"
"14619";"Дворовая площадка";"Дворовая площадка";"улица Лескова, дом 20";"6848,17949999962";"25600,0030000005";"13035";;;;;"Муниципалитет";"(499) 745-33-43";"bibirevomo.ru";"bibirevo_mo@lianet.ru";"СВАО ";"Бибирево";"дворовые спортивные площадки"
"14621";"Дворовая площадка";"Дворовая площадка";"улица Лестева, дом 20";"7030,70440000016";"5333,90310000069";"13084";;;;;"Муниципалитет";"(495) 633-97-48";"danilovskoe.org";"Sodnl@uao.mos.ru";"ЮАО";"Даниловский";"дворовые спортивные площадки"
"15251";"Дворовая площадка";"Дворовая площадка";"улица Скульптора Мухиной, дом 8/2";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 733-06-45";"np-mos.ru";"mun-np@mail.ru";"ЗАО";"Ново-Переделкино";"дворовые спортивные площадки"
"15252";"Дворовая площадка";"Дворовая площадка";"улица Смольная, дом 11";"9,5476000001654";"19937,5741000008";"23994";;;;;"Муниципалитет";"(495) 456-06-81 (499) 747-05-27            ";"nashe-golovino.ru";;"САО";"Головинский";"дворовые спортивные площадки"
"17241";"Спортивный комплекс";"Спортивный комплекс";"улица Лобачевского, дом 90";"-731,671000000089";"993,000399999321";"2116883";;;;;"Федеральная";"(495) 432-05-83 (495) 432-05-19 (495) 432-33-81";;;"ЗАО";"Проспект Вернадского";"ВУЗ"
"17242";"Спортивный комплекс ""Вдохновение""";"Спортивный комплекс ""Вдохновение""";"улица Новорогожская, дом 25, строение 4";"12033,0845999997";"8318,09769999981";"4306110";;;;;"Департамент физической культуры и спорта города Москвы";"(495) 670-21-70";;;"ЦАО";"Таганский";"крытые сооружения с искусственным льдом"
"17243";"Спортивный комплекс ""Динамо""";"Спортивный комплекс ""Динамо""";"Ленинградский проспект, дом 36";"3927,84619999956";"13804,9586999994";"2117313";;;;;"Федеральная";"(499) 157-47-89";"sk-dinamo.ru";;"САО";"Аэропорт";"физкультурно-оздоровительные комплексы"
"15589";"Дворовая площадка";"Дворовая площадка";"Федеративный проспект, дом 7, корпус 2";"18990,0405000001";"10162,3662999999";"27070";;;;;"Муниципалитет";"(495) 303-86-00";"perovo-moscow.ru";;"ВАО";"Перово";"открытые ледовые катки на месте спортивных площадок (сезонные)"
"15590";"Дворовая площадка";"Дворовая площадка";"Федеративный проспект, дом 9, корпус 1";"19056,2764999997";"10057,5183000006";"27075";;;;;"Муниципалитет";"(495) 303-86-00";"perovo-moscow.ru";;"ВАО";"Перово";"открытые ледовые катки на месте спортивных площадок (сезонные)"
"15594";"Дворовая площадка";"Дворовая площадка";"Ферганский проезд, дом 11, корпус 2";"20265,5126";"3023,86150000058";"27227";;;;;"Муниципалитет";"(495) 657-60-59";"vihyno.org";;"ЮВАО";"Выхино-Жулебино";"открытые ледовые катки на месте спортивных площадок (сезонные)"
"15595";"Дворовая площадка";"Дворовая площадка";"Ферганский проезд, дом 12";"20200,4014999997";"3182,28109999932";"27231";;;;;"Муниципалитет";"(495) 657-60-59";"vihyno.org";;"ЮВАО";"Выхино-Жулебино";"дворовые спортивные площадки"
"17398";"Теннисный корт";"Теннисный корт";"Зеленоград, улица Летчика Полагушина, лесной массив между 12 и 4 микрорайонами";"3996,22070000041";"16421,4432999995";;;;;;"Муниципалитет";"(499) 710-02-51";"silino.ru";;"ЗелАО  ";"Силино";"дворовые спортивные площадки"
"17399";"Теннисный клуб ""Наука""";"Теннисный клуб ""Наука""";"улица Большая Академическая, дом 38";"2309,7324000001";"18428,9174000006";"2133891";;;;;"Федеральная";"(495) 772-38-42";;;"САО";"Тимирязевский";"ВУЗ"
"17400";"Теннисный клуб ""Про-тур""";"Теннисный клуб ""Про-тур""";"улица Лобачевского, владение 120 А";"-1377,18719999958";"3373,21089999937";"3102888";;;;;"частная";"(495) 971-03-45";;;"ЗАО";"Раменки";"физкультурно-оздоровительные комплексы"
"17401";"Теннисный клуб ""СпортВенчер Москва""";"Теннисный клуб ""СпортВенчер Москва""";"Краснопресненская набережная, дом 14, строение 1";"3042,67850000039";"9123,73420000076";"4305073";;;;;"частная";"(499) 259-51-65 (495) 259-70-48 факс";;;"ЦАО";"Пресненский";"плоскостные спортивные сооружения"
"17402";"Теннисный корт";"Теннисный корт";"Зеленоград, улица Летчика Полагушина, лесной массив между 12 и 4 микрорайонами";"3996,22070000041";"16421,4432999995";;;;;;"Муниципалитет";"(499) 710-02-51";"silino.ru";;"ЗелАО  ";"Силино";"дворовые спортивные площадки"
"17403";"Теннисный корт";"Теннисный корт";"улица 3-й Лучевой просек";"3996,22070000041";"16421,4432999995";;;;;;"Департамент культуры города Москвы";;;;"ВАО";"Сокольники";"плоскостные спортивные сооружения"
"17404";"Теннисный корт";"Теннисный корт";"улица Люблинская, дом 53";"15036,3855999997";"2537,10290000029";"2129672";;;;;"Департамент культуры города Москвы";;;;"ЮВАО";"Марьино";"плоскостные спортивные сооружения"
"15331";"Дворовая площадка";"Дворовая площадка";"улица Сумская, дом 6, корпус 4";"6698,04989999998";"-4503,78920000046";"79021";;;;;"Муниципалитет";"(495) 319-22-02";"ch-sever.ru";;"ЮАО";"Чертаново Северное";"дворовые спортивные площадки"
"14546";"Дворовая площадка";"Дворовая площадка";"улица Краснодарская, дом 32";"16194,3136999998";"1193,75439999998";"11527";;;;;"Муниципалитет";"(495) 654-23-80";;;"ЮВАО";"Люблино";"дворовые спортивные площадки"
"14547";"Дворовая площадка";"Дворовая площадка";"улица Краснодарская, дом 35";"16297,25";"1228,58060000092";"11530";;;;;"Муниципалитет";"(495) 654-23-80";;;"ЮВАО";"Люблино";"дворовые спортивные площадки"
"14548";"Дворовая площадка";"Дворовая площадка";"улица Краснодарская, дом 38/20";"16368,8745999997";"1142,14430000074";"67474";;;;;"Муниципалитет";"(495) 654-23-80";;;"ЮВАО";"Люблино";"дворовые спортивные площадки"
"14549";"Дворовая площадка";"Дворовая площадка";"улица Краснодарская, дом 52";"17014,8312999997";"935,965500000864";"11541";;;;;"Муниципалитет";"(495) 654-23-80";;;"ЮВАО";"Люблино";"дворовые спортивные площадки"
"14550";"Дворовая площадка";"Дворовая площадка";"улица Краснодарская, дом 57";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 654-23-80";;;"ЮВАО";"Люблино";"дворовые спортивные площадки"
"14551";"Дворовая площадка";"Дворовая площадка";"улица Краснодарская, дом 60";"17159,8724999996";"726,756599999964";"11547";;;;;"Муниципалитет";"(495) 654-23-80";;;"ЮВАО";"Люблино";"дворовые спортивные площадки"
"14552";"Дворовая площадка";"Дворовая площадка";"улица Краснодарская, дом 72, корпус 3";"17672,0807999996";"168,789499999955";"67601";;;;;"Муниципалитет";"(495) 654-23-80";;;"ЮВАО";"Люблино";"дворовые спортивные площадки"
"14553";"Дворовая площадка";"Дворовая площадка";"улица Краснодонская, дом 14";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 654-23-80";;;"ЮВАО";"Люблино";"дворовые спортивные площадки"
"14554";"Дворовая площадка";"Дворовая площадка";"улица Краснодонская, дом 27";"15820,1676000003";"1086,44590000063";"11583";;;;;"Муниципалитет";"(495) 654-23-80";;;"ЮВАО";"Люблино";"дворовые спортивные площадки"
"14555";"Дворовая площадка";"Дворовая площадка";"улица Краснодонская, дом 34/2";"15675,0130000003";"342,661299999803";"11585";;;;;"Муниципалитет";"(495) 654-23-80";;;"ЮВАО";"Люблино";"дворовые спортивные площадки"
"14556";"Дворовая площадка";"Дворовая площадка";"улица Краснодонская, дом 53";"15853,2515000002";"321,936300000176";"11592";;;;;"Муниципалитет";"(495) 654-23-80";;;"ЮВАО";"Люблино";"дворовые спортивные площадки"
"14557";"Дворовая площадка";"Дворовая площадка";"улица Красноказарменная, дом 9";"12626,1887999997";"10215,9755000006";"2708152";;;;;"Муниципалитет";"(495) 361-30-71 (495) 361-17-84";"lefmun.ru";;"ЮВАО";"Лефортово";"дворовые спортивные площадки"
"14752";"Дворовая площадка";"Дворовая площадка";"улица Менжинского, дом 26, корпус 2";"10824,7856000001";"22554,1094000004";"14192";;;;;"Муниципалитет";"(495) 471-57-39";"babush.ru";"info@babush.ru";"СВАО";"Бабушкинский";"дворовые спортивные площадки"
"14753";"Дворовая площадка";"Дворовая площадка";"улица Менжинского, дом 38, корпус 2";"10177,9177000001";"22723,4660999998";"14201";;;;;"Муниципалитет";"(495) 471-57-39";"babush.ru";"info@babush.ru";"СВАО";"Бабушкинский";"дворовые спортивные площадки"
"14754";"Дворовая площадка";"Дворовая площадка";"улица Металлургов, дом 19";"18087,6141999997";"10240,2064999994";"14232";;;;;"Муниципалитет";"(495) 303-86-00";"perovo-moscow.ru";;"ВАО";"Перово";"дворовые спортивные площадки"
"17183";"Спортивный клуб";"Спортивный клуб";"улица Волынская, дом 12";"-5470,96239999961";"-2723,21759999916";"81687";;;;;"Муниципалитет";;;;"ЗАО";"Солнцево";"физкультурно-оздоровительные комплексы"
"17184";"Спортивный клуб";"Спортивный клуб";"улица Маршала Неделина, дом 34, корпус 1";"-4911,22329999972";"6506,1174999997";"15958";;;;;"Муниципалитет";;;;"ЗАО";"Можайский";"спортивные залы"
"15536";"Дворовая площадка";"Дворовая площадка";"улица Элеваторная, дом 4";"9910,20990000013";"-7312,70350000076";"30063";;;;;"Муниципалитет";;;;"ЮАО";"Бирюлёво Восточное";"дворовые спортивные площадки"
"15537";"Дворовая площадка";"Дворовая площадка";"улица Элеваторная, дом 8";"10140,8497000001";"-7320,37289999984";"30067";;;;;"Муниципалитет";;;;"ЮАО";"Бирюлёво Восточное";"дворовые спортивные площадки"
"15538";"Дворовая площадка";"Дворовая площадка";"улица Электрозаводская, дом 32";"13162,7504000003";"13787,7873";"30076";;;;;"Муниципалитет";;;;"ВАО";"Преображенское";"дворовые спортивные площадки"
"15539";"Дворовая площадка";"Дворовая площадка";"улица Энергетическая, дом 16, корпус 2";"13324,8750999998";"10083,3131000008";"30117";;;;;"Муниципалитет";"(495) 361-30-71 (495) 361-17-84";"lefmun.ru";;"ЮВАО";"Лефортово";"дворовые спортивные площадки"
"17247";"Спортивный комплекс ""Трудовые резервы""";"Спортивный комплекс ""Трудовые резервы""";"улица 11-я Парковая, дом 49";"19180,9826999996";"15475,0506999996";"2105485";;;;;"Департамент физической культуры и спорта города Москвы";"(495) 463-54-66";;;"ВАО";"Северное Измайлово";"физкультурно-оздоровительные комплексы"
"17248";"Спортивный комплекс ""Чертаново""";"Спортивный комплекс ""Чертаново""";"микрорайон Северное Чертаново, корпус 806";"6080,62650000025";"-3485,1015000008";"2108516";;;;;"Департамент физической культуры и спорта города Москвы";"(495) 318-13-21 (495) 318-34-51";;;"ЮАО";"Чертаново Северное";"физкультурно-оздоровительные комплексы"
"17249";"Спортивный комплекс ГОУ ДОДСН СДЮСШОР №73 ""Виктория""";"Спортивный комплекс ГОУ ДОДСН СДЮСШОР №73 ""Виктория""";"улица Алабяна, дом 13, корпус 1";"462,867999999784";"14795,0660999995";"340215";;;;;"Департамент физической культуры и спорта города Москвы";"(499) 195-99-95";;"sdushor73@rambler.ru";"САО";"Сокол";"центры дополнительного образования"
"17251";"спортивный комплекс им. Э.А.Стрельцова";"спортивный комплекс им. Э.А.Стрельцова";"улица Восточная, владение 4А";"9933,10489999969";"5600,81909999996";"3802021";;;;;"частная";"(495) 675-39-07";;;"ЮАО";"Даниловский";"физкультурно-оздоровительные комплексы"
"17252";"Спортивный комплекс Московского института стали и сплавов";"Спортивный комплекс Московского института стали и сплавов";"улица Профсоюзная, дом 83Б";"2026,61529999971";"-2486,29399999976";"2800200";;;;;"Федеральная";"(495) 333-01-02 (495) 333-52-96";"msisa.ru";"nfo@msisa.ru";"ЮЗАО";"Коньково";"ВУЗ"
"17253";"Спортивный комплекс РГАУ -  МСХА имени Александра  Тимирязева";"Спортивный комплекс РГАУ -  МСХА имени Александра  Тимирязева";"Лиственничная аллея, дом 12";"4163,25860000029";"18772,5076000001";"13152";;;;;"Федеральная";"(495) 976-20-53";"timacad.ru";"info@timacad.ru";"САО";"Тимирязевский";"ВУЗ"
"17254";"Спортивный комплекс РГАУ - МСХА имени корпус Александра  Тимирязева";"Спортивный комплекс РГАУ - МСХА имени корпус Александра  Тимирязева";"Лиственничная аллея, дом 12";"4163,25860000029";"18772,5076000001";"13152";;;;;"Федеральная";"(495) 976-20-53";"timacad.ru";"info@timacad.ru";"САО";"Тимирязевский";"ВУЗ"
"15253";"Дворовая площадка";"Дворовая площадка";"улица Смольная, дом 19, корпус 5";"-125,123399999924";"20092,0954";"24001";;;;;"Муниципалитет";"(495) 456-06-81 (499) 747-05-27            ";"nashe-golovino.ru";;"САО";"Головинский";"дворовые спортивные площадки"
"15254";"Дворовая площадка";"Дворовая площадка";"улица Смольная, дом 59, корпус 2";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 456-01-01";"lev.sao.mos.ru";;"САО";"Левобережный";"дворовые спортивные площадки"
"15255";"Дворовая площадка";"Дворовая площадка";"улица Смольная, дома 39-47";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 456-01-01";"lev.sao.mos.ru";;"САО";"Левобережный";"дворовые спортивные площадки"
"15256";"Дворовая площадка";"Дворовая площадка";"улица Снежная дом 14, корпус 1";"9158,99450000003";"20406,1002999991";"24056";;;;;"Муниципалитет";"(495) 471-40-13";"vmosviblovo.ru";;"СВАО";"Свиблово";"дворовые спортивные площадки"
"15257";"Дворовая площадка";"Дворовая площадка";"улица Советская, дом 11";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";;;;"ЗАО";"Кунцево";"дворовые спортивные площадки"
"15259";"Дворовая площадка";"Дворовая площадка";"улица Совхозная улица, дом 16, корпус 1";"16801,5454000002";"1377,90289999917";"24103";;;;;"Муниципалитет";"(495) 654-23-80";;;"ЮВАО";"Люблино";"дворовые спортивные площадки"
"15260";"Дворовая площадка";"Дворовая площадка";"улица Совхозная, дом 10, корпус 1";"16013,7610999998";"474,855900000781";"67562";;;;;"Муниципалитет";"(495) 654-23-80";;;"ЮВАО";"Люблино";"дворовые спортивные площадки"
"15261";"Дворовая площадка";"Дворовая площадка";"улица Совхозная, дом 18, корпус 2";"16806,7144999998";"1451,01960000023";"24105";;;;;"Муниципалитет";"(495) 654-23-80";;;"ЮВАО";"Люблино";"дворовые спортивные площадки"
"15262";"Дворовая площадка";"Дворовая площадка";"улица Совхозная, дом 3";"15418,7077000001";"337,428799999878";"24093";;;;;"Муниципалитет";"(495) 654-23-80";;;"ЮВАО";"Люблино";"дворовые спортивные площадки"
"15263";"Дворовая площадка";"Дворовая площадка";"улица Совхозная, дом 4/3";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 654-23-80";;;"ЮВАО";"Люблино";"дворовые спортивные площадки"
"15264";"Дворовая площадка";"Дворовая площадка";"улица Соколово-Мещерская, дом 26, корпус 1";"-6870,40079999994";"26142,3500999995";"73941";;;;;"Муниципалитет";"(495) 648-02-69";"kurkino-vmo.ru";"munkurkino@mail.ru";"СЗАО";"Куркино";"дворовые спортивные площадки"
"15265";"Дворовая площадка";"Дворовая площадка";"улица Соколово-Мещерская, дом 36";"-6902,20349999983";"26578,4696999993";"330055";;;;;"Муниципалитет";"(495) 648-02-69";"kurkino-vmo.ru";"munkurkino@mail.ru";"СЗАО";"Куркино";"дворовые спортивные площадки"
"15266";"Дворовая площадка";"Дворовая площадка";"улица Соколово-Мещерская, дом 4";"-6962,12260000035";"25102,3456999995";"330006";;;;;"Муниципалитет";"(495) 648-02-69";"kurkino-vmo.ru";"munkurkino@mail.ru";"СЗАО";"Куркино";"дворовые спортивные площадки"
"15376";"Дворовая площадка";"Дворовая площадка";"улица Трофимова, дом 15А";"10914,6174999997";"4140,26300000027";"2124706";;;;;"Муниципалитет";"(495) 679-24-75";;;"ЮВАО";"Южнопортовый";"открытые ледовые катки на месте спортивных площадок (сезонные)"
"15377";"Дворовая площадка";"Дворовая площадка";"улица Трофимова, дом 2/1";"10242,9833000004";"4017,6501000002";"78103";;;;;"Муниципалитет";"(495) 633-97-48";"danilovskoe.org";"Sodnl@uao.mos.ru";"ЮАО";"Даниловский";"дворовые спортивные площадки"
"17405";"Теннисный корт";"Теннисный корт";"улица 1-й Лучевой просек";"3996,22070000041";"16421,4432999995";;;;;;"Департамент культуры города Москвы";;;;"ВАО";"Сокольники";"плоскостные спортивные сооружения"
"17420";"Тренажерный зал ""КОРОНА""";"Тренажерный зал ""КОРОНА""";"улица Генерала Белобородова, дом 16, корпус 1";"-8913,10020000022";"18689,5387999993";"3300905";;;;;"частная";"(495) 794-18-80";;;"СЗАО";"Митино";"физкультурно-оздоровительные комплексы"
"17438";"Универсальная площадка";"Универсальная площадка";"улица Угличская, дом 13";"4316,50949999969";"25978,0813999996";"2308326";;;;;"Департамент культуры города Москвы";;;;"СВАО";"Лианозово";"плоскостные спортивные сооружения"
"14755";"Дворовая площадка";"Дворовая площадка";"улица Металлургов, дом 30";"18469,3887";"10266,1696000006";"14248";;;;;"Муниципалитет";"(495) 303-86-00";"perovo-moscow.ru";;"ВАО";"Перово";"открытые ледовые катки на месте спортивных площадок (сезонные)"
"14607";"Дворовая площадка";"Дворовая площадка";"улица Лебедянская, дом 24, корпус 2";"11839,9282";"-9230,84840000048";"2122965";;;;;"Муниципалитет";;;;"ЮАО";"Бирюлёво Восточное";"дворовые спортивные площадки"
"14608";"Дворовая площадка";"Дворовая площадка";"улица Лебедянская, дом 32";"12297,2467999998";"-9206,66169999912";"78215";;;;;"Муниципалитет";;;;"ЮАО";"Бирюлёво Восточное";"дворовые спортивные площадки"
"14609";"Дворовая площадка";"Дворовая площадка";"улица Лебедянская, дом 36";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";;;;"ЮАО";"Бирюлёво Восточное";"дворовые спортивные площадки"
"14610";"Дворовая площадка";"Дворовая площадка";"улица Лебедянская, дом 4";"10377,1672";"-9009,9375";"12579";;;;;"Муниципалитет";;;;"ЮАО";"Бирюлёво Восточное";"дворовые спортивные площадки"
"14611";"Дворовая площадка";"Дворовая площадка";"улица Ленинская Слобода, дом 4/10";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 633-97-48";"danilovskoe.org";"Sodnl@uao.mos.ru";"ЮАО";"Даниловский";"дворовые спортивные площадки"
"14612";"Дворовая площадка";"Дворовая площадка";"улица Ленская, дом 21";"10033,0203";"22280,0371000003";"13012";;;;;"Муниципалитет";"(495) 471-57-39";"babush.ru";"info@babush.ru";"СВАО";"Бабушкинский";"дворовые спортивные площадки"
"14613";"Дворовая площадка";"Дворовая площадка";"улица Ленская, дом 23";"9872,23560000025";"22302,2185999993";"13013";;;;;"Муниципалитет";"(495) 471-57-39";"babush.ru";"info@babush.ru";"СВАО";"Бабушкинский";"дворовые спортивные площадки"
"14614";"Дворовая площадка";"Дворовая площадка";"улица Ленская, дом 28";"9913,51080000028";"22461,1009";"13014";;;;;"Муниципалитет";"(495) 471-57-39";"babush.ru";"info@babush.ru";"СВАО";"Бабушкинский";"дворовые спортивные площадки"
"14615";"Дворовая площадка";"Дворовая площадка";"улица Ленская, дома 14-16";"10468,0562000005";"22296,4133000001";"13008";;;;;"Муниципалитет";"(495) 471-57-39";"babush.ru";"info@babush.ru";"СВАО";"Бабушкинский";"дворовые спортивные площадки"
"14616";"Дворовая площадка";"Дворовая площадка";"улица Лескова, дом 10";"6325,29820000008";"25683,3837000001";"13024";;;;;"Муниципалитет";"(499) 745-33-11";"bibirevomo.ru";"bibirevo_mo@lianet.ru";"СВАО";"Бибирево";"дворовые спортивные площадки"
"14617";"Дворовая площадка";"Дворовая площадка";"улица Лескова, дом 11А";"6852,26699999999";"25747,9835999999";"13028";;;;;"Муниципалитет";"(499) 745-33-36";"bibirevomo.ru";"bibirevo_mo@lianet.ru";"СВАО ";"Бибирево";"дворовые спортивные площадки"
"14618";"Дворовая площадка";"Дворовая площадка";"улица Лескова, дом 17А";"7261,67609999981";"25427,0052000005";"13033";;;;;"Муниципалитет";"(499) 745-33-16";"bibirevomo.ru";"bibirevo_mo@lianet.ru";"СВАО";"Бибирево";"дворовые спортивные площадки"
"14810";"Дворовая площадка";"Дворовая площадка";"улица Мусоргского, дом 5, корпус 2";"7645,24969999958";"21898,9909000006";"51778";;;;;"Муниципалитет";"(499) 903-34-47";"m-otradnoe.ru";"mosportotr@mail.ru";"СВАО";"Отрадное";"дворовые спортивные площадки"
"14811";"Дворовая площадка";"Дворовая площадка";"улица Мусоргского, дом 5, корпус 3";"7623,23500000034";"21968,2509000003";"51777";;;;;"Муниципалитет";"(499) 903-34-47";"m-otradnoe.ru";"mosportotr@mail.ru";"СВАО";"Отрадное";"дворовые спортивные площадки"
"17258";"Спортивный оздоровительный комплекс ""ГРАНАТ""";"Спортивный оздоровительный комплекс ""ГРАНАТ""";"улица Тайнинская, дом 20";"11736,2220999999";"24004,4454999994";"25472";;;;;"Муниципалитет";"(495) 474-00-32";"sokgranat.ru";"sokgranat@mail.ru";"СВАО";"Лосиноостровский";"спортивные залы"
"17259";"Спортивный фонд молодёжи ""Рико""";"Спортивный фонд молодёжи ""Рико""";"Подкопаевский переулок, дом 9, строение 1";"9034,94570000004";"9659,55279999971";"20249";;;;;"Муниципалитет";"(495) 924-63-22 (495) 924-65-62";;;"ЦАО";"Басманный";"спортивные залы"
"17260";"Спортивный центр ""Синяя птица""";"Спортивный центр ""Синяя птица""";"улица Старокачаловская, дом 22";"5450,72339999955";"-10754,3235999998";"2900002";;;;;"Департамент образования города Москвы";"(495) 714-98-18";"sp-fit.ru";"a_tennis@mail.ru";"ЮЗАО";"Северное Бутово";"досуговые центры"
"15619";"Дворовая площадка";"Дворовая площадка";"Хвалынский бульвар, дом 3";"22278,8600000003";"3567,57840000093";"2133223";;;;;"Муниципалитет";"(495) 657-60-59";"vihyno.org";;"ЮВАО";"Выхино-Жулебино";"дворовые спортивные площадки"
"15621";"Дворовая площадка";"Дворовая площадка";"Хибинский проезд, дом 14";"11548,8488999996";"21313,0537";"27880";;;;;"Муниципалитет";"(499) 182-99-89";;;"СВАО";"Ярославский";"открытые ледовые катки на месте спортивных площадок (сезонные)"
"14725";"Дворовая площадка";"Дворовая площадка";"улица Маршала Тухачевского, дом 22, корпус 3";"-1283,62280000001";"13211,8103";"26411";;;;;"Муниципалитет";"(499) 197-61-04";"mun-hormn.ru";;"СЗАО";"Хорошево-Мневники";"дворовые спортивные площадки"
"14726";"Дворовая площадка";"Дворовая площадка";"улица Маршала Тухачевского, дом 32, корпус 2";"-1564,73919999972";"13248,7061000001";"26428";;;;;"Муниципалитет";"(499) 197-61-04";"mun-hormn.ru";;"СЗАО";"Хорошево-Мневники";"открытые ледовые катки на месте спортивных площадок (сезонные)"
"14727";"Дворовая площадка";"Дворовая площадка";"улица Маршала Тухачевского, дом 50, корпус 2";"-2272,40890000016";"13300,0074000005";"26449";;;;;"Муниципалитет";"(499) 197-61-04";"mun-hormn.ru";;"СЗАО";"Хорошево-Мневники";"дворовые спортивные площадки"
"14728";"Дворовая площадка";"Дворовая площадка";"улица Маршала Тухачевского, дома 21, корпус 1-корпус 2";"-1186,39180000033";"12880,7215";"26407";;;;;"Муниципалитет";"(499) 197-61-04";"mun-hormn.ru";;"СЗАО";"Хорошево-Мневники";"дворовые спортивные площадки"
"14729";"Дворовая площадка";"Дворовая площадка";"улица Маршала Федоренко, дом 10";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 488-99-89";;;"САО";"Западное Дегунино";"дворовые спортивные площадки"
"14730";"Дворовая площадка";"Дворовая площадка";"улица Маршала Федоренко, дом 14, корпус 4";"-530,410799999721";"24075,5151000004";"27161";;;;;"Муниципалитет";"(495) 488-99-89";;;"САО";"Западное Дегунино";"открытые ледовые катки на месте спортивных площадок (сезонные)"
"14731";"Дворовая площадка";"Дворовая площадка";"улица Мастеровая, дом 17, корпус 2";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 303-86-00";"perovo-moscow.ru";;"ВАО";"Перово";"дворовые спортивные площадки"
"14732";"Дворовая площадка";"Дворовая площадка";"улица Мастеровая, дом 26";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 303-86-00";"perovo-moscow.ru";;"ВАО";"Перово";"дворовые спортивные площадки"
"14733";"Дворовая площадка";"Дворовая площадка";"улица Мастеровая, дом 4";"16261,0493000001";"8759,77769999951";"13964";;;;;"Муниципалитет";"(495) 303-86-00";"perovo-moscow.ru";;"ВАО";"Перово";"дворовые спортивные площадки"
"15378";"Дворовая площадка";"Дворовая площадка";"улица Трофимова, дом 34";"11815,8481999999";"4043,50269999914";"26255";;;;;"Муниципалитет";"(495) 958-98-64";;;"ЮВАО";"Южнопортовый";"открытые ледовые катки на месте спортивных площадок (сезонные)"
"15379";"Дворовая площадка";"Дворовая площадка";"улица Трофимова, дом 6";"10432,1180999996";"4006,07149999961";"26218";;;;;"Муниципалитет";"(495) 633-97-48";"danilovskoe.org";"Sodnl@uao.mos.ru";"ЮАО";"Даниловский";"дворовые спортивные площадки"
"15380";"Дворовая площадка";"Дворовая площадка";"улица Трофимова, дом 9, корпус 1";"14986,8376000002";"11933,9192999993";;;;;;"Муниципалитет";"(495) 633-97-48";"danilovskoe.org";"Sodnl@uao.mos.ru";"ЮАО";"Даниловский";"дворовые спортивные площадки"
"15381";"Дворовая площадка";"Дворовая площадка";"улица Туристская, дом 2, корпус 4";"-4545,38179999962";"19881,5769999996";"26350";;;;;"Муниципалитет";"(495) 949-48-09";"u-tushino.ru";;"СЗАО";"Южное Тушино";"дворовые спортивные площадки"
"15382";"Дворовая площадка";"Дворовая площадка";"улица Тучковская, дома 7-9";"809,779299999587";"9021,11089999974";"26463";;;;;"Муниципалитет";;;;"ЗАО";"Филёвский парк";"открытые ледовые катки на месте спортивных площадок (сезонные)"
