0_udfn;1_Название;0_label;1_Адрес;0_x;0_y;0_bui_no_bti;0_cad_no;0_street_bti;0_house_bti;0_hadd_bti;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт;0_podchineni
7311;государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2290                                                                                                                                                    ;ГБОУ детский сад № 2290                                                                                                                                                                                                                                       ;124683 г. Москва, Зеленоград, корп. 1532                                                                                                                                                                                                                      ;-21234,84248;35003,12815;2134725;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад компенсирующего вида                                                                                                                                                                                                                              ;(499) 717-37-93                                                                                                                                                                                                                                               ;http://d2290.zouo.ru                                                                                                                                                                                                                                          ;Зеленоградское окружное управление образования                                                                                                                                                                                                                
7994;Государственное бюджетное образовательное учреждение города Москвы детский сад комбинированного вида  № 1026                                                                                                                                                  ;ГБОУ детский сад № 1026                                                                                                                                                                                                                                       ;127247, г. Москва, улица Софьи Ковалевской, д.4, к. 1                                                                                                                                                                                                         ;2285,275906;23584,04531;2109690;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад компенсирующего вида                                                                                                                                                                                                                              ;"(495) 484-48-22; (495) 484-23-22                                                                                                                                                                                                                              ";http://dskvp 1026.mskobr.ru                                                                                                                                                                                                                                   ;Северное окружное управление образования                                                                                                                                                                                                                      
7985;Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1592                                                                                                                                                    ;ГБОУ детский сад № 1592                                                                                                                                                                                                                                       ;127572, г.Москва, ул. Угличская, дом 14                                                                                                                                                                                                                       ;4416,02566;26221,33369;2108931;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад компенсирующего вида                                                                                                                                                                                                                              ;"(499) 908-89-55; (499) 908-60-50                                                                                                                                                                                                                              ";http://www.dskvp1592.mskobr.ru                                                                                                                                                                                                                                ;Северо-Восточное окружное управление образования                                                                                                                                                                                                              
8016;Государственное бюджетное образовательное учреждение города Москвы  детский сад комбинированного вида №  1386                                                                                                                                                 ;ГБОУ детский сад № 1386                                                                                                                                                                                                                                       ;125080, г. Москва, Светлый проезд, д. 4 а                                                                                                                                                                                                                     ;-293,15485;16331,16782;3407314;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад компенсирующего вида                                                                                                                                                                                                                              ;"(495) 653-18-01; (495) 653-18-21; (499) 158-24-22                                                                                                                                                                                                             ";http://dskvp1386.mskobr.ru                                                                                                                                                                                                                                    ;Северное окружное управление образования                                                                                                                                                                                                                      
8129;Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 802                                                                                                                                                     ;ГБОУ детский сад № 802                                                                                                                                                                                                                                        ;109004 г. Москва, Николоямской пер., д.3 А, кор. 2                                                                                                                                                                                                            ;10058,52757;9191,495737;16210;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад компенсирующего вида                                                                                                                                                                                                                              ;(495)912-08-34,(495) 912-08-34                                                                                                                                                                                                                                ;-                                                                                                                                                                                                                                                             ;Центральное окружное управление образования                                                                                                                                                                                                                   
8188;Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2633                                                                                                                                                    ;ГБОУ детский сад № 2633                                                                                                                                                                                                                                       ;125252, г. Москва, улица Алабяна, дом 15                                                                                                                                                                                                                      ;407,76535;14448,05519;340;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад компенсирующего вида                                                                                                                                                                                                                              ;(499) 198-15-01                                                                                                                                                                                                                                               ;http://dskvp2633.mskobr.ru                                                                                                                                                                                                                                    ;Северное окружное управление образования                                                                                                                                                                                                                      
8194;Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2664                                                                                                                                                    ;ГБОУ детский сад № 2664                                                                                                                                                                                                                                       ;125412, г. Москва, улица Клязьминская, дом 10 В                                                                                                                                                                                                               ;1608,2877;24258,08841;3407116;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад компенсирующего вида                                                                                                                                                                                                                              ;(910) 642-52-69                                                                                                                                                                                                                                               ;http://dskvp2664@mskobr.ru                                                                                                                                                                                                                                    ;Северное окружное управление образования                                                                                                                                                                                                                      
8294;Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1013                                                                                                                                                    ;ГБОУ детский сад № 1013                                                                                                                                                                                                                                       ;109387, г. Москва ул. Тихая, д. 3                                                                                                                                                                                                                             ;15140,82246;2085,082755;2129717;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад компенсирующего вида                                                                                                                                                                                                                              ;350-13-85                                                                                                                                                                                                                                                     ;http://dskuv1013.mskobr.ru                                                                                                                                                                                                                                    ;Юго-Восточное окружное управление образования                                                                                                                                                                                                                 
8296;Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1029                                                                                                                                                    ;ГБОУ детский сад № 1029                                                                                                                                                                                                                                       ;109559,  Москва, Тихорецкий бульвар, дом 8                                                                                                                                                                                                                    ;17294,17498;1345,46561;2129725;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад компенсирующего вида                                                                                                                                                                                                                              ;(495) 352-01-81                                                                                                                                                                                                                                               ;http://www.sad1029.ru                                                                                                                                                                                                                                         ;Юго-Восточное окружное управление образования                                                                                                                                                                                                                 
8336;Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 987                                                                                                                                                     ;ГБОУ детский сад № 987                                                                                                                                                                                                                                        ;117042, г. Москва, улица Южнобутовская, дом № 125 А                                                                                                                                                                                                           ;1067,2145;-15024,89148;2900030;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад компенсирующего вида                                                                                                                                                                                                                              ;715-50-63                                                                                                                                                                                                                                                     ;http://detsad987.ru/                                                                                                                                                                                                                                          ;Юго-Западное окружное управление образования                                                                                                                                                                                                                  
8345;Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2324                                                                                                                                                    ;ГБОУ детский сад № 2324                                                                                                                                                                                                                                       ;109144, г. Москва Марьинский б-р, д. 6                                                                                                                                                                                                                        ;15902,69943;-2091,736044;2700767;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад компенсирующего вида                                                                                                                                                                                                                              ;"(495) 658-64-07; (495) 345-67-00; (495) 345-67-01                                                                                                                                                                                                             ";http://dskuv2324.mskobr.ru                                                                                                                                                                                                                                    ;Юго-Восточное окружное управление образования                                                                                                                                                                                                                 
8346;Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2325                                                                                                                                                    ;ГБОУ детский сад № 2325                                                                                                                                                                                                                                       ;109652, г. Москва Марьинский б-р, д. 5                                                                                                                                                                                                                        ;15869,86377;-1943,922268;2702058;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад компенсирующего вида                                                                                                                                                                                                                              ;(345) 345-56-00                                                                                                                                                                                                                                               ;http://www.ds2325.narod.ru                                                                                                                                                                                                                                    ;Юго-Восточное окружное управление образования                                                                                                                                                                                                                 
8358;Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2377                                                                                                                                                    ;ГБОУ детский сад № 2377                                                                                                                                                                                                                                       ;109153, город Москва, улица Генерала Кузнецова, дом 27, корпус 3                                                                                                                                                                                              ;22341,55178;1554,206664;2704839;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад компенсирующего вида                                                                                                                                                                                                                              ;(495) 704-30-00                                                                                                                                                                                                                                               ;http://dskuv2377.mskobr.ru                                                                                                                                                                                                                                    ;Юго-Восточное окружное управление образования                                                                                                                                                                                                                 
