0_udfn;1_Название;0_label;1_Адрес;0_x;0_y;0_bui_no_bti;0_cad_no;0_street_bti;0_house_bti;0_hadd_bti;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт;0_podchineni
6308;Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 2345                                                                                                                                                   ;ГБОУ детский сад № 2345                                                                                                                                                                                                                                       ;117042, г.Москва, ул. Южнобутовская, дом № 89                                                                                                                                                                                                                 ;1544,43245;-14812,65592;3000146;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей                                                                                                                                          ;715-27-36                                                                                                                                                                                                                                                     ;http://sad2345.ru и сад2345.рф                                                                                                                                                                                                                                ;Юго-Западное окружное управление образования                                                                                                                                                                                                                  
6366;Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 2558                                                                                                                                                ;ГБОУ ЦРР - детский сад № 2558                                                                                                                                                                                                                                 ;119261, г.Москва, Ленинский проспект, д. 76 А                                                                                                                                                                                                                 ;2381,832036;1839,67451;2101120;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Центр развития ребенка – детский сад                                                                                                                                                                                                                          ;131-91-92                                                                                                                                                                                                                                                     ;http://ds2558.ru/                                                                                                                                                                                                                                             ;Юго-Западное окружное управление образования                                                                                                                                                                                                                  
7245;Государственное бюджетное образовательное учреждение города Москвы детский сад с этнокультурным (татарским) компонентом образования № 318                                                                                                                     ;ГБОУ детский сад № 318                                                                                                                                                                                                                                        ;107065, Москва, ул. Сахалинская, д.4А                                                                                                                                                                                                                         ;20115,82483;17734,47352;2114475;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад с этнокультурным (национальным) компонентом образования                                                                                                                                                                                           ;"(495) 466-92-44; (495) 466-92-88                                                                                                                                                                                                                              ";http://www.ds318.mskobr.ru                                                                                                                                                                                                                                    ;Восточное окружное управление образования                                                                                                                                                                                                                     
7257;Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка-детский сад № 1617                                                                                                                                                  ;ГБОУ ЦРР - детский сад № 1617                                                                                                                                                                                                                                 ;111397, г. Москва, ул. Утренняя, д.1                                                                                                                                                                                                                          ;18225,84914;9007,650752;2122318;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Центр развития ребенка – детский сад                                                                                                                                                                                                                          ;306-69-37                                                                                                                                                                                                                                                     ;http://www.crrds1617.mskobr.ru                                                                                                                                                                                                                                ;Восточное окружное управление образования                                                                                                                                                                                                                     
8417;Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 2209                                                                                                                                                   ;ГБОУ детский сад № 2209                                                                                                                                                                                                                                       ;109369, г. Москва, ул. Люблинская, д.114                                                                                                                                                                                                                      ;15206,85244;-1959,94282;2132582;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей                                                                                                                                          ;349-24-00                                                                                                                                                                                                                                                     ;http://www.ds2209.uvuo.ru                                                                                                                                                                                                                                     ;Юго-Восточное окружное управление образования                                                                                                                                                                                                                 
701;Государственное бюджетное образовательное учреждение города Москвы детский сад для детей раннего возраста № 398                                                                                                                                               ;ГБОУ детский сад № 398                                                                                                                                                                                                                                        ;121096 Москва, ул.Василисы Кожиной, д.20 стр.1                                                                                                                                                                                                                ;-380,186493;7596,259159;10337;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад для детей раннего возраста                                                                                                                                                                                                                        ;"(499) 144-37-23; (499) 142-05-84; (499) 142-05-85                                                                                                                                                                                                             ";http://dsrv398.mskzapad.ru                                                                                                                                                                                                                                    ;Западное окружное управление образования                                                                                                                                                                                                                      
7150;Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида  № 2027                                                                                                                                                  ;ГБОУ детский сад № 2027                                                                                                                                                                                                                                       ;111558, г. Москва, Зеленый проспект, д. 101А, стр.1                                                                                                                                                                                                           ;20760,92005;9444,808397;2122405;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей                                                                                                                                          ;302-33-12                                                                                                                                                                                                                                                     ;http://detsad2027.t-site.ru                                                                                                                                                                                                                                   ;Восточное окружное управление образования                                                                                                                                                                                                                     
7151;Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 2078                                                                                                                                                   ;ГБОУ детский сад № 2078                                                                                                                                                                                                                                       ;107014, г. Москва, ул. Егерьская, д.2.                                                                                                                                                                                                                        ;11621,92759;14019,26314;2104132;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей                                                                                                                                          ;268-09-00                                                                                                                                                                                                                                                     ;http://dsovp2078mskobr.ru                                                                                                                                                                                                                                     ;Восточное окружное управление образования                                                                                                                                                                                                                     
7153;Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида №2504                                                                                                                                                    ;ГБОУ детский сад №2504                                                                                                                                                                                                                                        ;111625, город Москва,ул.Рудневка ,д.6                                                                                                                                                                                                                         ;24482,58387;5431,932847;2403297;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей                                                                                                                                          ;"(499) 721-59-97; (499) 721-61-04                                                                                                                                                                                                                              ";http://www.dsovp2504.mskobr.ru                                                                                                                                                                                                                                ;Восточное окружное управление образования                                                                                                                                                                                                                     
7398;Государственное бюджетное образовательное  учреждение города Москвы детский сад общеразвивающего вида № 1289                                                                                                                                                  ;ГБОУ детский сад № 1289                                                                                                                                                                                                                                       ;107497, г. Москва, ул. Байкальская, д. 46 А                                                                                                                                                                                                                   ;20028,8261;16559,51001;2600002;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей                                                                                                                                          ;"(495) 467-99-38; (495) 467-99-38                                                                                                                                                                                                                              ";http://detsad1289.narod2.ru                                                                                                                                                                                                                                   ;Восточное окружное управление образования                                                                                                                                                                                                                     
7557;Государственное бюджетное образовательное учреждение города Москвы детский сад № 2632                                                                                                                                                                         ;ГБОУ детский сад № 2632                                                                                                                                                                                                                                       ;124365 г. Москва, Зеленоград, корп. 2009                                                                                                                                                                                                                      ;-20855,04058;34242,38122;3701617;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад присмотра и оздоровления                                                                                                                                                                                                                          ;"(499) 729-31-40; (499) 729-32-40; (499) 729-33-40; (499) 729-34-40                                                                                                                                                                                            ";http://d2632.zouo.ru/                                                                                                                                                                                                                                         ;Зеленоградское окружное управление образования                                                                                                                                                                                                                
776;Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1515                                                                                                                                                ;ГБОУ ЦРР-детский сад № 1515                                                                                                                                                                                                                                   ;121614, г.Москва, Осенний бульвар, д. 16, корп. 4                                                                                                                                                                                                             ;-5280,3064;10376,79487;2126901;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Центр развития ребенка – детский сад                                                                                                                                                                                                                          ;413-97-56                                                                                                                                                                                                                                                     ;http://www.crrds1515.mskobr.ru                                                                                                                                                                                                                                ;Западное окружное управление образования                                                                                                                                                                                                                      
7849;Государственное бюджетное образовательное учреждение города Москвы детский сад № 317                                                                                                                                                                          ;ГБОУ детский сад № 317                                                                                                                                                                                                                                        ;127206, г. Москва, улица Астрадамская, дом 11а                                                                                                                                                                                                                ;3972,447947;16367,0852;2109991;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;                                                                                                                                                                                                                                                              ;Бюджетное                                                                                                                                                                                                                                                     ;Дошкольное образовательное учреждение                                                                                                                                                                                                                         ;Детский сад общеразвивающего вида с приоритетным осуществлением деятельности по одному из направлений развития детей                                                                                                                                          ;(495) 611-13-38                                                                                                                                                                                                                                               ;http://souo-mos.ru                                                                                                                                                                                                                                            ;Северное окружное управление образования                                                                                                                                                                                                                      
