0_ID;1_Полное наименование;1_Краткое наименование;1_Номер;1_Тип учреждения;1_Вид учреждения;0_INN;0_OGRN;0_KPP;0_Учредитель;0_Тип собственности;1_Организационно-правовая форма;1_Подчинение;0_Директор;1_Юридический адрес;1_Телефон;1_Адрес электронной почты;1_Сайт учреждения
10095; Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1898; ГБОУ детский сад компенсирующего вида № 1898; 1898; Дошкольное образовательное учреждение; Детский сад компенсирующего вида; 7720258373; 012112507; 772001001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Сироткина Лариса Игоревна; 111531, г. Москва, ул. Саянская, д. 15Г;(495) 307-38-01; G.O.U.1898@mail.ru;" gou1898.siteedit.su; dskvp1898.mskobr.ru"
10096; Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1901; ГБОУ детский сад № 1901; 1901; Дошкольное образовательное учреждение; Детский сад компенсирующего вида; 7719216442; 77№006886063; 771901001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; и.о.Филатова Ольга Николаевна; 105568, г.Москва, ул.Чечулина, д.20 А;308-43-42; detsad1901@yandex.ru;" detsad1901.ru; dskvp1901.mskobr.ru"
10097; Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1907; ГБОУ детский сад № 1907; 1907; Дошкольное образовательное учреждение; Детский сад компенсирующего вида; 7720142298; 77№011953835; 772001001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Кигим Лариса Ивановна; 111395, г. Москва, ул. Молдагуловой, д.16-А;(499) 374-32-20; detki1907zabava1@rambler.ru;" ds1907.my.ru; dsvk1907.mskobr.ru"
10098; Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2155; ГБОУ детский сад № 2155; 2155; Дошкольное образовательное учреждение; Детский сад компенсирующего вида; 7718195775; 77№007114353; 771801001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Невская Нина Артемьевна; 107241,г.Москва,ул.Амурская,д.72;(495) 462-44-61; gou2155@list.ru; dskvp2155.mskobr.ru
10099; Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2301; ГБОУ детский сад № 2301; 2301; Дошкольное образовательное учреждение; Детский сад компенсирующего вида; 7718196472; 77№009586623; 771801001; Департамент Образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Кириллова Зинаида Федоровна; 107589,г.Москва,ул.Красноярская д.3,корп.3;(495) 466-03-74; detsad2301vouo@gmail.com; dskvp2301.mskobr.ru
10100; Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2340; ГБОУ детский сад № 2340; 2340; Дошкольное образовательное учреждение; Детский сад компенсирующего вида; 7720260975; 086.676; 772001001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Молева Ирина Борисовна; 111673, г. Москва, ул. Салтыковская, д. 5Б;(495) 702-80-30;" ds2340@rambler.ru; dsad2340@gmail.com; ibmoleva@gmail.com";" dsad2340.wmsite.ru/; dskvp2340.mskobr.ru"
10102; Государственное бюджетное образовательное учреждение города Москвы детский сад с этнокультурным (татарским) компонентом образования № 318; ГБОУ детский сад № 318; 318; Дошкольное образовательное учреждение; Детский сад с этнокультурным (национальным) компонентом образования; 7718172383; 77№009530045; 771801001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Исмагилова Сания Сафиновна; 107065, Москва, ул. Сахалинская, д.4А;(495) 466-92-88;" saniya318@yandex.ru; detsad318@yandex.ru";" detsad318.ru; ds318.mskobr.ru"
10103; Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад №225; ГБОУ ЦРР - детский сад №225; 225; Дошкольное образовательное учреждение; Центр развития ребенка – детский сад; 7718177423; 77№011819421; 771801001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Макарова Нина Михайловна; 107207, г. Москва, улица Алтайская, д. 2А;(495) 466-67-74; detsad225@mail.ru; crrds225.mskobr.ru
10104; Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 753; ГБОУ ЦРР- детский сад № 753; 753; Дошкольное образовательное учреждение; Центр развития ребенка – детский сад; 7720258937; № 002.001.971; 772001001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; И.О. ПЕТРУНИНА СВЕТЛАНА ВАЛЕРЬЕВНА; 111396, г. Москва, Союзный проспект, д. 10А;(495) 303-35-12;" detsad753@list.ru; crr-detsad753@list.ru"; crrds753.mskobr.ru
10105; Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 777; ГБОУ ЦРР- детский сад № 777; 777; Дошкольное образовательное учреждение; Центр развития ребенка – детский сад; 7719218577; 77№010001033; 771901001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Гузанова Светлана Алексеевна; 105318, г.Москва, ул. Мироновская, д.12;(495) 918-32-56; shad777.svetlana@yandex.ru; crrds777.mskobr.ru
10106; Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 780; ГБОУ ЦРР - детский сад № 780; 780; Дошкольное образовательное учреждение; Центр развития ребенка – детский сад; 7718195510; 77№009288241; 771801001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Егармина Елена Владимировна; 107143, г. Москва, Открытое шоссе, дом. 29;(499) 167-74-13; romashka780@yandex.ru;" crrds780.mskobr.ru; crrdv780.mskobr.ru"
10107; Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 837; ГБОУ ЦРР - детский сад № 837; 837; Дошкольное образовательное учреждение; Центр развития ребенка – детский сад; 7719217333; 77 № 012028647; 771901001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Фролова Наталья Сергеевна; 105264, г. Москва, ул. Верхняя Первомайская, д. 23;(499) 164-67-03; crr837@mail.ru; crrds837.mskobr.ru
10108; Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 856; ГБОУ ЦРР - детский сад № 856; 856; Дошкольное образовательное учреждение; Центр развития ребенка – детский сад; 7720017280; 77№008460006; 772001001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Бобылева Ирина Юрьевна; 111538, г. Москва, ул. Молдагуловой , д. 13 Б;(495) 375-73-64; ds-856@mail.ru;" ds856.ru; crrds856.mskobr.ru"
10109; Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1035; ГБОУ ЦРР - детский сад № 1035; 1035; Дошкольное образовательное учреждение; Центр развития ребенка – детский сад; 7720258535; 77№002809979; 772001001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Никитина Валентина Владимировна; 111555, г.Москва,улица Молостовых, д. 4А;(495) 300-63-01; sad1035@mail.ru; crrdv1035.mskobr.ru
10110; Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1039; ГБОУ ЦРР - детский сад № 1039; 1039; Дошкольное образовательное учреждение; Центр развития ребенка – детский сад; 7720258768; 77№012050175; 772001001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Скляр Надежда Павловна; 111402,город Москва,ул.Кетчерская, дом 6Б;(495) 375-51-10; 1039_sad@list.ru; crrds1039.mskobr.ru
10111; Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1150; ГБОУ ЦРР - детский сад № 1150; 1150; Дошкольное образовательное учреждение; Центр развития ребенка – детский сад; 7720029101; 77№011987511; 772001001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Зайцева Юлия Валерьевна; 111538, г. Москва, ул. Молдагуловой, д.30А;(495) 375-70-02; crr1150@mail.ru; crrds1150.mskobr.ru
10112; Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1352; ГБОУ ЦРР - детский сад № 1352; 1352; Дошкольное образовательное учреждение; Центр развития ребенка – детский сад; 7719165734; 00739427; 771901001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Белявская Наталья Семеновна; 105568, г. Москва, ул. Челябинская, д. 26 А;(499) 308-00-08;" detsad1352@mail.ru; detsad1352@rambler.ru"; crrds1352.mskobr.ru
10113; Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1417; ГБОУ ЦРР - детский сад № 1417; 1417; Дошкольное образовательное учреждение; Центр развития ребенка – детский сад; 7718060009; Серия ЛР № 048608; 771801001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Макаренко Наталья Александровна; 107065, г. Москва, ул. Уссурийская, д. 1;(495) 469-45-38; ds1417@mail.ru;" crr1417.ru; dsuv1417.mskobr.ru; crrdv1417.mskobr.ru"
10114; Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка-детский сад № 1617; ГБОУ ЦРР - детский сад № 1617; 1617; Дошкольное образовательное учреждение; Центр развития ребенка – детский сад; 7720025481; 77№010811980; 772001001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Зернова Ирина Викторовна; 111397, г. Москва, ул. Утренняя, д.1;(495) 306-69-37;" crr1617@rambler.ru; crr1617@yandex.ru";" crrds1617.mskobr.ru; http//: www.crr1617.ru"
10115; Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка-детский сад № 1622; ГБОУ ЦРР-детский сад № 1622; 1622; Дошкольное образовательное учреждение; Центр развития ребенка – детский сад; 7720071914; 77 № 011989478; 772001001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Малышева Татьяна Леонидовна; 111141, город Москва, Перовская улица, дом 27;(495) 368-27-01;" ds1622@bk.ru; tlmalysheva@mail.ru"; crrds1622.mskobr.ru
10116; Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1688; ГБОУ ЦРР - детский сад № 1688; 1688; Дошкольное образовательное учреждение; Центр развития ребенка – детский сад; 7720094277; 77№011737202; 772001001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Ляшенко Ирина Алексеевна; 111672, г. Москва, ул. Суздальская, д. 40А, 38;(495) 701-10-00; crr1688@mail.ru; crrds1688.mskobr.ru
10117; Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 1908; ГБОУ ЦРР - детский сад № 1908; 1908; Дошкольное образовательное учреждение; Центр развития ребенка – детский сад; 7720050270; 77№011982092; 772001001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; и.о. Старостина Людмила Анатольевна; 111401, г. Москва, 2-я Владимирская улица, дом 24 А;(495) 368-93-57; detckiy_cad_1908@mail.ru; crrds1908.mskobr.ru
10118; Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка-детский сад № 2321; ГБОУ ЦРР - детский сад № 2321; 2321; Дошкольное образовательное учреждение; Центр развития ребенка – детский сад; 7720260559; 075.134; 772001001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Гавриченко Галина Ивановна; 111673, г.Москва, Новокосинская ул. д.17Б;(495) 701-08-10; ds2321@yandex.ru;" detsadik2321.wmsite.ru; crrdv2321.mskobr.ru"
10119; Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 2343; ГБОУ ЦРР - детский сад № 2343; 2343; Дошкольное образовательное учреждение; Центр развития ребенка – детский сад; 7720176924; 77 № 013164889; 772001001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Горячева Лариса Владимировна;" ""111673, г. Москва, ул. Новокосинская, д.15 ""Б""";(495) 701-99-50; sad-2343@yandex.ru;" detsad2343.ru; crrds2343.mskobr.ru"
10120; Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 2350; ГБОУ ЦРР - детский сад № 2350; 2350; Дошкольное образовательное учреждение; Центр развития ребенка – детский сад; 7720261016; 77№012050773; 772001001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Ермачкова Надежда Васильевна; 111673,г. Москва, ул. Суздальская, д.10 А;(495) 702-03-00; ds2350@gmail.com; crrdv2350.mskobr.ru
10121; Государственное бюджетное образовательное учреждение города Москвы начальная школа - детский сад №1886; ГБОУ начальная школа - детский сад №1886; 1886; Образовательное учреждение для детей дошкольного и младшего школьного возраста; Начальная школа – детский сад; 7720032351; 77 011725264; 772001001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Мышкова Наталья Ивановна; 111531, г. Москва, ш. Энтузиастов, д.94 А;(495) 300-20-91; gou1886@mail.ru;" scholl1886.edusite.ru; nachsch1886.mskobr.ru"
10124; Государственное бюджетное образовательное учреждение города Москвы прогимназия №1718; ГБОУ прогимназия №1718; 1718; Образовательное учреждение для детей дошкольного и младшего школьного возраста; Прогимназия; 7719065850; 77№010162830; 771901001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Конькова Татьяна Васильевна; 105425, г. Москва, ул. Константина Федина, д.14;(499) 163-12-46;" scool1718@mail.ru; http://pgym1718.mskobr.ru"; pgym1718.mskobr.ru
10129; Государственное бюджетное образовательное учреждение города Москвы прогимназия №1749; ГБОУ прогимназия № 1749; 1749; Образовательное учреждение для детей дошкольного и младшего школьного возраста; Прогимназия; 7719211155; 77 № 002497927; 771901001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Браматкина Алла Анатольевна; 105215, г. Москва, улица 13-я Парковая, дом 29;(495) 468-22-46; profgim1749@mail.ru; pgym1749.vao.mskobr.ru
10130; Государственное бюджетное образовательное учреждение города Москвы прогимназия №1752; ГБОУ прогимназия № 1752; 1752; Образовательное учреждение для детей дошкольного и младшего школьного возраста; Прогимназия; 7718196881; 77№0119433136; 771801001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Рябинина Ирина Герольдовна; 107014, г. Москва, ул. Большая Остроумовская, дом 7;(495) 603-07-14; progymnaz1752@mail.ru; pgym1752.mskobr.ru
10133; Государственное бюджетное образовательное учреждение города Москвы Прогимназия № 1753; ГБОУ прогимназия № 1753; 1753; Образовательное учреждение для детей дошкольного и младшего школьного возраста; Прогимназия; 7720258285; 77№010002143; 772001001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Короева Виолетта Григорьевна; 111538 г.Москва, ул. Молдагуловой , д. 30 Б;(495) 375-70-17; prog.1753@rambler.ru;" sch1753.mskobr.ru/; sch1753.mskobr.ru"
10135; Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 273; ГБОУ СОШ № 273; 273; Общеобразовательное учреждение; Средняя общеобразовательная школа; 7719285277; 77№010241268; 771901001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Перевезенцева Елена Григорьевна; 105077, г.Москва, Измайловский бульвар, дом 62;(495) 965-87-23; shcola-273@ya.ru;" sch273.edusite.ru/; schv273.mskobr.ru"
10137; Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 316; ГБОУ СОШ № 316; 316; Общеобразовательное учреждение; Средняя общеобразовательная школа; 7718201676; 77№012102541; 771801001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Терновой Юрий Юрьевич; 107589, г. Москва, улица Алтайская, д. 26 А;(495) 467-64-22; sns316@yandex.ru;" lvv316.narod2.ru; schv316.mskobr.ru"
10139; Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 317; ГБОУ СОШ № 317; 317; Общеобразовательное учреждение; Средняя общеобразовательная школа; 7718198906; 012022717; 771801001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Гуськова Наталья Анатольевна; 107241, г. Москва, ул. Амурская, д.25А;(495) 462-26-91; wkola317@rambler.ru;" sch317.mskobr.ru; sch317.ru"
10141; Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 319; ГБОУ СОШ № 319; 319; Общеобразовательное учреждение; Средняя общеобразовательная школа; 7718220326; 77№009355691; 771801001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Харламова Марина Владимировна; 105122, г. Москва, ул. Амурская, дом 6;(499) 966-87-10; school319@mail.ru.; sch319.mskobr.ru
10145; Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 343; ГБОУ СОШ № 343; 343; Общеобразовательное учреждение; Средняя общеобразовательная школа; 7719209565; 77№008531599; 771901001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; и.о.директора Сергеева Елена Петровна; 105425, г. Москва, Сиреневый бульвар, дом 9;(499) 164-38-16; jak343@yandex.ru;" school343.ru; schv343.mskobr.ru"
10147; Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 347; ГБОУ СОШ № 347; 347; Общеобразовательное учреждение; Средняя общеобразовательная школа; 7719217799; 77 №011788262; 771901001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Сивова Татьяна Васильевна; 105215, Москва, Щелковское ш., д.58А;(499) 164-57-45; 347_06@mail.ru; sch347.mskobr.ru
10148; Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1126; ГБОУ детский сад № 1126; 1126; Дошкольное образовательное учреждение; Детский сад компенсирующего вида; 7735085331; 8117747491612; 773501001; Департамент образования города Москвы; Государственное; Бюджетное; Зеленоградское окружное управление образования; Шуховцова Любовь Евгеньевна; 124482, г.Москва, Зеленоград, корп. 331А;(499) 734-13-83; d1126@zou.ru;" d1126.zouo.ru; dskz1126.mskobr.ru"
10149; Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 351; ГБОУ СОШ № 351; 351; Общеобразовательное учреждение; Средняя общеобразовательная школа; 7719213473; 072.882; 771901001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Ефремова Нателла Георгиевна; 105077, Москва, 13-я Парковая ул., д. 18 А;(499) 463-22-81; School351@rambler.ru; sch351.mskobr.ru
10150; Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 1226; ГБОУ детский сад № 1226; 1226; Дошкольное образовательное учреждение; Детский сад компенсирующего вида; 7735087900; серия 77 №011720281; 773501001; Департамент образования города Москвы; Государственное; Бюджетное; Зеленоградское окружное управление образования; Гундина Марина Николаевна; 124536, г. Москва, Зеленоград, корп. 517;(499) 734-51-59; d1226@zou.ru; dskz1226.mskobr.ru/
10153; Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 360; ГБОУ СОШ № 360; 360; Общеобразовательное учреждение; Средняя общеобразовательная школа; 7719212293; 012086971; 771901001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Широких Ирина Степановна; 105523, г. Москва,ул. 15-я Парковая , 46 А;(495) 468-81-52; gou_sosh_360@mail.ru;" 360school.ru; schv360.mskobr.ru"
10155; Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 362; ГБОУ СОШ № 362; 362; Общеобразовательное учреждение; Средняя общеобразовательная школа; 7718240467; 1037739539914; 771801001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Орехов Александр Павлович; 107150, г. Москва, ул. Ивантеевская, 32А;(499) 160-12-20; gou362@mail.ru;" 362.su/; schv362.mskobr.ru"
10159; Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 365; ГБОУ СОШ № 365; 365; Общеобразовательное учреждение; Средняя общеобразовательная школа; 7718229801; 77№011869580; 771801001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; И.О. Соловей Марина Александровна; 107150, г. Москва, 5-й проезд Подбельского, д. 2;(499) 160-26-20; school365@rambler.ru; schv365.mskobr.ru
10161; Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 369; ГБОУ СОШ № 369; 369; Общеобразовательное учреждение; Средняя общеобразовательная школа; 7718225902; 77№011998090; 771801001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Бегун Марина Ивановна; 107014, г. Москва, ул. Гастелло, дом 3;(499) 268-37-22; gou_sosh_369@mail.ru; schv369.mskobr.ru
10162; Государственное бюджетное образовательное учреждение города Москвы детский сад компенсирующего вида № 2058; ГБОУ детский сад № 2058; 2058; Дошкольное образовательное учреждение; Детский сад компенсирующего вида; 7735084793; 1027739289313; 773501001; Департамент образования города Москвы; Государственное; Бюджетное; Зеленоградское окружное управление образования; Белоусова Оксана Викторовна; 124460, г. Москва, Зеленоград, корп. 1127;(499) 710-21-96; d2058@zou.ru;" d2058.zouo.ru;dskz2058.mskobr.ru ; dskz2058.mskobr.ru"
10163; Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 373; ГБОУ СОШ № 373; 373; Общеобразовательное учреждение; Средняя общеобразовательная школа; 7718239969; 77№009568410; 771801001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Леденева Людмила Степановна; 107143,г. Москва, Открытое шоссе, дом 25;(499) 167-75-00; sch373@mail.ru; sch373.mskobr.ru
10165; Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 374; ГБОУ СОШ № 374; 374; Общеобразовательное учреждение; Средняя общеобразовательная школа; 7718194161; 011869194; 771801001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Шамалова Марина Олеговна; 107564, Москва, Миллионная ул., д.5/7;(499) 169-40-70;" shkla374@rambler.ru; shamalova-marina@rambler.ru";" school374vao.ru/; schv374.mskobr.ru"
10167; Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 375; ГБОУ СОШ №375; 375; Общеобразовательное учреждение; Средняя общеобразовательная школа; 7718200619; 013911800; 771801001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Скутнева Галина Дмитриевна; 107207, Москва, Щелковское ш., д. 79А;(495) 468-11-62; galina375@rambler.ru; sch375.mskobr.ru/
10169; Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 376; ГБОУ СОШ № 376; 376; Общеобразовательное учреждение; Средняя общеобразовательная школа; 7718222919; 011998211; 771801001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Монахова Жанна Олеговна; 107392, г. Москва, Халтуринская улица, дом 16;(499) 162-02-28; scool376@mail.ru; sch376.mskobr.ru
10170; Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 377; ГБОУ СОШ № 377; 377; Общеобразовательное учреждение; Средняя общеобразовательная школа; 7719217929; 7117747246973; 771901001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; И.О. АБАШИНА ЕЛЕНА ВЛАДИМИРОВНА; 105568, г.Москва, ул. Магнитогорская, д. 15;(495) 307-83-56; 1982.06@mail.ru; sch377.mskobr.ru
10171; Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 378; ГБОУ СОШ № 378; 378; Общеобразовательное учреждение; Средняя общеобразовательная школа; 7718227995; 77№012063693; 771801001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Сентяев Владимир Прокопьевич; 107076, г.Москва, ул.Стромынка, д.17;(499) 785-63-75; Shcola-378@yandex.ru; sch378.mskobr.ru
10172; Государственное бюджетное образовательное учреждение города Москвы детский сад № 2292; ГБОУ детский сад № 2292; 2292; Дошкольное образовательное учреждение; Детский сад; 7735088477; 1027739299477; 773501001; Департамент образования города Москвы; Государственное; Бюджетное; Зеленоградское окружное управление образования; Гурецкая Наталья Сергеевна; 124365, Москва, Зеленоград, корп.1631;(499) 738-33-11; d2292@zou.ru; dsz2292.mskobr.ru
10176; Государственное бюджетное образовательное учреждение города Москвы центр развития ребенка - детский сад № 2366; ГБОУ ЦРР - детский сад № 2366; 2366; Дошкольное образовательное учреждение; Центр развития ребенка – детский сад; 7735094897; 8117747702724; 773501001; Департамент образования города Москвы; Государственное; Бюджетное; Зеленоградское окружное управление образования; Шлык Светлана Евгеньевна; 124365, Москва, Зеленоград, корп. 1648;(499) 733-05-50; d2366@zou.ru; crrz2366.mskobr.ru
10178; Государственное бюджетное образовательное учреждение города Москвы детский сад № 2706; ГБОУ детский сад № 2706; 2706; Дошкольное образовательное учреждение; Детский сад; 7735561943; серия № 77 №011982109; 773501001; Департамент образования города Москвы; Государственное; Бюджетное; Зеленоградское окружное управление образования; Огонькова Наталия Петровна; 124365, Москва, Зеленоград, корп. 2015;(499) 210-03-70; d2706@zou.ru;" d2706.zouo.ru; dsz2706.mskobr.ru; dsz2706.mskobr.ru"
10179; Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 382; ГБОУ СОШ № 382; 382; Общеобразовательное учреждение; Средняя общеобразовательная школа; 7718228734; 77№011879306; 771801001; Департамент образования города Москвы; Государственное; Бюджетное; Восточное окружное управление образования; Назарова Елена Вячеславовна; 107564, г.Москва, улица Андреево-Забелинская, дом 28;(499) 160-06-44;" scholl382@pochta.ru; school382@gmail.com"; schv382.mskobr.ru
