0_OBJECTID;0_Shape;0_UID;1_Название объекта;0_Подпись;1_Адрес;0_Координата_X;0_Координата_Y;0_Номер_здания_по_реестру_БТИ;0_Кадастровый_номер_объекта_недвижимости;0_Наименование_улицы;0_Номер_основного_здания;0_Корпус_или_строение;1_Организационно-правовая форма;1_Тип учреждения;1_Вид учреждения;1_Номер телефона секретаря;1_Сайт
337;POINT (4176657.6779000014 7468341.0825999975);6755.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1972;ГБОУ СОШ № 1972;117041, г.Москва, улица Бартеневская, дом 49, корпус 4;1345.04266918;-13599.2730227;2900232.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;715-59-54;http://shkola1972.narod.ru
338;POINT (4181405.2690000013 7469150.240400001);6777.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2008;ГБОУ СОШ № 2008;117624, город Москва, ул. Изюмская, д. 34, корпус 3;4036.7568;-13139.9000676;2900605.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;717-32-81;http://школа2008.рф/
339;POINT (4184122.912999999 7522203.7597);6992.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 250;ГБОУ СОШ № 250;127254, г. Москва, Гончарова ул., дом 15 Б;5540.647175;16775.6678154;2103764.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(495) 619-11-72; (495) 618-06-79; (495) 618-07-89";http://sch250.svao.mskobr.ru
340;POINT (4189373.4274999984 7522365.7190999985);7016.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 304;ГБОУ СОШ № 304;129515, г. Москва, ул. Кондратюка, д.5;8497.12515;16871.3426439;2126210.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;683-39-01;http://sch304.svao.mskobr.ru
341;POINT (4192561.4015999995 7533469.148000002);7020.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 311;ГБОУ СОШ № 311;129281, г. Москва, Олонецкий проезд, дом 6;10277.74125;23109.8148609;2124959.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(495) 470-44-90; (495) 470-44-52";http://www.dskv1312.mskobr.ru
342;POINT (4196310.399599999 7533749.593999997);7032.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 762;ГБОУ СОШ № 762;129346, г. Москва, ул. Норильская, д. 4;12385.34205;23272.6044772;2125005.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;474-79-24;http://sch762.svao.mskobr.ru
343;POINT (4193524.3905999996 7531871.444200002);7034.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 910;ГБОУ СОШ № 910;129327, г. Москва, улица Ленская, дом  6;10821.430325;22214.5399223;2124958.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;471-12-36;http://www.sch910.svao.mskobr.ru
344;POINT (4186495.1272 7536160.983800001);7040.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 960;ГБОУ СОШ № 960;127560, г. Москва, ул. Коненкова, д. 4 А;6864.36385;24613.3395452;2103649.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;407-12-22;http://sch960.svao.mskobr.ru/
345;POINT (4187444.5628000014 7537964.963100001);7044.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 964;ГБОУ СОШ № 964;127543, г. Москва, ул. Белозерская, д. 13;7396.351875;25625.9525347;2114144.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;406-16-01;http://sch964svao.mskobr.ru
346;POINT (4183457.728 7537052.295999996);7056.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1122;ГБОУ СОШ № 1122;127576, г. Москва,улица Новгородская, дом 6;5156.46465;25110.9533738;2108902.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 209-02-43;http://sch1122.svao.mskobr.ru/
347;POINT (4198017.415100001 7521844.421999998);173.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 382;ГБОУ СОШ № 382;107564, г.Москва, улица  Андреево-Забелинская, дом 28;13365.482725;16590.4804887;2109294.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;160-06-44;http://school382.3dn..ru
348;POINT (4197607.445799999 7482567.4690999985);2392.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 420;ГБОУ СОШ № 420;115561 г.Москва, Шипиловская ул.д.18. к.2;13200.6283;-5537.65659838;3801829.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;392-26-00;http://sch420.edusite.ru/
349;POINT (4193638.8962000012 7494826.497199997);2396.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 463 имени Героя Советского Союза Д.Н.Медведева;ГБОУ СОШ № 463;115470 г.Москва,Судостроительная ул. д.10,к.1;10937.325075;1374.60442425;2124483.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 612-34-19;http://sch463.edusite.ru/
350;POINT (4191834.3883999996 7479236.926799998);2407.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 508;ГБОУ СОШ № 508;115404 г. Москва, Элеваторная д.4, к.2;9937.231175;-7427.64951199;3800612.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;326-63-38;http://sch508.edusite.ru/
351;POINT (4192685.1097999997 7488266.659999996);2409.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 511;ГБОУ СОШ № 511;115409 Москва, ул.Москворечье, 39;10407.00405;-2327.37883491;2123091.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;324-94-87;http://sch511.edusite.ru
352;POINT (4187164.395799998 7489246.235100001);2411.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 515;ГБОУ СОШ № 515;113556 г. Москва, ул. Артековская д. 3;7283.62925;-1780.76329189;2112706.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;610-05-98;http://sch515.edusite.ru/
353;POINT (4200513.878600001 7483872.681900002);2413.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 534;ГБОУ СОШ № 534;115573 г. Москва, Ореховый пр-д д.17,к.2;14843.218025;-4795.33069736;3800892.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;395-42-66;http://sch534.ru
354;POINT (4185105.3949999996 7501648.433399998);2440.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 639;ГБОУ СОШ № 639;117419 г. Москва, Стасовой ул. д.8;6109.68470519;5210.60510966;3809518.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;954-37-93;http://sch639.edusite.ru/
355;POINT (4196476.9527 7481897.022699997);2472.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 878;ГБОУ СОШ № 878;115569 г. Москва, Шипиловский пр-д, д. 37, к. 2;12561.83315;-5918.19730799;3801963.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;391-29-00;http://sch878.edusite.ru
356;POINT (4184380.4054000005 7481099.733499996);2474.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 880;ГБОУ СОШ № 880;117570 Москва, ул. Чертановская д.44А;5715.0609;-6382.61012429;2107462.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;313-72-63;http://sch880.ru/
357;POINT (4192949.447900001 7478427.494199999);2481.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 902;ГБОУ СОШ № 902;115404 г. Москва, ул. Педагогическая, д.3;10569.723;-7883.57677905;3800009.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(495) 326-78-38; (495) 326-99-11; (495) 327-54-77";http://sch902.ru/
358;POINT (4198170.2256000005 7481502.9881);2486.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 916;ГБОУ СОШ № 916;115551 г. Москва, Ореховый б-р д.11 к.3;13521.00165;-6137.94942731;3801960.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 391-94-09;http://sch916.edusite.ru/
359;POINT (4200846.368900001 7482190.817400001);2506.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 945;ГБОУ СОШ № 945;115573 г. Москва, Ореховый бульвар, д.37 корп.4;15034.607075;-5744.54489901;3800015.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;393-21-12;http://sch945.edusite.ru
360;POINT (4195483.692899998 7475837.575900003);2509.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 948;ГБОУ СОШ № 948;115598 г. Москва, ул. Лебедянская, дом 26 корп.4;12008.85245;-9343.72365108;2123165.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;329-17-11;http://sch948.edusite.ru/
361;POINT (4185030.216499999 7482463.4432);2536.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1173;ГБОУ СОШ № 1173;117519 г. Москва,ул. Чертановская, дом 27;6081.887500000001;-5611.83340918;2131660.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 313-06-46;http://sch1173.edusite.ru/
362;POINT (4198729.1807 7486333.872699998);4197.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2017;ГБОУ СОШ № 2017;115408, г.Москва, ул.Борисовские пруды, д.11, к.1;13828.8919031;-3408.99137548;3807602.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;655-91-90;http://sch2017.ru/
363;POINT (4178185.610199999 7505004.665100001);525.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 12;ГБОУ СОШ № 12;119136 г.Москва, 2-й Сетуньский проезд, д. 9;2201.779175;7097.55654531;2111796.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 795-51-94;http://sch12.mskzapad.ru
364;POINT (4173371.4353 7498292.619099997);530.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 38;ГБОУ СОШ № 38;119192 г.Москва, Мичуринский проспект, д. 42;-515.7915;3315.49082159;2116818.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;931-54-00;http://sch38.mskzapad.ru
365;POINT (4177668.3051999994 7506195.555399999);545.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 75;ГБОУ СОШ № 75;121170 г.Москва, ул. Поклонная, д. 10, корпус 2;1909.5583000000001;7768.04939967;0.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;148-95-53;http://sch75.mskzapad.ru
366;POINT (4170101.3297999986 7502894.5779);547.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 79;ГБОУ СОШ № 79;121357 г.Москва, ул. Артамонова, д. 2;-2361.44475;5909.31637681;2127093.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;445-47-35;http://sch79.mskzapad.ru
367;POINT (4173927.4453000017 7506908.034199998);570.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 590;ГБОУ СОШ № 590;121096 г.Москва, ул. Кастанаевская, д. 10;-201.31675;8168.87998526;2127903.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 148-22-96;http://sch590.mskzapad.ru/
368;POINT (4174720.1713999994 7506632.5995000005);578.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 700;ГБОУ СОШ № 700;121096 г.Москва, ул.Барклая, д. 5 А;245.96792176;8013.78477821;2127882.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;142-39-22;http://sch700.mskzapad.ru
369;POINT (4210231.8467999995 7508053.831600003);7427.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 795;ГБОУ СОШ № 795;111396, г. Москва, ул. Фрязевская, д.7;20279.78065;8860.40554098;2122228.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;303-55-95;http://shkola-795.ru
370;POINT (4208605.328600001 7503759.144100003);7430.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №810;ГБОУ СОШ №810;111395, г. Москва, ул. Красный Казанец, д.3А;19372.850025;6437.92683099;2122236.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;374-12-60;http://htttp://sch810.mskobr.ru
371;POINT (4202670.316799998 7524065.4799000025);7432.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №835;ГБОУ СОШ №835;107143, г. Москва, Открытое шоссе,  д.23 А;15981.177975;17847.1715549;2114435.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 167-81-71;http//school835.ru
372;POINT (4211154.543499999 7512728.560900003);7434.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 905;ГБОУ СОШ № 905;111531, г.Москва, Энтузиастов ш., д.96 Г.;20787.844425;11493.6571178;2122189.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;300-12-91;http://school905.ru
373;POINT (4205459.638799999 7508235.5264);7436.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 920;ГБОУ СОШ № 920;111141, Москва, ул. Перовская, д.37;17587.1501;8951.0819596;2122209.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;368-07-80;http://school920.ru
374;POINT (4215641.794500001 7507562.031499997);7439.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1024;ГБОУ СОШ № 1024;111672, город Москва, ул. Новокосинская, д. 41;23333.24815;8598.71220738;2122208.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;701-00-08;http://sch1024.ru/
375;POINT (4210947.433600001 7505434.729500003);7440.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1028;ГБОУ СОШ № 1028;111402, г. Москва, Аллея Жемчуговой. д.7;20690.425075;7387.63484796;2122250.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;370-51-00;http://school1028.edusite.ru
376;POINT (4200192.016899999 7517834.326200001);7441.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1032;ГБОУ СОШ № 1032;107553, г. Москва,  ул. 2-я Пугачевская  д.7;14597.5787174;14340.3362386;2400204.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 964-35-93;http://sch1032.ru/
377;POINT (4211027.246199999 7523536.478600003);7444.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1077;ГБОУ СОШ № 1077;107589, г.Москва, ул.Хабаровская, дом 18А, строение1;20687.3563;17569.6702398;2114489.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(495) 466-20-10; (495) 467-75-10; (495) 466-57-94; (495) 467-87-29";http://www.sсh1077.mskobr.ru
378;POINT (4209401.4745000005 7524219.669200003);7448.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1688;ГБОУ СОШ № 1688;107065, г.Москва, ул. Камчатская, д.6;19770.2861;17949.2541094;2114472.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 467-44-65;http://www.s1688.ru
379;POINT (4213616.356400002 7506078.713399999);7451.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1924;ГБОУ СОШ № 1924;111673, г. Москва,  улица  Новокосинская,  дом 13 Б;22194.7603073;7757.62588243;4000007.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(495) 702-66-20; (495) 702-80-00";http://school1924.ucoz.ru
380;POINT (4169632.5738000013 7526502.112300001);6685.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 819;ГБОУ СОШ № 819;125362, г. Москва, ул. Свободы, д.26;-2617.563125;19187.9005937;2113811.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;497-03-00;http://sch819.mskobr.ru
381;POINT (4169940.631000001 7521457.142800003);6691.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 882;ГБОУ СОШ № 882;125367, г. Москва, Врачебный проезд, д. 12;-2445.8909000000003;16353.5632708;2113825.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 193-15-51;http://sch882sz.mskobr.ru/
382;POINT (4174350.9442999996 7492511.7184000015);6697.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1155;ГБОУ СОШ № 1155;123458, г.Москва, ул.Таллинская, д.16, корп.4;37.401209;55.797019;0.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;756-62-90;http://sch1155.mskobr.ru
383;POINT (4161275.848200001 7526580.459399998);6703.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1743;ГБОУ СОШ № 1743;125464, г. Москва, Новотушинский пр., д. 8;-7320.68441892;19237.4657749;2133967.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 751-05-49;http://www.dskvp2190.mskobr.ru
384;POINT (4179390.8260000013 7467930.211800002);6741.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1916;ГБОУ СОШ № 1916;117042, г. Москва, Чечёрский проезд, дом 6;2895.0175019;-13831.069937;2137447.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;716-51-63;http://school1916.mosuzedu.ru
385;POINT (4178938.407900002 7467082.814499997);6751.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1970;ГБОУ СОШ № 1970;117042, г.Москва, Чечёрский проезд, дом 22, корпус 1;2638.73115475;-14310.7553729;2900220.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;716-03-00;http://школа1970.рф
386;POINT (4207036.431699999 7521627.798500001);7282.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 317;ГБОУ СОШ № 317;107241, г. Москва, ул. Амурская, д.25А;18444.97515;16487.1582229;2109314.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(495) 462-26-87; (495) 462-26-91";http://sch317.mskobr.ru
387;POINT (4199820.832199998 7519410.0473000035);7312.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 376;ГБОУ СОШ № 376;107392, г. Москва, Халтуринская улица, дом 16;14385.5411;15225.4847034;2114434.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 162-02-28;http://www.sch376.1class.ru
388;POINT (4209169.650199998 7503625.004600003);7336.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 407;ГБОУ СОШ № 407;111395, г. Москва, ул. Снайперская,  д. 4 А;19691.72505;6363.78731245;2122241.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;374-24-07;http://schv407.mskobr.ru/
389;POINT (4206668.414999999 7521125.0446000025);7351.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 428;ГБОУ СОШ № 428;107241, г.Москва, ул. Амурская, д. 60;18238.9001;16203.753635;2114458.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 462-03-75;http://school428.ru
390;POINT (4140315.593600001 7556997.0315999985);7357.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 718;ГБОУ СОШ № 718;124460, г. Москва, Зеленоград, корп. 1214;-19041.21475;36322.4040946;2106504.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 731-43-23;http://s718.zouo.ru/
391;POINT (4140226.088199999 7555419.613600001);7361.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 853;ГБОУ СОШ № 853;124460, г. Москва, Зеленоград, корп. 913А;-19095.32925;35440.1260885;2118627.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;531-13-95;http://s853.zouo.ru/
392;POINT (4144238.2606999986 7556731.633400001);7363.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 854;ГБОУ СОШ № 854;124489, г. Москва, Зеленоград, корп.603А;-16842.82225;36164.7066332;2117076.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(499) 762-49-86; (499) 736-75-15; (499) 734-01-25; (499) 735-44-50; (499) 734-10-59; (499) 736-81-94";http://s854.zouo.ru/
393;POINT (4210986.302200001 7507305.722499996);7370.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 634;ГБОУ СОШ № 634;111402, г.Москва, ул. Кетчерская,  д.10 А;20707.3902;8441.22952496;2122245.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 375-94-83;http://school634.ru
394;POINT (4135894.8841000013 7553546.441399999);7393.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1150;ГБОУ СОШ № 1150;124365, г. Москва, Зеленоград, корп. 1609;-21529.0876272;34403.4531579;2134729.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 717-91-10;http://s1150.ucoz.ru
395;POINT (4172561.2754000016 7501788.401299998);7402.0;Государственное бюджетное образовательное учреждение города Москвы  средняя общеобразовательная школа № 55;ГБОУ СОШ № 55;119501 г.Москва, ул Веерная, д. 38, к.2;-972.9059000000001;5285.55637774;2111914.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(495) 441-74-11; (495) 442-90-58; (495) 441-71-22";http://sch55.mskzapad.ru
396;POINT (4169689.962099999 7495718.104099996);7407.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 844;ГБОУ СОШ № 844;119361 г. Москва, ул. Большая Очаковская, д.18;-2596.23;1864.93299106;2111927.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;430-71-20;"http://	 sch844.mskzapad.ru"
397;POINT (4169458.976599999 7493819.489299998);7409.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1117;ГБОУ СОШ № 1117;119361 г.Москва, ул.Озерная, д. 27, корпус 2;-2727.4570000000003;794.36939424;0.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;430-74-06;http://sch1117.mskzapad.ru
398;POINT (4210080.796799999 7506202.147200003);7423.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 781;ГБОУ СОШ № 781;111402, г. Москва, ул. Вешняковская, д.2А;20199.3625;7817.49471805;2122233.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;375-67-84;http://school781.edusite.ru
399;POINT (4174351.612399999 7492511.742899999);7435.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 917;ГБОУ СОШ № 917;107241, г. Москва, Щелковское ш., д. 29, стр.1;37.778923999999996;55.810845;29901.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 462-40-48;http://sch917.ru
400;POINT (4210893.3422 7511408.797799997);7437.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа №922;ГБОУ СОШ № 922;111555, г. Москва, улица  Молостовых, дом 6 А;20644.073275;10750.3935514;2122187.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;307-99-10;http://s408.ru
401;POINT (4209875.9714 7524242.468800001);7446.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1167;ГБОУ СОШ № 1167;107065, г. Москва,  ул. Камчатская,  д. 8;20037.3536;17963.2770217;2114467.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(495) 466-11-78;http://site-1167.narod.ru/
402;POINT (4217316.073199999 7500874.305799998);7455.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 2032;ГБОУ СОШ № 2032;111674, г.Москва, ул.Дмитриевского, д.5;24298.6985722;4837.17977072;2404461.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 721-35-15;http://shkola2032.ru
403;POINT (4174351.1163999997 7492511.450800002);7467.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1995;ГБОУ СОШ № 1995;117198, г.Москва, улица Саморы Машела, дом 6, корпус 3;37.498529;55.645976999999995;0.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;438-95-68;http://school-1995.ru
404;POINT (4136248.3801000006 7554826.840800002);7502.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1740;ГБОУ СОШ № 1740;124683, г. Москва, Зеленоград, корп.1530;-21327.2673;35118.97915;3700321.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 717-03-67;http://s1740.zouo.ru/
405;POINT (4174350.5091000013 7492512.0295);7504.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1913;ГБОУ СОШ № 1913;124365, г. Москва, Зеленоград, корп. 1632;37.155243999999996;55.972434;0.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;"(499) 738-55-41; (499) 738-55-39; (499) 738-55-38; (499) 717-14-29; (499) 738-58-88; (499) 738-00-22; (499) 738-55-40; (499) 738-51-10; (499) 738-55-11";http://s1913.zouo.ru
406;POINT (4182448.8194000013 7496967.4067);7560.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 199;ГБОУ СОШ № 199;117036 г. Москва, ул. Дм. Ульянова, д. 15;4612.4305;2570.68078884;2108355.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;126-09-80;http://school199.ucoz.ru/
407;POINT (4206659.442400001 7501441.423900001);7571.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1314;ГБОУ СОШ № 1314;109377 г. Москва, ул. 1-я Новокузьминская, д. 20, к. 4;18279.9031;5127.5600961;2128855.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;709-77-78;http://1314.ru/
408;POINT (4182148.820799999 7469686.847900003);6610.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 1161;ГБОУ СОШ № 1161;117624, г. Москва, улица Изюмская, дом 35А;4458.04595948;-12835.9215111;2901065.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;(499) 793-93-09;http://school-1161.ru
409;POINT (4174351.0106000006 7492511.8301);6684.0;Государственное бюджетное образовательное учреждение города Москвы средняя общеобразовательная школа № 769;ГБОУ СОШ № 769;125481, г. Москва, ул. Планерная, д. 12, корп. 2;37.438708999999996;55.860026;3305761.0;;;;;Бюджетное;Общеобразовательное учреждение;Средняя общеобразовательная школа;495-44-30;http://gou769.ucoz.ru/
