"1_Номер разрешения";"1_Номер ТС";"1_Наименование";"1_Номер бланка разрешения";"1_Марка, модель ТС";"1_ИНН";"1_ОГРН"
"28340";"В216ОТ21";"ГАДОЕВ БАХТИЁР ЮСУФОВИЧ";"МСК 031000";"KIA ED CEE'D";"211278603478";"313213807900035"
"28346";"Н857ТР197";"Ковалев Максим Юрьевич";"МСК 031007";"Hyundai SOLARIS";"772404721950";"313774610001256"
"28352";"О567УЕ197";"Калыков Нурбек Мухтарович";"МСК 031013";"RENAULT LAGUNA GRANDTOUR";"540135079364";"310547622900126"
"28358";"С511ОВ77";"ООО Стандарт Авто";"МСК 031023";"FORD FOCUS";"7717718493";"1127746098842"
"28364";"О076ММ97";"СЕРГЕЕВ АЛЕКСАНДР ИВАНОВИЧ";"МСК 031026";"CHEVROLET CRUZE KL1J";"500602670895";"313774610001148"
"28370";"С772ЕТ177";"Ерискин Сергей Викторович";"МСК 031031";"VAZ 21124";"772816550920";"312774617801003"
"28376";"С441ТС77";"ООО СтатТрейдГруп";"МСК 031039";"Kia Rio";"7743743640";"1097746295415"
"28382";"Х970ТА197";"ТУМАНОВ СЕРГЕЙ ВЛАДИМИРОВИЧ";"МСК 031048";"MITSUBISHI OUTLANDER";"771545159524";"313774609801045"
"28388";"Н835ХС197";"ФЕДОСЕЕВ СЕРГЕЙ АЛЕКСАНДРОВИЧ";"МСК 031054";"SKODA OCTAVIA";"680101139694";"311682822700027"
"28394";"А328ХК77";"Касьяненко Николай Федорович";"МСК 031060";"CITROEN C5";"773770539270";"311774622300766"
"28400";"Н422ХК190";"ООО ОсКорп";"МСК 031067";"SKODA OCTAVIA";"7729729436";"1127747299591"
"28402";"Х777ТА25";"ООО СтатТрейдГруп";"МСК 031069";"Hyundai SantaFE";"7743743640";"1097746295415"
"28404";"Т201НХ77";"СУХАРЕВ НИКОЛАЙ ЮРЬЕВИЧ";"МСК 031071";"RENAULT SYMBOL EX14";"773463781921";"311774622001310"
"28410";"Р846ХР77";"ООО Транс Строй Сервис";"МСК 031079";"HYUNDAI SOLARIS";"7743546924";"1047797014737"
"28413";"Р759ХР77";"ООО Транс Строй Сервис";"МСК 031082";"HYUNDAI SOLARIS";"7743546924";"1047797014737"
"28415";"А525ТР197";"ФЕДОРОВА ИРИНА ВСЕВОЛОДОВНА";"МСК 031084";"RENAULT FLUENCE";"772472379622";"312774619900644"
"28419";"С166ЕЕ77";"ООО КЭБ Такси";"МСК 031088";"Ford Mondeo";"7728827670";"1127747228366"
"28421";"Е550АМ77";"Афанасьев Денис Николаевна";"МСК 031090";"Mazda 6";"771709021091";"310774614501055"
"28425";"С035УМ77";"ООО Кинокомпания КАДР ПЛЮС""";"МСК 031094";"Hyundai Solaris";"7716738296";"1137746147868"
"28427";"С105УМ77";"ООО Кинокомпания КАДР ПЛЮС""";"МСК 031096";"Hyundai Solaris";"7716738296";"1137746147868"
"28431";"С385ХС86";"ООО Новый Город";"МСК 031100";"Ford Focus";"7733811789";"1127746619560"
"28433";"В170КА77";"ООО Арион Парк";"МСК 031102";"Skoda Octavia";"7720705367";"5107746054720"
"28437";"В207КА77";"ООО Арион Парк";"МСК 031106";"Skoda Octavia";"7720705367";"5107746054720"
"28439";"В463ХК77";"Шуин Сергей Александрович";"МСК 031108";"Opel Zafira";"772602729101";"312774629801336"
"28443";"Р913ХР77";"ООО Мегаполис Такси";"МСК 031113";"Skoda Octavia";"7726711014";"1127747250278"
"28445";"Р910ХР77";"ООО Мегаполис Такси";"МСК 031115";"Skoda Octavia";"7726711014";"1127747250278"
"28449";"Р912ХР77";"ООО Мегаполис Такси";"МСК 031119";"Skoda Octavia";"7726711014";"1127747250278"
"28451";"У450ММ77";"ИБРАГИМОВ САФАРАЛИ ДИЛОВАРШОЕВИЧ";"МСК 031122";"MITSUBISHI LANCER 1.6";"772274445129";"313774609901308"
"28455";"Т304КК56";"ООО ЮВ ТРАНС";"МСК 031126";"CHEVROLET CRUZE";"7723626730";"1077759723997"
"28457";"О295КЕ77";"ПАЛАГУТИН ИЛЬЯ ВЛАДИМИРОВИЧ";"МСК 031128";"HONDA CIVIC HYBRID";"027901038573";"312745636200021"
"28461";"О857ОХ199";"НП АМПЛИТУДА";"МСК 031134";"VOLVO 240";"7724297743";"1087799028052"
"28463";"С833РР77";"АРЕСТОВ ИЛЬЯ ВИКТОРОВИЧ";"МСК 031136";"VOLKSWAGEN GOLF";"774324592478";"313774609101192"
"28467";"М649НО77";"ООО Хорошее Такси";"МСК 031140";"TOYOTA CAMRY";"7730636680";"5107746054125"
"28469";"Н523ОС77";"ПРОСВЕТОВА ЕЛЕНА ВАСИЛЬЕВНА";"МСК 031142";"DACIA LOGAN";"772772646357";"306770000499225"
"28473";"Т420МН33";"ЖЕЛЕГОТОВ АЛИМБЕК САЛИМОВИЧ";"МСК 031146";"CHEVROLET CRUZE";"771565307940";"313774607900694"
"28475";"В518НА197";"ООО Авторан-М";"МСК 031148";"CHEVROLET KLAL EPICA";"7705942645";"1117746148420"
"28479";"Р553ЕТ197";"Жигайло Александр Ярославович";"МСК 031152";"MERCEDES-BENZ E220CDI ELEGANCE";"771365049970";"307770000534590"
"28481";"Е042ХУ77";"Расторгуев Владимир Васильевич";"МСК 031154";"RENAULT MEGANE III";"772601717030";"311774627700305"
"28485";"Т131АМ197";"Кокорева Ольга Владимировна";"МСК 031159";"CHEVROLET LACETTI";"774306001348";"310774633000542"
"28487";"Р775ХО90";"МАСЛОВ МИХАИЛ ВАСИЛЬЕВИЧ";"МСК 031161";"FORD FOCUS";"773718784706";"313774609400623"
"28491";"В635ВН77";"ООО 100ЛИЧНОЕ АВТО";"МСК 031165";"FORD FOCUS";"7743878937";"1137746122227"
"28493";"В639ВН77";"ООО 100ЛИЧНОЕ АВТО";"МСК 031167";"FORD FOCUS";"7743878937";"1137746122227"
"28497";"К322ТТ199";"Яковлев Ярослав Александрович";"МСК 031171";"Audi A3";"501603396904";"312774629200465"
"28499";"Т334ХО197";"ООО Автостиль";"МСК 031173";"Nissan JUKE";"7703786454";"1137746235098"
"28504";"С293ХХ197";"ООО Автостиль";"МСК 031178";"Toyota Prius";"7703786454";"1137746235098"
"28505";"Е443ВН77";"ООО Автостиль";"МСК 031179";"Nissan Almera KlaCCiK";"7703786454";"1137746235098"
"28510";"У629РР197";"ООО СтатТрейдГруп";"МСК 031184";"CHEVROLET CRUZE";"7743743640";"1097746295415"
"28511";"К148УО197";"ООО СтатТрейдГруп";"МСК 031185";"KIA RIO";"7743743640";"1097746295415"
"28516";"Е992ММ177";"РУНОВ АНДРЕЙ ЯНОВИЧ";"МСК 031190";"HYUNDAI ELANTRA 1.6AT";"770170123860";"312774615201155"
"28517";"М784УТ46";"Переверзев Александр Викторович";"МСК 031191";"NISSAN OASHOAI";"462902020022";"311463211700085"
"28522";"А367ТМ190";"Тараскин Игорь Львович";"МСК 031197";"Shevrolet Aveo KL1T";"504601184699";"313774609500095"
"28523";"К323ЕО77";"РАЙЛЯН СЕРГЕЙ ГЕОРГИЕВИЧ";"МСК 031198";"CHEVROLET CRUZE KL1J";"772972809175";"313774610000770"
"28528";"Н665РС77";"АХМЕТОВ РАФАЭЛЬ МАРСОВИЧ";"МСК 031203";"KIA RIO";"772103602614";"308770000385677"
"28529";"Р464УС77";"ГАЛИУЛЛИН ОЛЕГ ЗАВДАТОВИЧ";"МСК 031205";"KIA MAGENTIS";"771300919376";"313774609100226"
"28534";"Х867УА197";"БОБРИК ТАТЬЯНА ВЛАДИМИРОВНА";"МСК 031208";"HYUNDAI SANTA FE";"773004460400";"313774609200044"
"28535";"А128УК77";"Шиловец Николай Павлович";"МСК 031218";"FORD FUSION";"505101033333";"311507433400053"
"28540";"К504АТ13";"БЕЛОМАЗ СЕРГЕЙ АЛЕКСАНДРОВИЧ";"МСК 031209";"CHEVROLET KL1J";"132810187401";"313132807400021"
"28541";"О803ММ97";"Аванесов Самвел Ашотович";"МСК 031223";"Renault Fluence";"260751177083";"305260706000023"
"28546";"Х625ОА77";"Марченко Николай Викторович";"МСК 031227";"Kia JD CID";"290102119872";"313290104500025"
"28547";"Е454УВ199";"Синявская Наталья Александровна";"МСК 031211";"Renault SR";"771821759481";"313774604500481"
"28552";"К950УТ199";"БОНДАРЕНКО ВАСИЛИЙ ВИКТОРОВИЧ";"МСК 031213";"CHEVROLET LACETTI KLANJ200";"070300059306";"309071611800023"
"28553";"М421УТ05";"МАГОМЕДОВ МУСА АБДУРАХМАНОВИЧ";"МСК 031214";"SKODA OCTAVIA OUR";"051600211744";"312054625800029"
"28558";"У288УЕ197";"ООО ТК 515";"МСК 031233";"FORD MONDEO";"7724791906";"1117746416182"
"28559";"В309ЕУ77";"ООО ТК 515";"МСК 031234";"FORD MONDEO";"7724791906";"1117746416182"
"28564";"Е528НН77";"ООО ТК 515";"МСК 031239";"MERCEDES-BENZ VITO 111CDI";"7724791906";"1117746416182"
"28565";"М288КВ77";"ООО ТК 515";"МСК 031240";"FORD MONDEO";"7724791906";"1117746416182"
"28570";"Н294ВМ150";"ООО МОСТОРГ";"МСК 031248";"Ford Mondeo";"7725693789";"1107746357355"
"28571";"Е181ММ190";"ООО МОСТОРГ";"МСК 031249";"BMW 520D";"7725693789";"1107746357355"
"28576";"Р618ХН190";"ООО МОСТОРГ";"МСК 031254";"Toyota Camry";"7725693789";"1107746357355"
"28577";"С860ХА197";"ООО МОСТОРГ";"МСК 031255";"Hyundai Equus";"7725693789";"1107746357355"
"28582";"О299СА197";"ООО ИМАН";"МСК 031259";"DAEWOO NEXIA";"7702762147";"1117746385063"
"28583";"Н647МТ40";"ООО ИМАН";"МСК 031260";"Mercedes-Benz C180";"7702762147";"1117746385063"
"28588";"С133УХ77";"ВАСИЛЬЕВ ДЕНИС АЛЕКСАНДРОВИЧ";"МСК 031266";"HYUNDAI ELANTA 1.6MT";"771526842710";"307770000619327"
"28589";"М779ВС77";"АЙВАЗОВ ГАРИК АРТЕМОВИЧ";"МСК 031267";"NISSAN TEANA";"150205070596";"310151334200046"
"28594";"В096КУ77";"ООО Растабан";"МСК 031272";"Ford Focus";"7714593493";"1057746411029"
"28595";"В179КУ77";"ООО Растабан";"МСК 031273";"Ford Focus";"7714593493";"1057746411029"
"28602";"У215МЕ33";"СИДОРОВ ДМИТРИЙ ЭРКИНОВИЧ";"МСК 031280";"NISSAN MAXIMA 3.0 SE";"333801389840";"312333824000034"
"28604";"Н813КВ77";"ООО СОЛТ";"МСК 031282";"HYUNDAI SOLARIS";"7722802285";"1137746197104"
"28608";"Н798КВ77";"ООО СОЛТ";"МСК 031286";"HYUNDAI SOLARIS";"7722802285";"1137746197104"
"28610";"В104ОВ77";"СМИРНОВА АННА ИВАНОВНА";"МСК 031288";"HYUNDAI SOLARIS";"500108481511";"313774610000900"
"28614";"М054ХО197";"ООО Рич";"МСК 031292";"MERCEDES-BENZ E220CDI";"7731414666";"1117746811346"
"28616";"В280ОА77";"ООО Рич";"МСК 031294";"MERCEDES-BENZ E220CDI";"7731414666";"1117746811346"
"28620";"К002УК71";"КОЧУГ АРКАДИЙ ИВАНОВИЧ";"МСК 031301";"TOYOTA CAMRY";"710512262999";"313715410600142"
"28622";"Е861АМ77";"СУРОВ АЛЕКСЕЙ ЕВГЕНЬЕВИЧ";"МСК 031303";"MERCEDES BENZ VITO 111CDI";"772707228790";"308770000074283"
"28626";"А219АР37";"ТУРКМАНОВ РОМАН МУРКАМИЛОВИЧ";"МСК 031307";"ШЕВРОЛЕ КРУЗ";"771865180719";"312774627100921"
"28628";"Е211УУ77";"ООО Новая Волна ТМ";"МСК 031309";"Ford Focus";"7720739285";"1127746013559"
"28632";"В344КА77";"ООО АВАНТАЖ";"МСК 031313";"VOLKSWAGEN POLO";"7718918417";"1137746047757"
"28634";"В372КА77";"ООО АВАНТАЖ";"МСК 031315";"VOLKSWAGEN POLO";"7718918417";"1137746047757"
"28638";"В233КА77";"ООО АВАНТАЖ";"МСК 031319";"VOLKSWAGEN POLO";"7718918417";"1137746047757"
"20404";"Х395ТС197";"ГАЛИМОВ РУСТАМ АБДЛАХАТОВИЧ";"МСК 021712";"RENAULT MEGANE GRANDTOUR";"773303472308";"309774603700911"
"20411";"У207ЕХ197";"АТАЯН АНДРОНИК ВЛАДИМИРОВИЧ";"МСК 021716";"NISSAN ALMERA CLASSIC";"772380601877";"312774625800304"
"20432";"К588ТМ197";"ИСКЕНДЕРОВ АЛАМДАР АВЕЗ ОГЛЫ";"МСК021742";"DAEWOO NEXIA";"773300829158";"312774624001624"
"20448";"В436ВС197";"ООО Звезда";"МСК021763";"DAEWOO NEXIA";"7715836798";"1107746915100"
"20465";"Е747ВР199";"ВАСЮКОВ АНДРЕЙ ВИКТОРОВИЧ";"МСК 021783";"FORD FOCUS";"773007138423";"312774627100727"
"20472";"Т559УХ97";"ФАТЕЕВ ВЯЧЕСЛАВ ЮРЬЕВИЧ";"МСК 021789";"VAZ 21074";"772854712191";"312774627501050"
"20479";"Е961ХР197";"ЗЕРНОВ ВИТАЛИЙ ВАЛЕРЬЕВИЧ";"МСК023326";"KIA DE (JB/RIO)";"773317644606";"312774627101270"
"20486";"Х973ОР197";"Шишков Вячеслав Михайлович";"МСК 021803";"FORD MONDEO";"772632427370";"312774627501042"
"20493";"А508ХК197";"Киргизов Нодирбек Нематжанович";"МСК021810";"Daewoo Nexia";"774309061793";"312774619400329"
"20500";"С003НХ190";"СЕЛЯНИН ДМИТРИЙ АНАТОЛЬЕВИЧ";"МСК021820";"GREAT WALL CC6461KM29";"711707345279";"312774627600328"
"20512";"О881СА197";"Бабаханян Гайк Жоржикович";"МСК 021833";"Hyundai Accent";"771301715801";"3047700012817"
"20522";"Н543УХ197";"ЛОКТИОНОВ АЛЕКСАНДР ИВАНОВИЧ";"МСК 021845";"FORD FOCUS";"772374636984";"310774618600921"
"20527";"К367ХО197";"ООО ГорТранс";"МСК 021850";"RENAULT LOGAN";"7704784964";"1117746477551"
"20535";"Е407ХХ197";"ООО ТАКСИ";"МСК021860";"RENAULT LOGAN";"7714526095";"1037789018849"
"20540";"Е299ХХ197";"ООО ТАКСИ";"МСК021865";"RENAULT LOGAN";"7714526095";"1037789018849"
"20554";"А207ХМ197";"ООО АВА-АВТО";"МСК021880";"RENAULT LOGAN";"7733738426";"1107746522608"
"20576";"Е290ХХ197";"ООО Кортеж-Авто";"МСК 021910";"HYUNDAI SOLARIS";"7733554370";"1057748746439"
"20581";"Е438ХХ197";"ООО Кортеж-Авто";"МСК 021914";"HYUNDAI SOLARIS";"7733554370";"1057748746439"
"20586";"У910ХМ197";"ООО Кортеж-Авто";"МСК 021919";"HYUNDAI SOLARIS";"7733554370";"1057748746439"
"20591";"У894ХМ197";"ООО Кортеж-Авто";"МСК 021924";"HYUNDAI SOLARIS";"7733554370";"1057748746439"
"20596";"Е170ХХ197";"ООО Кортеж-Авто";"МСК 021929";"HYUNDAI SOLARIS";"7733554370";"1057748746439"
"20601";"Е195ХХ197";"ООО Кортеж-Авто";"МСК 021934";"HYUNDAI SOLARIS";"7733554370";"1057748746439"
"20606";"Е151ХХ197";"ООО Кортеж-Авто";"МСК 021939";"HYUNDAI SOLARIS";"7733554370";"1057748746439"
"20611";"Е124ХХ197";"ООО Кортеж-Авто";"МСК 021944";"HYUNDAI SOLARIS";"7733554370";"1057748746439"
"20616";"Е129ХХ197";"ООО Кортеж-Авто";"МСК 021949";"HYUNDAI SOLARIS";"7733554370";"1057748746439"
"20621";"Е048ХХ197";"ООО Кортеж-Авто";"МСК 021954";"HYUNDAI SOLARIS";"7733554370";"1057748746439"
"20627";"С719ХХ197";"ООО Ариадон Такси";"МСК 021960";"CHEVROLET KLAN J200/CHEVROLELA";"7724808003";"1117746816835"
"20632";"С714ХХ197";"ООО Ариадон Такси";"МСК 021965";"CHEVROLET KLAN J200/CHEVROLELA";"7724808003";"1117746816835"
"20637";"У273ХС197";"ООО АвтоКэб";"МСК 021985";"FIAT DUCATO";"7733799450";"1127746285952"
"20642";"О735УО197";"ООО СоцПроектСервис+";"МСК 021976";"SKODA SUPERB";"7704772447";"5107746048141"
"20647";"О733УО197";"ООО СоцПроектСервис+";"МСК 021981";"SKODA SUPERB";"7704772447";"5107746048141"
"20660";"С601ХХ197";"ООО Евротранссервис";"МСК021997";"Renault FLUENCE";"7726527583";"1057748223653"
"20665";"С622ХХ197";"ООО Евротранссервис";"МСК022002";"Renault FLUENCE";"7726527583";"1057748223653"
"20670";"С610ХХ197";"ООО Евротранссервис";"МСК022007";"Renault FLUENCE";"7726527583";"1057748223653"
"20675";"С608ХХ197";"ООО Евротранссервис";"МСК022012";"Renault FLUENCE";"7726527583";"1057748223653"
"20712";"О240ХТ199";"КОРОБЧЕНКО АЛЕКСАНДР ВЛАДИМИРОВИЧ";"МСК022051";"DAEWOO NEXIA";"773387953799";"312774627801383"
"20720";"В615ХМ197";"Ульянкин Дмитрий Владимирович";"МСК 022060";"Peugeot 508";"402806997547";"312774621601218"
"20727";"Е190МХ67";"СУХОМЛИНОВ ЮРИЙ АНАТОЛЬЕВИЧ";"МСК 026929";"ХОНДА ACCORD";"672603434595";"310672628800032"
"20734";"С605ХХ197";"ООО Евротранссервис";"МСК022074";"RENAULT FLUENCE";"7726527583";"1057748223653"
"20739";"С621ХХ197";"ООО Евротранссервис";"МСК022083";"RENAULT FLUENCE";"7726527583";"1057748223653"
"20744";"К330УН197";"АНДРЕЕВ ЕВГЕНИЙ СТЕПАНОВИЧ";"МСК022084";"VOLKSWAGEN POLO";"770505065050";"312774627201381"
"20757";"Р173НВ197";"ИСАЕВ СЕРГЕЙ АЛЕКСЕЕВИЧ";"МСК 022097";"MAZDA 6";"772774182291";"308770000448965"
"20764";"С875НС197";"ЯФАРОВ ЭДУАРД САБИРОВИЧ";"МСК 022105";"HYUNDAI I30 1.6GLSAT";"772900140569";"312774626400310"
"20771";"Т152УЕ197";"Денисов Игорь Вячеславович";"МСК022115";"Toyota Prius HYBRID";"771527157098";"307770000447359"
"20777";"А610УР197";"МИРОНЕНКО ВАЛЕРИЙ НИКОЛАЕВИЧ";"МСК 022122";"MERCEDES BENZ VIANO";"772740066508";"310774631901447"
"20795";"К889НО197";"КРЫЛОВ ВИТАЛИЙ НИКОЛАЕВИЧ";"МСК 022141";"MITSUBISHI OUTLANDER";"773401698448";"312774627800670"
"20800";"Е427ХХ197";"ООО ИндастриалГрупп";"МСК 022146";"VAZ 21099";"7704813164";"1127746597770"
"20805";"Е559КТ51";"ШАРКУНОВ РОМАН НИКОЛАЕВИЧ";"МСК022151";"RENAULT SR";"510551676370";"311510532500019"
"20831";"Н937УЕ197";"МАХНАРЫЛОВ ГЕОРГИЙ ГЕННАДЬЕВИЧ";"МСК 022179";"HYUNDAI ACCENT";"772152129408";"312774625500101"
"20838";"Н726ТТ190";"ИСАЕВ КОНСТАНТИН АНДРЕЕВИЧ";"МСК 022187";"FORD MONDEO";"504014386115";"312504028200011"
"20846";"А179ХР197";"ГУЛЮКИН АЛЕКСАНДР АЛЕКСЕЕВИЧ";"МСК 022195";"RENAULT SR";"772501370835";"312774627200761"
"20853";"Н249ХХ197";"Голубин Николай Иванович";"МСК 022203";"CHEVROLET CRUZE KL1J";"772901972190";"311774621400483"
"20884";"М977СУ199";"БАРДУГЯН АРМАН АРШАЛУЙСОВИЧ";"МСК 022236";"OPEL VECTRA";"772579838188";"312774605200200"
"20891";"Е948СВ197";"СВИРСКИЙ ИГОРЬ СЕМЕНОВИЧ";"МСК022263";"CITROEN BERLINGO";"770500031498";"304770000138967"
"20898";"Х871ХР199";"СВИРСКИЙ ИГОРЬ СЕМЕНОВИЧ";"МСК022270";"CITROEN BERLINGO";"770500031498";"304770000138967"
"20906";"Х923ВС197";"Бурыкин Игорь Юрьевич";"МСК 022245";"KIA SOUL";"772978007322";"312774628300290"
"20913";"К611ТО190";"ГАСЫМОВ ИЛЬГАР ТАЙЯР ОГЛЫ";"МСК 022252";"RENAULT GRAND SCENIC 1.5CDI";"324501173860";"312690628500012"
"20924";"У081УХ197";"Гусейнова Екатерина Анатольевна";"МСК022278";"RENAULT LOGAN";"773372329690";"311774629301634"
"20931";"Н664УН190";"КАРТАШЯН МУШЕГ РУБЕНОВИЧ";"МСК022287";"LIFAN 214801";"151400803930";"312501922700013"
"20949";"С365ХС197";"ООО Сервис Лайн";"МСК022306";"CHEVROLET CRUZE";"7728807441";"1127746371268"
"20991";"М589КА197";"РОШКА СЕРГЕЙ ИВАНОВИЧ";"МСК 022349";"OPEL ZAFIRA";"772765236470";"310774636100340"
"20998";"Х359УВ197";"КОЖАРОВ НИКОЛАЙ ВИКТОРОВИЧ";"МСК 022356";"SKODA OCTAVIA";"773319734492";"312774615100992"
"21004";"Т589ХС197";"РОМАНОВ СЕРГЕЙ АНАТОЛЬЕВИЧ";"МСК 022363";"SKODA YETI";"771565301384";"312774628200862"
"21016";"А042УК177";"Стецовский Павел Александрович";"МСК022377";"Renault Logan SR";"774336422840";"312774628201460"
"21024";"В946ХС197";"ЗАХВАТОШИН АНАТОЛИЙ ГЕННАДЬЕВИЧ";"МСК022385";"MITSUBISHI LANCER 1.6";"773118820631";"312774617801058"
"21031";"Х944МН67";"ЭНКИН ДМИТРИЙ НИКОЛАЕВИЧ";"МСК022395";"МИЦУБИСИ OUTLANDER 2.0";"672505389312";"312672521900061"
"21038";"С112УЕ190";"Сторожев Николай Петрович";"МСК022402";"TOYOTA CAMRY";"511004462978";"310502735400011"
"21046";"С037НА197";"ВОЛОДИН МАКСИМ ПАВЛОВИЧ";"МСК 022410";"PEUGEOT 308";"771608947231";"312774626100073"
"21053";"Р590ХУ197";"Атоян Ламара Патвакановна";"МСК 022417";"Chevrolet Lacetti";"772970201543";"312774610001437"
"21060";"Р582ХУ197";"Атоян Ламара Патвакановна";"МСК 022424";"Chevrolet Lacetti";"772970201543";"312774610001437"
"21079";"К834РО197";"ООО Звезда";"МСК022443";"HYUNDAI ACCENT";"7715836798";"1107746915100"
"21094";"С201ММ199";"ООО Интранс";"МСК022464";"Chevrolet Cruze KL1J";"7705843411";"1087746666457"
"21099";"С202ММ199";"ООО Интранс";"МСК022469";"Chevrolet Cruze KL1J";"7705843411";"1087746666457"
"21104";"Х770УА190";"ООО МОНОЛИТ";"МСК022474";"MERCEDES-BENZ E200";"5050067271";"1075050006965"
"21109";"Х774УА190";"ООО МОНОЛИТ";"МСК022479";"MERCEDES-BENZ Е200";"5050067271";"1075050006965"
"21123";"О089ВР190";"ЦВЕТКОВА МАРИЯ АЛЕКСАНДРОВНА";"МСК022493";"OPEL ZAFIRA";"772765248806";"311774631500769"
"21131";"Н881ММ199";"Высокос Александр Борисович";"МСК022494";"FORD FOCUS";"773120724565";"308774633900493"
"21155";"О039ЕХ197";"СКВОРЦОВ ГЕННАДИЙ ВИКТОРОВИЧ";"МСК022528";"SUBARU LEGACY OUTBACK";"774305156652";"312774628600482"
"21177";"У399РО199";"АГАДЖАНЯН ПЕТРОС ВАЗГЕНОВИЧ";"МСК022551";"VOLKSWAGEN 7HM MYLTIBAN";"772009972520";"312774629001305"
"21184";"Х281ХХ197";"БОЧКАРЕВ СТАНИСЛАВ ВЛАДИМИРОВИЧ";"МСК 022559";"HYUNDAI SONATA";"771541065586";"312774603400331"
"21191";"А377ХВ190";"ООО Дилижанс";"МСК 022566";"Volkswagen Polo";"7720752021";"1127746420053"
"21196";"Р783ХУ197";"ООО Новая Волна";"МСК 022571";"Ford Focus";"7715792420";"1107746020722"
"21205";"Х051ХН197";"ООО Даурия";"МСК022582";"FORD FOCUS";"7718590133";"1067746705883"
"21214";"В390ХТ197";"Марков Валерий Витальевич";"МСК022594";"Hyundai SOLARIS";"770305908834";"312774623400341"
"21221";"М413РА69";"МЕЙМАНОВ НУРБЕК КАЛАШБЕКОВИЧ";"МСК 022601";"HYUNDAI SOLARIS";"690902483367";"310691007400042"
"21228";"Т075РХ197";"Седельников Михаил Юрьевич";"МСК 022610";"Volkswagen Polo";"770506481790";"310774613100208"
"21251";"Х961ОВ190";"ТИШКИН НИКИТА АЛЕКСАНДРОВИЧ";"МСК 022634";"LIFAN 214813";"504507607266";"307504525400012"
"21268";"М892СС40";"АРАКЕЛЯН АРАИК ГАГИКОВИЧ";"МСК022670";"NISSAN ТЕАНА 3.5PREMIUM";"400903424749";"312400129300015"
"21276";"Т278АР190";"МАМЕДОВ РАУФ ЧАПАЙ ОГЛЫ";"МСК022680";"CHEVROLET AVEO";"772864004906";"311774623700064"
"21301";"А775КХ199";"Пахомов Владислав Сергеевич";"МСК022695";"Ford Focus";"773322139091";"312774625601241"
"21308";"Е754ХС197";"ЕГОРОВ ДМИТРИЙ НИКОЛАЕВИЧ";"МСК 022685";"RENAULT LOGAN";"601300166982";"309603201900017"
"21326";"Х843ММ199";"Исмаилов Вагид Али оглы";"МСК022721";"Ford Focus";"772195005238";"304770000102241"
"21333";"С684ОН62";"МОРДАКИН СЕРГЕЙ ПЕТРОВИЧ";"МСК 022728";"RENAULT SR";"622101272067";"312621429300019"
"21349";"В433УО190";"ООО Яркий мир";"МСК022745";"RENAULT LOGAN";"7733775065";"1117746616690"
"21362";"Х812СА64";"НИТАЛИЕВ АЗАМАТ РЫСКАЛИЕВИЧ";"МСК022759";"РЕНО МЕГАН";"642401217800";"312644525700022"
"21369";"С946ВО116";"НАСИБУЛИН АЛМАЗ МИНГАЯСОВИЧ";"МСК 031242";"RENAULT FLUENCE";"165000551008";"308165002900151"
"21378";"Т723УЕ150";"ШИРОКОВ ВЛАДИМИР  ИГОРЬЕВИЧ";"МСК 022779";"NISSAN TEANA 2.5 ELEGANCE";"774302025997";"312504729200032"
"21385";"Н619РС197";"Криволуцкий Егор Викторович";"МСК022786";"Hyundai GRAND STAREX";"240780711349";"312242017000022"
"21404";"Х613ММ177";"ООО Ритм жизни";"МСК 022815";"RENAULT LOGAN";"7714636130";"1067746273198"
"21409";"С229ХУ197";"ООО Новая Волна ТМ";"МСК 022808";"Hyundai solaris";"7720739285";"1127746013559"
"21414";"М828ХО197";"КРАЙНОВ АНДРЕЙ ВЛАДИМИРОВИЧ";"МСК022819";"CHEVROLET KLAN J200/CHEVROLETL";"772873235762";"312774627200352"
"21436";"А830ОН197";"РУСЯЕВ МАКСИМ АЛЕКСАНДРОВИЧ";"МСК 022893";"VOLKSWAGEN POLO";"773670657305";"312774629201505"
"21443";"Т966ХХ197";"ДЕРЕВЕНЬКОВ СЕРГЕЙ АЛЕКСАНДРОВИЧ";"МСК 027798";"CHEVROLET ORLANDO";"773265020354";"306770000558810"
"21450";"Т047ХН197";"ГОНЧАРОВ КАРЕН ЕВГЕНЬЕВИЧ";"МСК 022907";"SKODA OCTAVIA";"771200581446";"306770000352303"
"21457";"О412ОО197";"ЕЧИН ЗУРАБ ГРАМИТОНОВИЧ";"МСК 022923";"KIA RIO";"771471450662";"312774615600712"
"21464";"У818СС199";"СОКОЛОВ ВЛАДИМИР ИВАНОВИЧ";"МСК 022919";"KIA ED (CEE'D)";"772878603307";"312774629600627"
"21470";"Т026УХ197";"ООО Зеленоградское такси";"МСК 022931";"Hyundai SOLARIS";"7735106398";"1027700586484"
"21473";"С022УК197";"ООО Зеленоградское такси";"МСК 022934";"Hyundai SOLARIS";"7735106398";"1027700586484"
"21478";"Н534НО197";"ТАТАРКИН ИВАН АЛЕКСАНДРОВИЧ";"МСК 022939";"HYUNDAI SOLARIS";"774307999601";"307770000088905"
"21486";"Е742ТК197";"Шамшурин Андрей Сергеевич";"МСК 022947";"Chevrolet Lacetti KLANJ200";"774324381660";"308770000412814"
"21493";"С058МЕ197";"МОССИЙ МАРИЯ ВАЛЕРЬЕВНА";"МСК 022954";"FORD FOCUS";"772437972195";"312774629601831"
