0_Код;1_Название;1_Краткое наименование;1_Адрес;1_Административный округ по территориальной принадлежности;1_Руководитель;1_Телефон руководителя;1_Факс;1_Доп информация;0_Мощность;0_Детское население;0_MODDATE;0_MODUSER;0_Признак закрытого ЛПУ;0_Причина закрытия;0_Главное ЛПУ;0_Должность руководителя;0_Дата закрытия;0_Дата повторного открытия после закрытия;0_X;0_Y
163;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 142  Департамента здравоохранения города Москвы»; Детская городская поликлиника № 142  Департамента здравоохранения города Москвы;109145, Москва, Хвалынский бульвар, д.10;ЮВАО; и.о. Онищенко Светлана Анатольевна;705-6135;705-7910;с 01.11.2012г. присоединяется к «ДГП № 143»;320;7400;;;;;;;;;21948,7632;3400,5686
164;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 143 Департамента здравоохранения города Москвы»; Детская городская поликлиника № 143 Департамента здравоохранения города Москвы;109156, Москва, ул. авиаконструктора Миля, д.5,к.1;ЮВАО; Козыкина Татьяна Николаевна;704-5872;705-0345;амбулаторный центр;400;10400;;;;;;;;;22390,2862;2281,0196
121;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 99  Департамента здравоохранения  города Москвы»; Детская городская поликлиника № 99  Департамента здравоохранения  города Москвы;129301, Москва, ул. Касаткина, д.9;СВАО;Шилов Владислав Владимирович;(495) 683-1922;(495) 683-3221;амбулаторный центр;320;17017;;;;;;;;;10113,0227;17721,6406
122;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 100  Департамента здравоохранения города Москвы»; Детская городская поликлиника № 100  Департамента здравоохранения города Москвы;109544, Москва, Новорогожская ул.,  д. 34;ЦАО;Москвина Любовь Алексеевна;(495) 678-6131;(495) 678-6131;с 01.11.2012г. присоединяется к «ДГП № 104»;320;8700;;;;;;;;;12051,3625;8017,8291
123;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 101  Департамента здравоохранения  города Москвы»; Детская городская поликлиника № 101  Департамента здравоохранения  города Москвы;109044, Москва, Крутицкий вал, д.3;ЮВАО;Золотавин Сергей Валентинович;676-1102;676-1605;с 01.11.2012г. присоединяется к «ДГП № 61»;172;9300;;;;;;;;;10488,964;7045,9625
124;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 102 Департамента здравоохранения города Москвы»; Детская городская поликлиника № 102 Департамента здравоохранения города Москвы;127549, Москва, ул. Лескова, д.22а;СВАО;Еремеева Вера Сергеевна;(495) 407-9500;(495) 407-9500;с 01.11.2012г. присоединяется к «ДГП № 125»;320;14966;;;;;;;;;6845,3501;25510,6815
125;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 103  Департамента здравоохранения  города Москвы»; Детская городская поликлиника № 103  Департамента здравоохранения  города Москвы;117574, Москва, ул. Голубинская, д.21, к.2;ЮЗАО;и.о.Удалова Наталья Ивановна;(495) 421-0841;(495) 421-2911;с 01.11.2012г. присоединяется к «ДГП № 42»;480;15039;;;;;;;;;1792,798;-7393,4135
126;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 104  Департамента здравоохранения  города Москвы»; Детская городская поликлиника № 104  Департамента здравоохранения  города Москвы;109029, Москва, Сибирский проезд, д.1;ЦАО;и.о.Щербак Ирина Петровна;(495) 670-9553;(495) 670-9553;амбулаторный центр;320;8000;;;;;;;;;11453,4574;7424,7079
127;Государственное  бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 105    Департамента здравоохранения города Москвы»; Детская городская поликлиника № 105    Департамента здравоохранения города Москвы;124527, г. Зеленоград, корпус 805-А;ЗЕЛЕНОГРАД;Рачкова Галина Дмитриевна;8-499-731-2909;8-499-731-4565;амбулаторный центр;480;7250;;;;;;;;;-19187,7578;34775,1898
128;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 106  Департамента здравоохранения города Москвы»; Детская городская поликлиника № 106  Департамента здравоохранения города Москвы;109382, Москва, проспект   40 лет Октября, д. 25;ЮВАО;Синицына Татьяна Васильевна;351-5544;351-5544;с 01.11.2012г. присоединяется к «ДГП № 150»;480;12500;;;;;;;;;15640,6226;815,1662
129;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 107   Департамента здравоохранения города Москвы»; Детская городская поликлиника № 107   Департамента здравоохранения города Москвы;115583, Москва, ул. Елецкая, д.35,кор.1;ЮАО;и.о. Чекашкина  Ирина Александровна ;399-5069;399-5071;с 01.11.2012г. присоединяется к «ДГП № 12»;480;10703;;;;;;;;;15285,323;-7301,5013
130;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 108   Департамента здравоохранения города Москвы»; Детская городская поликлиника № 108   Департамента здравоохранения города Москвы;113191,Москва, ул. Лестева, д.5/7;ЮАО;Перфилова Елена Васильевна;952-8710;952-8710;с 01.11.2012г. присоединяется к «ДГП № 91»;320;10095;;;;;;;;;7469,4306;5280,5262
131;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 109  Департамента здравоохранения города Москвы»; Детская городская поликлиника № 109  Департамента здравоохранения города Москвы;123592, г. Москва, ул. Кулакова, д. 13;СЗАО;Жижина Наталия Викторовна;750-9809;750-9809;с 01.11.2012г. присоединяется к «ДГП № 58»,;320;10000;;;;;;;;;-6265,3705;15880,9915
132;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 110  Департамента здравоохранения города Москвы»; Детская городская поликлиника № 110  Департамента здравоохранения города Москвы;127490, Москва, ул. Декабристов, д.39;СВАО;Каширина Эльмира Агасалимовна;(499) 204-9262;(499) 204-9262;амбулаторный центр;480;19981;;;;;;;;;7429,3969;21600,4636
133;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 111  Департамента здравоохранения  города Москвы»; Детская городская поликлиника № 111  Департамента здравоохранения  города Москвы;117588, Москва, ул. Ясногорская, д.3а;ЮЗАО;и.о.Ковкина Татьяна Петровна;425-8511;425-8544;с 01.11.2012г. присоединяется к «ДГП № 42»;320;9024;;;;;;;;;2612,4486;-6268,2368
134;Государственное  бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 112  Департамента здравоохранения  города Москвы»; Детская городская поликлиника № 112  Департамента здравоохранения  города Москвы;109651, Москва, Новочеркасский бульвар, д.6;ЮВАО;Толстолесов Владимир Александрович;8-499-356-1671;8-499-356-1671;с 01.11.2012г. присоединяется к «ДГП № 148»;480;8000;;;;;;;;;13586,4001;-2363,2406
135;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 113  Департамента здравоохранения города Москвы»; Детская городская поликлиника № 113  Департамента здравоохранения города Москвы;129090, Москва, уд. Гиляровского, д.15;ЦАО;Шилюк Ирина Валерьевна;(495) 688-5077;(495) 688-6369;с 01.11.2012г. присоединяется к «ДГП № 32»;320;6400;;;;;;;;;8269,4972;12143,6163
136;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 114  Департамента здравоохранения города Москвы»; Детская городская поликлиника № 114  Департамента здравоохранения города Москвы;109444, Москва, ул. Ферганская,д.10, кор.2;ЮВАО; Прончик Ольга Юрьевна;377-9674;377-9674; с 01.11.2012г. присоединяется к «ДГП № 143»;320;8300;;;;;;;;;19467,5818;4654,2961
165;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 144  Департамента здравоохранения города Москвы»; Детская городская поликлиника № 144  Департамента здравоохранения города Москвы;119634, Москва, ул. скульптора Мухиной, д.14, корп.1;ЗАО;и.о.Уткин Сергей Александрович;733-1415;733-3200;с 01.11.2012г. присоединяется к «ДГП № 132»;340;11900;;;;;;;;;-10036,772;-3065,6147
166;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 145 Департамента здравоохранения города Москвы»; Детская городская поликлиника № 145 Департамента здравоохранения города Москвы;115211, Москва, ул. Борисовские пруды, д.10,кор.3;ЮАО;Глотова Надежда Дмитриевна;340-0300;340-2484;амбулаторный центр;250;7989;;;;;;;;;15279,5645;-3606,131
167;Государственное бюджетное учреждение здравоохранения города Москвы « Детская городская поликлиника № 146   Департамента здравоохранения города Москвы»; Детская городская поликлиника № 146   Департамента здравоохранения города Москвы;109559, Москва, ул. Цимлянская, д. 22;ЮВАО;Биркина Любовь Васильевна;770-6875;770-6875;с 01.11.2012г. присоединяется к «ДГП № 150»;250;14000;;;;;;;;;17083,8965;380,6894
168;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 147  Департамента здравоохранения города Москвы»; Детская городская поликлиника № 147  Департамента здравоохранения города Москвы;109469, Москва, Перервинский бульвар, д.18,к.1;ЮВАО;Заводилова Людмила Леонидовна;347-5100;347-4600;с 01.11.2012г. присоединяется к «ДГП № 148»;250;10400;;;;;;;;;17040,1703;-1363,2796
169;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 148  Департамента здравоохранения города Москвы»; Детская городская поликлиника № 148  Департамента здравоохранения города Москвы;109451, Москва, ул. Белореченская, д. 26,корп.1;ЮВАО;и.о. гл.вр. Зеленцова Алла Алексеевна; 654-9945;654-9944;амбулаторный центр;250;10100;;;;;;;;;17077,9266;-246,0934
152;Государственное  бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 131 Департамента здравоохранения  города Москвы»; Детская городская поликлиника № 131 Департамента здравоохранения  города Москвы;119607, Москва, ул. Раменки, д.27;ЗАО;Зайцева Ирина Геннадьевна;931-8311;931-8311;амбулаторный центр;320;11100;;;;;;;;;-393,5081;2470,0017
153;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 132  Департамента здравоохранения города Москвы»; Детская городская поликлиника № 132  Департамента здравоохранения города Москвы;119633, Москва, Новоорловская ул., д.2,кор.1;ЗАО;Кузнецова Елена Ивановна;733-5460;733-5460;амбулаторный центр;320;11900;;;;;;;;;-8384,4729;-3069,7105
154;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 133 Департамента здравоохранения города Москвы»; Детская городская поликлиника № 133 Департамента здравоохранения города Москвы;125445, Москва, ул. Смольная, д.55;САО; Лазарева Светлана Игоревна;(495) 457-31911;(495) 457-3271;амбулаторный центр;320;9658;;;;;;;;;-1488,691;22261,0652
155;Государственное  бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 134  Департамента здравоохранения города Москвы»; Детская городская поликлиника № 134  Департамента здравоохранения города Москвы;117393, Москва, ул академика Пилюгина, д.26,кор.5;ЮЗАО;Кононенко Екатерина Валерьевна;8-499-132-7992;8-499-132-7992;с 01.11.2012г. присоединяется к «ДГП № 10»;480;7239;;;;;;;;;2188,209;790,7869
137;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 115  Департамента здравоохранения города Москвы»; Детская городская поликлиника № 115  Департамента здравоохранения города Москвы;111020, Москва, 2-я ул. Синичкина, д.6;ЮВАО;Илюхина Елена Ивановна;362-1127;362-1080;с 01.11.2012г. присоединяется к «ДГП № 61»;320;12000;;;;;;;;;13322,7251;10708,1177
138;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 116   Департамента здравоохранения города Москвы»; Детская городская поликлиника № 116   Департамента здравоохранения города Москвы;115547, Москва, ул. Михневская, д.21;ЮАО;Устабасиди Ольга Ивановна;385-3935;38539-35;с 01.11.2012г. присоединяется к «ДГП № 23»;320;9350;;;;;;;;;10651,7297;-9666,4405
139;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 117   Департамента здравоохранения города Москвы»; Детская городская поликлиника № 117   Департамента здравоохранения города Москвы;105098, Москва, Семеновская набережная, д. 3/1, кор.1;ЦАО;Кузина Наталия Владиславовна;(499) 360-2340;(499) 360-2340;с 01.11.2012г. присоединяется к «ДГП № 104»;103;6100;;;;;;;;;13190,5951;12482,4048
140;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 118  Департамента здравоохранения   города Москвы»; Детская городская поликлиника № 118  Департамента здравоохранения   города Москвы;117628, Москва, ул. Куликовская, д.1-б;ЮЗАО;Филатчева Елена Алексеевна;711-6336;711-6981;амбулаторный центр;320;11811;;;;;;;;;4239,7083;-10611,1534
25;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 3 Департамента здравоохранения города Москвы»; Детская городская поликлиника № 3 Департамента здравоохранения города Москвы;113452, Москва, Булатниковский проезд, д.16а;ЮАО;и.о. Кучерова Виктория Николаевна;385-2849;385-0698;с 01.11.2012г. присоединяется к «ДГП № 98»;320;10415;;;;;;;;;10125,3279;-9927,4519
172;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 151 Департамента здравоохранения города Москвы»; Детская городская поликлиника № 151 Департамента здравоохранения города Москвы;г. Москва, ул. Брусилова, дом 17, корп.1;ЮЗАО;Гаплаев Магомед-Салих Шиблуевич;(499) 234-0047;(499) 234-0047;с 01.11.2012г. присоединяется к «ДГП № 118»;320;10400;;;;;;;;;5384,6575;-18277,0764
