№ строки	Название	Адрес	Административный округ	Район	Юридический адрес	Телефон	Факс	Сайт	Электронная почта
236	Автовилль, музей частных коллекций	ул. Усачева, дом 2, стр.1	ЦАО				(495) 705-98-81		
237	Государственный историко-культурный музей-заповедник «Московский Кремль»	Кремль	ЦАО	Тверской		697-03-49, 697-44-22, 695-46-31, 695-41-46, (495) 621-55-03	495-621-63-23	www.kreml.ru	head@kremlin.museum.ru
238	Государственный Исторический Музей	Красная площадь 1	ЦАО	Тверской		495-692-23-32, 495-692-37-31	495-692-23-32, 495-692-37-31	www.shm.ru	alekseeva.shm@gmail.com
239	Государственный Исторический Музей, Филиал «Покровский собор»	Красная площадь, д.2	ЦАО	Тверской		8 (495) 698-15-37		www.saintbasil.ru	
240	Государственный Исторический Музей, Филиал Палаты бояр Романовых	Москва, ул. Варварка, д.10 стр.1	ЦАО	Тверской		(495) 698-12-56			
241	Государственный центральный музей современной истории России, Филиал Экспозиционно-выставочный отдел «Музей-галерея Е. Евтушенко»	Московская обл., Ленинский р-н, поселок Переделкино, ул.Гоголя, д.1				8 (495) 796-24-50, 8 (495) 590-83-56	8 (495) 590-83-56	http://sovr.givc.ru/museum/evtushenko/	sovr_history@bk.ru
242	Государственный музей изобразительного искусства им. А.С. Пушкина, Отдел Учебный художественный музей им. И.В. Цветаева	Миусская площадь д.6, стр.6	ЦАО	Тверской		(495) 250-69-08	8 (499) 973-43-13	www.museum.ru/M2352	finearts@artsmuseum.ru
243	Всероссийское музейное объединение музыкальной культуры имени М. И. Глинки, Филиал Музей С.С. Прокофьева	Камергерский переулок, дом 4, стр.1	ЦАО	Тверской		(495) 692 79 59			
244	Государственный Литературный музей, Филиал «Дом-музей М.М. Пришвина»	Московская обл., Одинцовский р-н, дер. Дунино, д.2				8 (495) 992-66-43	8 (495) 623-41-75	http://www.goslitmuz.ru/ru/prishvin-museum	нет
245	Музей "Крутицкое подворье"	ул. Крутицкая, 8	ЦАО	Таганский		(495) 292-3731, 276-92-56			
246	Государственный Литературный музей, Филиал «Дом-музей К.И. Чуковского»	Московская обл., пос. Переделкино, ул. Серафимовича, д. 3				8 (495) 593-26-70	8 (495) 593-26-70	http://www.goslitmuz.ru/ru/chukovsky-museum	нет
247	Выставочный зал Московского союза художников	Ул.Кузнецкий мост, д.20	ЦАО	Мещанский		(495)624-79-52			
248	Ботанический сад Московского государственного университета им. М.В.Ломоносова	Менделеевская улица, д.4	ЗАО	Раменки		(495) 939-48-06	(495) 939-48-06	www.botsad.msu.ru	botsadmsu@yandex.ru
249	Галерея "ФотоСоюз" Союза фотохудожников России (фед)	Семеновская наб., дом 3/1, корпус 1	ВАО			(495) 921-5727			
250	Московский музей анимации	Проспект мира д.119 стр.82	СВАО	Останкинский		(495) 940-6960, (495) 940-7960	(495)940-69-60, 628-15-60, 8 (910)438-08-04	www.animamuseum.ru	Нет
251	Музей «Жили-были»	Проспект мира д.119, стр.1	СВАО			8 (499) 760-22-06	8 (499) 760-22-06	http://www.domskazok.ru/	domskazok1995@mail.ru
252	Музей истории железнодорожного транспорта	Рижская площадь, д.3	ЦАО			495) 266-82-08, (495) 266-82-21	8 (495) 266-82-21	http://mzd.rzd.ru/static/public/mzd?STRUCTURE_ID=4198	нет
253	Музей Московского архитектурного института	ул. Рождественка, 11				921-15-01			
254	Музей-театр "Ледниковый период"	проспект мира д.119 стр.71	ВАО			8 (495) 974-00-59	8 (495) 974-00-59	http://www.iceage.ru/	mammoth@iceage.ru
255	Научно-исследовательский Зоологический музей МГУ	улица Большая Никитская, д.6	ЦАО			(495) 629–44–35, (495)629-39-48		www.zmmu.msu.ru	
256	Рудно-петрографический музей Института геологии рудных месторождений РАН	Старомонетный пер., 35 стр.13	ЦАО			230-82-92			
257	Культурный Центр Вооруженных Сил Российской Федерации	пл. Суворова, д.2	ЦАО				681-36-08		
258	Музей предпринимателей, меценатов и благотворителей	Донская ул., д.9	ЦАО	Якиманка		(495) 237-5349	(495) 237-5349	http://muzeum.me/	Нет
259	Государственный Литературный музей, Филиал Дом-музей Б.Л. Пастернака	Московская обл., городок писателей "Переделкино", ул. Павленко, д.3				8 (495) 934-51-75	8 (495) 934-51-75	http://www.pasternakmuseum.ru/	info@pasternakmuseum.ru
260	Государственный мемориальный музей Булата Окуджавы	Московская обл., Одинцовский р-н, поселок Переделкино, ул. Довженко, д.11				8 (495) 593-52-08	8 (495) 593-52-08	http://www.museum.ru/m2088	а: bulat_okudzhava@mail.ru
261	Государственный Литературный музей, Филиал Мемориальный кабинет А.В. Луначарского	Денежный пер. 9/6	ЦАО	Хамовники		(499) 241-88-73	(499) 241-88-73	http://goslitmuz.ru/ru/lunacharsky-museum	litmuz@orc.ru,litmuz@yandex.ru, nbondi@yandex.ru
262	Ломаковский музей старинный автомобилей и мотоциклов	Ул.Краснодарская, вл.58	ЮВАО	Люблино		(499)356-79-95, (499)356-79-95	(499)356-79-95, (499)356-79-95	www.lomakovka.ru	Нет
263	Музей геодезии и картографии	Гороховский пер., 4, МГУГиК.	ЦАО	Басманный		(495) 267-4533, 261-3152, 261-4533	(495) 267-4533, 261-3152, 261-4533	www.museum.ru/M560	Нет
264	Музей им.Н.Г.Рубинштейна в Московской консерватории,	Б.Никитская ул., 13	ЦАО	Пресненскийс		495-629-90-98	495-629-90-98	www.museum.ru/M2774	museumrub@mail.ru
265	Музей истории Государственного космического научно-производственного центра им.М.В.Хруничева	Новозаводская ул., 27, Дворец культуры им.С.П.Горбунова	ЗАО	Филевский парк		495-145-83-39	495-145-83-39	http://moscowstreets.net/	Нет
266	Музей истории МГУ	Воробьевы горы, Ломоносовский проспект, дом 27	ЗАО	Раменки		(8 495) 939-35-52	8 (495) 939-43-12	msu.ru/info/struct/dep/history-msu.htn	http://www.retro.samnet.ru/mgu-museum/
267	Музей истории шоколада и какао	Улица Малая Красносельская д.7 стр.4	ЦАО	Красносельский		(495) 982-57-97, 8-915-027-65-77	495 982 57 43	www.chokomuseum.ru	495 982 57 43 www.chokomuseum.ru 9825797@redoct.biz
268	Музей мебели	ул. Таганская, дом 13, строение 3. (част.)	ЦАО	Таганский		(495) 912-5170, 912-4546	(495) 912-5170, 912-4546	www.muzmeb.ru	smirvald@mail.ru
269	Музей путешествий и паломничества по святым местам	ул. Крутицкая, 11,13. Крутицкое патриаршее подворье.	ЦАО	Таганский		(495) 390-06-40	(495) 390-06-40	plmusey.narod.ru	plmusey@narod.ru
270	Музей спортивной славы ЦСКА	Ленинградский проспект, д. 39-А	САО	Хорошевский		(495) 213-4316	(495) 613-63-34	www.museum.ru/M1722	cska-23@list.ru
271	Музей-квартира К.А.Тимирязева	Романов пер., 2, кв. 29	ЦАО	Арбатский		495-202-80-64	495-202-80-64	www.museum.ru/M407	as.sa.aa@mail.ru
272	Галерея Русской Ледовой Скульптуры, частная	ул. Мантулинская, д. 5 (на территории парка "Красная Пресня")	ЦАО	Пресненский		(495) 782-44-248, (985) 220-46-19	(495) 782-44-248, (985) 220-46-19	www.posuda-ice.ru	"www.posuda-ice.ru/gallery icegallery@mobit.ru "
273	Музей шахмат	Гоголевский бул., 14	ЦАО	Хамовники		495-691-44-29	495-691-44-29	www.museum.ru/M1659	Нет
274	Музей "Самоцветы"	ул. Народного ополчения, 29, корп.1	СЗАО	Хорошово-Мневники		(499) 197-54-01, 192-40-19	(499) 197-54-01, 192-40-19	www.gemmuseum.ru	gemmuseum@mail.ru
275	Зоологический музей им.Н.М.Кулагина, при Тимирязевской академии,	Тимирязевская ул., д.49	САО	Тимирязевский		(495) 976-14-58	(495) 976-14-58	www.museum.ru/M319	Нет
276	Музей охоты и рыболовства ассоциации "Росохотрыболовсоюз"	Головинское шоссе, дом 1.	САО	Головинский		459-11-34, 646-67-07 (доб. 2252)	459-11-34, 646-67-07 (доб. 2252)	www.deol.ru/culture/museum/muzeum.htm	Нет
277	Экологический центр «Лосиный остров»	Щелковское ш., 21. Ярославское шоссе	ЗАО, СВАО	Гольяново		(495) 465-7986	(495) 465-7986	www.elkisland.ru	Нет
278	Галерея Елены Врублевской	Рождественский Бульвар, 19.	ЦАО	Мещанский		(495) 621 35 86	(495) 621 35 86	www.vgallery.ru/	info@vgallery.ru
279	Главный центр радиовещания и телевидения РФ – Останкинская башня	ул. Академика Королева, 15	СВАО	Останкинский		(495) 282-2038, (495) 981-52-74	(495) 282-2038, (495) 981-52-74	www.nashabashnya.ru	mail@tvtower.ru, concert@tvtower.ru
280	Московский центр искусств	ул. Неглинная, д.14	ЦАО	Мещанский		(495) 924-89-74	(495) 924-89-74	www.museum.ru/M2725	gallery.mci@mtu-net.ru
281	Музей «Наша эпоха»,	Олсуфьевский пер., 6, стр.2	ЦАО	Хамовники		(499) 245-21-85	(499) 245-21-85	www.nashaepoha.ru	nashaepoha@mail.ru
