№ строки	Название	Адрес	Организационно-правовая форма	Тип учреждения	Вид учреждения	Номер телефона секретаря	Сайт
366	Государственное бюджетное образовательное учреждение города Москвы детский сад № 210	105118,г.Москва,ул.Вольная д.5Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 365-06-18; (495) 365-45-51	http://www.ds210msk.ru
367	Государственное бюджетное образовательное учреждение города Москвы детский сад № 413	107564,г.Москва,ул. 1-я Гражданская д.105	Бюджетное	Дошкольное образовательное учреждение	Детский сад	963-32-55	http://www.ds413.mskobr.ru
368	Государственное бюджетное образовательное учреждение города Москвы детский сад №522	107589,г.Москва,ул.Красноярская,д.17а	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495)467-75-01,(495) 467-75-01	-
369	Государственное бюджетное образовательное учреждение города Москвы детский сад № 617	105264, Москва, ул.Верхняя Первомайская. д.28	Бюджетное	Дошкольное образовательное учреждение	Детский сад	965-02-29	http://www.ds617.mskobr.ru
370	Государственное бюджетное образовательное учреждение города Москвы детский сад № 781	105122, г. Москва, Амурская, 18	Бюджетное	Дошкольное образовательное учреждение	Детский сад	163-72-28	http://www.ds781.mskobr.ru
371	Государственное бюджетное образовательное учреждение города Москвы детский сад № 793	105264, г.Москва,ул.10-я Парковая д.18 а	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 465-04-47	http://www.ds793.mskobr.ru
372	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1008	111531,город Москва,улица Саянская, дом 13Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 307-20-70; (495) 307-20-71	http://www.ds1008.mskobr.ru
373	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1031	111141, г. Москва, ул. Перовская, д. 42А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	309-35-64	http://www.ds1031.mskobr.ru
374	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1216	111401, г. Москва ул.1 Владимировская д.15а	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 304-27-60	http://www.ds1216.mskobr.ru
375	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2718	127055 город Москва Тихвинский переулок д. 16, стр.1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 250-18-95; (499) 978-33-42	http://ds2718.mskobr.ru
376	Государственное бюджетное образовательное учреждение города Москвы детский сад № 539	121309, г.Москва, ул. Физкультурный проезд, д. 8	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 148-03-45; (499) 148-72-72	http://ds539.mskzapad.ru
377	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2562	119634, г.Москва, ул. Лукинская, д. 15, корп. 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	731-28-90	http://ds2562.mskzapad.ru/
378	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1064	109377, г. Москва, улица Академика Скрябина, дом 1, корп.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 796-50-21	-
379	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2660	117418, г.Москва, ул. Цюрупы, д. 22А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 128-65-07	http://dsuz2660.mskobr.ru
380	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2726	109443, город Москва, ул. Волгоградский проспект, дом 137, кор.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 746-59-91	
381	Государственное бюджетное образовательное учреждение города Москвы детский сад № 885	117461, г.Москва, ул. Херсонская, д.10, корп.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 121-60-10	http://ds885.ru
382	Государственное бюджетное образовательное учреждение города Москвы детский сад № 699	107065, г. Москва, ул. Сахалинская, д. 6	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 466-51-44	http://www.ds699.mskobr.ru
383	Государственное бюджетное образовательное учреждение города Москвы детский сад № 911	107553, г.Москва ул.Б.Черкизовская, д.24. Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 162-91-01; (495) 162-73-79	http://www.dskvp911.mskobr.ru
384	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1127	105264, г.Москва,Измайловский бульвар, д.9	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499)163-00-91,(499) 163-00-91	-
385	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2551	111625, г. Москва, ул. Святозерская, д.6.	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 721-49-80; (499) 721-49-81	http://www.ds2551.mskobr.ru
386	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2567	111625, г. Москва, ул. Святоозерская, д. 20	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 721-74-02	http://www.ds2567.mskobr.ru
387	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2671	107497, Москва,Щелковское шоссе, дом 91, стр 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 966-65-98	http://ds2671.mskobr.ru
388	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2673	111674, г. Москва, ул. Лухмановская, дом 13Г	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 797-60-20; (499) 797-60-21	http://www.ds2673.mskobr.ru
389	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1070	117463, г.Москва, Новоясеневский проспект, дом 38, корпус 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	425-86-33	http://реченька.рф/
390	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1432	119331, г.Москва, улица Марии Ульяновой, дом 17, корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	138-38-47	http://detsad1432.ru
391	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1448	119334, г.Москва, Ленинский проспект, д.43Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад	135-12-51	http://sozvezdie1448.ru
392	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1673	117647, г. Москва, ул. Академика Капицы, 24 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	420-37-33	http://ds-ivushka1673.ru
393	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2041	119333, г.Москва, ул. Фотиевой, дом 11	Бюджетное	Дошкольное образовательное учреждение	Детский сад	137-33-20	http://detsad2041.ucoz.ru
394	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2391	117624, г.Москва, Скобелевская улица, дом 1, корпус 4	Бюджетное	Дошкольное образовательное учреждение	Детский сад	717-12-09	http://www.detsad2391.ru
395	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2683	117624, г.Москва, ул. Изюмская, д.49	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 793-90-81	http://www.ds2683.ru
396	Государственное бюджетное образовательное учреждение города Москвы детский сад № 50	119618 50 лет Октября улица, д. 19 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 439-31-17; (495) 435-59-75	http://ds50.mskzapad.ru
397	Государственное бюджетное образовательное учреждение города Москвы детский сад № 333	119590, г.Москва, ул. Довженко, д. 8	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 147-91-03	http://ds333.mskzapad.ru
398	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2649	117519 г. Москва, ул. Красного Маяка, д. 3б	Бюджетное	Дошкольное образовательное учреждение	Детский сад	389-29-27	http://dou2649.ru
399	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2531	129329, город Москва, Тенистый проезд, дом 4	Бюджетное	Дошкольное образовательное учреждение	Детский сад	180-11-50	http://www.ds2531.mskobr.ru
400	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2545	129346 город  Москва, улица  Коминтерна, дом 46 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	184-58-54	http://www.ds2545.mskobr.ru
401	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2657	127495, город Москва, Челобитьевское шоссе, дом 6	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 761-06-01; (499) 761-05-70	http://www.ds2657.mskobr.ru
402	Государственное бюджетное образовательное учреждение города Москвы детский сад № 328	125183, г. Москва, улица Большая Академическая, дом № 63 а	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 154-74-81	http://www.detsad328-k.ru
403	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1649	121351, г.Москва, ул. Кунцевская, д. 7, корп. 3	Бюджетное	Дошкольное образовательное учреждение	Детский сад	417-20-45	http://www.ds1649.mskobr.ru
404	Государственное бюджетное образовательное учреждение города Москвы детский сад № 351	125413, г. Москва, улица Флотская, д. 27 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	453-01-92	http://souo-mos.ru/
405	Государственное бюджетное образовательное учреждение города Москвы детский сад № 384	125183, г. Москва, улица Генерала Рычагова, дом 22а	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 153-30-84	http://souo-mos.ru/
406	Государственное бюджетное образовательное учреждение города Москвы детский сад № 457	125319, г. Москва, улица 8 Марта, дом 15	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 152-19-26; (499) 152-15-82	http://СОУО ДО г. Москвы, ГОУ д/с № 1042
407	Государственное бюджетное образовательное учреждение города Москвы детский сад № 503	125195, г. Москва, улица Фестивальная, дом 35А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 457-23-71; (499) 458-03-25; (499) 458-02-14; (499) 458-22-65	http://www.sad503.mirastem.ru
408	Государственное бюджетное образовательное учреждение города Москвы детский сад № 533	125008, г. Москва, бульвар Матроса Железняка, дом 4	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 450-77-52	http://ds2012.mskobr.ru
409	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2323	109144, г.Москва, Люблинская ул., д.177	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 784-89-01; (499) 784-89-02; (495) 658-64-08	http://www.ds2323.uvuo.ru
410	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1586	127273, город Москва, Отрадный проезд, дом 8 а, строение 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	402-07-62	http://www.ds1586.mskobr.ru
411	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1739	127560 г. Москва, ул. Плещеева, д. 10А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 205-98-40; (499) 205-64-43	http://www.ds1739.mskobr.ru
412	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1784	127572, город Москва, улица Абрамцевская, дом 13	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 908-95-81	http://www.ds1784.mskobr.ru
413	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2143	129626, город Москва, Проспект Мира, дом 112	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 687-53-73; (495) 682-96-61	http://www.ds2143.mskobr.ru
414	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1605	121609, г.Москва, ул. Крылатские холмы, д. 9	Бюджетное	Дошкольное образовательное учреждение	Детский сад	413-56-25	http://www.ds1605.mskobr.ru
415	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2150	127081 г.Москва, ул. Ясный проезд, д.30а	Автономное	Дошкольное образовательное учреждение	Детский сад	477-10-88	http://www.ds2150.mskobr.ru
416	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2705	129345, город Москва, улица Тайнинская,  дом 22, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 474-26-65	http://www.ds2705.mskobr.ru
417	Государственное бюджетное образовательное учреждение города Москвы детский сад № 430	125581, г. Москва, улица Фестивальная, дом 26а	Бюджетное	Дошкольное образовательное учреждение	Детский сад	453-15-30	http://ds430.mskobr.ru
418	Государственное бюджетное образовательное учреждение города Москвы детский сад № 449	125195, г. Москва, улица Фестивальная, дом 35Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 458-17-74; (495) 459-89-26; (495) 457-15-51; (495) 459-89-27	http://www.gou449.ru
419	Государственное бюджетное образовательное учреждение города Москвы детский сад общеразвивающего вида № 460	127083, г. Москва, Петровско-Разумовская аллея, дом 20	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 612-71-53	http://souo-mos.ru/
420	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1676	121614 г. Москва, ул. Крылатские холмы, д.28, к.2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 412-04-73; (495) 412-05-46; (495) 415-89-64	http://ds1676.mskzapad.ru/
421	Государственное бюджетное образовательное учреждение города Москвы детский сад № 631	125183, г. Москва, улица Большая Академическая, дом 73А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	482-58-06	http://ds631.mskobr.ru
422	Государственное бюджетное образовательное учреждение города Москвы детский сад № 860	124498,  Москва, Зеленоград, корп. 445А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 710-13-15	http://d860.zouo.ru
423	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2706	124365, Москва, Зеленоград, корп. 2015	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 210-03-70; (499) 210-12-70; (499) 210-06-70	http://d2706.zouo.ru
424	Государственное бюджетное образовательное учреждение города Москвы детский сад № 350	109052, Москва, ул. Нижегородская, дом 80, корпус 1, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 678-42-34; (495) 678-47-50	http//ds350.uvuo.ru
425	Государственное бюджетное образовательное учреждение города Москвы детский сад № 746	105043, г.Москва, Измайловский бульвар, дом 20А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 367-56-63	http://www.ds1755.mskobr.ru
426	Государственное бюджетное образовательное учреждение города Москвы детский сад № 114	121374, г.Москва, ул. Алексея Свиридова, д. 3, корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	449-32-04	http://ds140.mskzapad.ru
427	Государственное бюджетное образовательное учреждение города Москвы детский сад № 390	127410, город Москва, улица Стандартная, дом 33	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 766-66-43; (499) 766-60-13	http://www.ds390.mskobr.ru
428	Государственное бюджетное образовательное учреждение города Москвы детский сад № 955	127490, город Москва, Северный бульвар, дом 10 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	403-31-33	http://www.ds955.mskobr.ru
429	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1002	127543, города Москва, улица Корнейчука, дом 16А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 206-47-88; (499) 206-93-03	http://www.ds1002.mskobr.ru
430	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1344	129347, город Москва, улица Ротерта, дом 14	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 188-37-47	http://www.ds1344.mskobr.ru
431	Государственное бюджетное образовательное учреждение города Москвы детский сад № 588	129344, город  Москва, улица  Радужная, дом 5	Бюджетное	Дошкольное образовательное учреждение	Детский сад	184-81-19	http://ds1431.umihost.info
432	Государственное бюджетное образовательное учреждение города Москвы детский сад №1434	129323, г.Москва, улица Снежная, дом 10	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 180-03-30; (499) 180-02-80; (499) 180-72-81	http://www.ds1434.mskobr.ru
433	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1495	127224, город Москва, улица Осташковская, дом 26, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 475-98-89	http://www.ds1495.mskobr.ru
434	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1964	129626, город Москва, улица Павла Корчагина, дом 1, строение 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 683-21-57; (495) 686-38-63	http://www.ds1964.mskobr.ru
435	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1590	121596, г.Москва,ул. Запорожская, д. 8, корп. 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 448-55-45	http://www.ds1590.mskzapad.ru
436	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2151	127254, город Москва, Огородный проезд, дом 19Б	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 618-13-76	http://www.dsovp1262.mskobr.ru
437	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2154	127276, город Москва, Малая Ботаническая улица, дом 14 А, корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 618-49-20; (495) 618-92-19; (495) 618-49-40	http://www.ds2154.mskobr.ru
438	Государственное бюджетное образовательное учреждение города Москвы детский сад №2577	129337 город Москва, Ярославское шоссе дом № 118 корпус 4	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 183-52-24	http://www.ds2577.mskobr.ru
439	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2703	127495 город Москва, Дмитровское шоссе, д.165Е, корпус 13	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 661-32-73	http://www.ds2703.mskobr.ru
440	Государственное бюджетное образовательное учреждение города Москвы детский сад № 341	125008, г. Москва, бульвар Матроса Железняка, дом 32	Бюджетное	Дошкольное образовательное учреждение	Детский сад	154-63-71	http://souo-mos.ru/
441	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2083	125438, г. Москва, Кронштадский бульвар, 34 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	456-47-92	http://ds2083.mskobr.ru
442	Государственное бюджетное образовательное учреждение города Москвы детский сад № 659	121108 г. Москва, ул. Герасима Курина, д.18, к.1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 144-17-89	http://ds659.mskzapad.ru
443	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1528	111539, Москва,ул.Реутовская ,12А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 375-51-96; (495) 370-03-31	http://www.ds1528.mskobr.ru
444	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2539	107564,г.Москва, 3-я Богатырская ул., д.5	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499)748-35-02	-
445	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2550	111625, г. Москва, ул. Дмитриевского, д. 3а	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 721-69-02	http://www.ds2550.mskobr.ru
446	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2554	111555, г. Москва, Свободный проспект, дом 7А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 300-61-61; (495) 300-61-60; (495) 300-81-29	http://www.ds2554.mskobr.ru
447	Государственное бюджетное образовательное  учреждение города Москвы детский сад № 2615	111574, Москва, ул. Лухмановская, д.18А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 797-47-40	http://www.ds2615.mskobr.ru
448	Государственное бюджетное образовательное учреждение города Москвы детский сад № 236	117418, г.Москва,  ул. Новочеремушкинская, д.52, корп.1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	128-39-23	http://ds236.ru
449	Государственное бюджетное образовательное учреждение города Москвы детский сад № 293	117393, г. Москва, ул. Профсоюзная, д. 60А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	128-69-68	
450	Государственное бюджетное образовательное учреждение города Москвы детский сад № 730	117437, г. Москва, ул. Островитянова, д. 23А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	335-95-79	http://ds730.ru
451	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1004	117133, г. Москва, ул. Академика Варги, дом 2 б	Бюджетное	Дошкольное образовательное учреждение	Детский сад	339-57-67	http://www.ds1004.ru/
452	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1181	117463, г.Москва, улица Голубинская, дом 24, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	423-11-00	http://www.1181ds.ru
453	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1260	119296, г.Москва, ул. Молодежная, дом 3 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	930-62-30	http://vshkole.info/school/list/476
454	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1380	117465, г. Москва, ул. Теплый Стан, д.15, корп.10	Бюджетное	Дошкольное образовательное учреждение	Детский сад	339-64-12	http://detsad1380.msk.ru/
455	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1403	117638, г.Москва, улица Фруктовая, дом 13	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 317-16-54	http://www.detsad1403.ru
456	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1774	117311, г.Москва, улица Кравченко, дом 12	Бюджетное	Дошкольное образовательное учреждение	Детский сад	138-56-89	http://ds1774.ru
457	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1835	117186, г.Москва, Севастопольский проспект, дом 23, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	127-76-80	http://detsad1835.ru
458	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1987	117133, г. Москва, ул. Академика Варги, д. 28 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495)338-68-00,(495) 338-68-00	http://ds1987.ru
459	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2171	117292, г. Москва, ул. Профсоюзная, дом 22/10, корп. 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	125-39-71	http://ds2171.ru
460	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2186	119313, г.Москва, Ленинский проспект, дом 86 А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	138-18-08	http://www.gou2186.ru
461	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2359	117628, г. Москва, улица Старокачаловская, дом 12	Бюджетное	Дошкольное образовательное учреждение	Детский сад	713-70-45	http:.//cad2359.jimdo.com
462	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2414	117042, г. Москва, улица Южнобутовская, дом 29, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	716-10-01	http://2414.ru
463	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2415	117437, г.Москва, ул.Академика Волгина, д.14/2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	330-09-73	http://ds2415.ru
464	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2428	117042, г.Москва, ул. Бартеневская, дом 27, корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	717-06-54	
465	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2482	117042, г. Москва, улица Адмирала Лазарева, дом 39, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 743-81-63	http://detsad2482.ru
466	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2485	117042, г. Москва, улица Адмирала Лазарева, дом 13	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 743-15-54	http://dou2485.ou.mosuzedu.ru
467	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2486	117449, г.Москва, улица Шверника, дом 1, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 126-28-68	
468	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2513	117216, г.Москва, ул.Грина, дом 1, корпус 9	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 744-26-54	http://www.ds2513.ru
469	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2589	117041, г. Москва, ул. Академика Понтрягина, дом 27, корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499)715-13-80,(499) 715-13-80	http://detsad2589.ru
470	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2590	117042, г. Москва, улица Академика Понтрягина, дом 11, корпус 2	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495)715-13-54,(495) 715-13-54	http://detsad2590.mosuzedu.ru/
471	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2621	117042, г. Москва, ул. Горчакова, дом 19	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499)793-19-54,(499) 793-19-54	http://gboy2621.ru/
472	Государственное бюджетное образовательное учреждение города Москвы детский сад № 2682	117624, г.Москва, ул. Изюмская, д.53	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499)793-90-45,(499) 793-90-45	http://detsad2682.ru
473	Государственное бюджетное образовательное учреждение города Москвы детский сад № 524	124498, г. Москва, Зеленоград, корпус 404А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 734-12-20; (499) 735-25-03	http://d524.zouo.ru/
474	Государственное бюджетное образовательное учреждение города Москвы детский сад № 1263	124527, Москва, Зеленоград, корп. 816	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 731-33-36	http://dsz1263.mskobr.ru/
475	Государственное бюджетное образовательное учреждение города Москвы детский сад № 824	121615, г.Москва, ул. Ельнинская, д. 16	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 141-75-87; (499) 141-81-61	http://ds824.mskzapad.ru
476	Государственное бюджетное образовательное учреждение города Москвы детский сад №85	111621, г.Москва, ул.Большая Косинская,дом 18, корпус 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 700-25-13; (495) 700-27-37	http://www.ds50.mskobr.ru
477	Государственное бюджетное образовательное учреждение города Москвы детский сад № 701	111141, г. Москва, улица Перовская, дом 52А	Бюджетное	Дошкольное образовательное учреждение	Детский сад	309-36-64	http://detsad701.ru
478	Государственное бюджетное образовательное учреждение города Москвы детский сад № 888	107061, г. Москва, ул.Большая Черкизовская, д.8	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(499) 161-70-78; (499) 161-70-86	http://dsv888.mskobr.ru
479	Государственное бюджетное образовательное учреждение города Москвы детский сад № 608	121609, г.Москва, ул. Крылатские холмы, д. 25, корп. 1	Бюджетное	Дошкольное образовательное учреждение	Детский сад	(495) 412-22-94; (495) 412-05-14; (495) 412-05-24	http://ds1479.mskzapad.ru
